"","location","year","region","hc_sq","hc_cf","hc_cf_lower","hc_cf_upper","sav_rate","gdp_sq","cs_sq"
"538","Burundi",2048,"Sub-Saharan Africa",69996627.8715334,70013578.7710425,70006513.3390565,70024857.6173505,5.73199403779271,14737579325.869,15532636559.6281
"539","Burundi",2049,"Sub-Saharan Africa",71452866.7464898,71470358.4539419,71463074.9167138,71481995.7224825,5.73199403779271,14859310456.8211,15600761899.9205
"540","Burundi",2050,"Sub-Saharan Africa",72930608.8103835,72948656.8653011,72941149.23031,72960662.6251002,5.73199403779271,14982047076.3894,15672458594.3665
"541","Cambodia",2021,"East Asia and Pacific",62456169.3086235,62456169.3086235,62456169.3086235,62456169.3086235,22.0643413329783,72237982362,204145628519.442
"542","Cambodia",2022,"East Asia and Pacific",63282650.3909058,63289193.8393455,63286483.723139,63293255.2387593,22.0643413329783,76022530257.9452,209877182093.878
"543","Cambodia",2023,"East Asia and Pacific",64073568.1224397,64083919.844816,64079663.5224682,64090295.6412272,22.0643413329783,80315522541.6114,216157193555.264
"544","Cambodia",2024,"East Asia and Pacific",64927626.4968771,64940265.0024778,64935095.3151593,64948005.2755787,22.0643413329783,85242076694.3138,223070424914.447
"545","Cambodia",2025,"East Asia and Pacific",65696530.1253976,65710606.2500126,65704868.8122601,65719191.3089908,22.0643413329783,90688192974.3135,230725006429.877
"546","Cambodia",2026,"East Asia and Pacific",66330157.7085437,66345215.1845754,66339089.3144815,66354374.8731302,22.0643413329783,96600156274.309,239198508554.946
"547","Cambodia",2027,"East Asia and Pacific",66945232.4577056,66960999.9642765,66954592.4393699,66970576.796172,22.0643413329783,102630904030.514,248552771335.752
"548","Cambodia",2028,"East Asia and Pacific",67553615.7424585,67569936.9965278,67563311.2934256,67579837.6895857,22.0643413329783,109103835147.719,258769965747.379
"549","Cambodia",2029,"East Asia and Pacific",68176516.3335939,68193331.043317,68186510.8984713,68203519.4777914,22.0643413329783,116864574486.17,269904510054.372
"550","Cambodia",2030,"East Asia and Pacific",68744632.2892897,68761898.594154,68754900.0589166,68772350.0335514,22.0643413329783,125177348269.587,282194683163.615
"551","Cambodia",2031,"East Asia and Pacific",69228326.0408513,69246041.3037664,69238864.3014168,69256753.529108,22.0643413329783,134081423636.722,295704506399.207
"552","Cambodia",2032,"East Asia and Pacific",69711278.9109147,69729424.707074,69722077.0935279,69740385.5871614,22.0643413329783,143618860863.967,310503464054.569
"553","Cambodia",2033,"East Asia and Pacific",70216610.021496,70235163.9316289,70227654.956919,70246358.9700637,22.0643413329783,153834712045.93,326666846531.402
"554","Cambodia",2034,"East Asia and Pacific",70722782.0842633,70741789.1940307,70734100.8535403,70753244.4114679,22.0643413329783,164777233908.5,344276120159.25
"555","Cambodia",2035,"East Asia and Pacific",71214994.2013703,71234502.6015684,71226614.8979679,71246245.8921681,22.0643413329783,176498115759.66,363419325479.899
"556","Cambodia",2036,"East Asia and Pacific",71638587.9013855,71658632.5599854,71650530.9303298,71670684.2505608,22.0643413329783,189052723654.826,384191505913.39
"557","Cambodia",2037,"East Asia and Pacific",72069940.6918111,72090532.6481324,72082212.8098127,72102898.7698802,22.0643413329783,202500361930.079,406695168864.214
"558","Cambodia",2038,"East Asia and Pacific",72538284.6583478,72559432.7948061,72550891.4953036,72572117.9560265,22.0643413329783,216904553338.69,431040781477.772
"559","Cambodia",2039,"East Asia and Pacific",72969786.4707516,72991578.7134046,72982779.3869541,73004635.8494036,22.0643413329783,232333339114.237,457347303419.304
"560","Cambodia",2040,"East Asia and Pacific",73390008.5593315,73412520.5107872,73403430.9479874,73425996.3356724,22.0643413329783,248859600377.705,485742759220.81
"561","Cambodia",2041,"East Asia and Pacific",73784304.05353,73807586.2330686,73798183.9648916,73821512.6743489,22.0643413329783,266561402406.823,516364852926.992
"562","Cambodia",2042,"East Asia and Pacific",74209302.702524,74233389.0375475,74223659.5755357,74247786.5500781,22.0643413329783,285522363393.853,549361627969.657
"563","Cambodia",2043,"East Asia and Pacific",74698781.1078488,74723740.4159929,74713654.775466,74738650.724464,22.0643413329783,305832049433.744,584892175412.381
"564","Cambodia",2044,"East Asia and Pacific",75044648.7381414,75070447.7213964,75060020.5584344,75085850.267339,22.0643413329783,327586397608.453,623127393934.466
"565","Cambodia",2045,"East Asia and Pacific",75324075.811862,75350586.2306804,75339870.6014331,75366404.6454619,22.0643413329783,350888169165.972,664250805166.479
"566","Cambodia",2046,"East Asia and Pacific",75529986.7033692,75557046.6503223,75546109.5984729,75573184.6014439,22.0643413329783,375847434934.737,708459428249.973
"567","Cambodia",2047,"East Asia and Pacific",75718981.73582,75746562.0076258,75735416.3660816,75763002.157648,22.0643413329783,402582095266.381,755964717772.718
"568","Cambodia",2048,"East Asia and Pacific",75893440.6539109,75921489.7020169,75910157.7836296,75938201.4120639,22.0643413329783,431218436962.891,806993569529.112
"569","Cambodia",2049,"East Asia and Pacific",75976279.2544054,76004803.0440346,75993281.9086907,76021788.8917143,22.0643413329783,461891729818.933,861789398874.882
"570","Cambodia",2050,"East Asia and Pacific",76035590.2410127,76064562.4827705,76052863.6170182,76081806.1129302,22.0643413329783,494746865597.228,920613296787.185
"571","Cameroon",2021,"Sub-Saharan Africa",80295493.5870195,80295493.5870195,80295493.5870195,80295493.5870195,15.4728627787583,1e+11,240437978051.347
"572","Cameroon",2022,"Sub-Saharan Africa",81593819.1172817,81603965.0994952,81599674.8294428,81609952.4108532,15.4728627787583,1.03775e+11,243888941927.538
"573","Cameroon",2023,"Sub-Saharan Africa",82968447.1253043,82984932.4543883,82977942.6842064,82994586.7101087,15.4728627787583,107905245000,247751458179.817
"574","Cameroon",2024,"Sub-Saharan Africa",84508880.9023613,84529473.475807,84520719.1222138,84541462.886969,15.4728627787583,112411368031.2,252059915760.759
"575","Cameroon",2025,"Sub-Saharan Africa",86059722.9711703,86083079.248035,86073126.4807092,86096624.4735943,15.4728627787583,117397936317.064,256850176695.914
"576","Cameroon",2026,"Sub-Saharan Africa",87571134.245847,87596440.0958477,87585635.7641462,87611087.0039516,15.4728627787583,122633884276.805,262172489452.552
"577","Cameroon",2027,"Sub-Saharan Africa",89027634.5448084,89054391.6276194,89042947.4368156,89069869.2169512,15.4728627787583,128170804151.903,268038837614.335
"578","Cameroon",2028,"Sub-Saharan Africa",90454713.3489579,90482614.1731622,90470665.9325004,90498751.1871844,15.4728627787583,134041026982.06,274468588382.473
"579","Cameroon",2029,"Sub-Saharan Africa",91886325.7376897,91915174.9674084,91902811.9315971,91931857.4099824,15.4728627787583,139236494533.783,281485143135.522
"580","Cameroon",2030,"Sub-Saharan Africa",93462209.1806728,93491896.4423943,93479172.6947415,93509054.9161836,15.4728627787583,144633339855.348,288954757715.911
"581","Cameroon",2031,"Sub-Saharan Africa",95036123.9628302,95066589.2465565,95053536.21365,95084183.3012242,15.4728627787583,150239368405.222,296885938038.269
"582","Cameroon",2032,"Sub-Saharan Africa",96562653.7800045,96593869.3129072,96580503.036185,96611878.8891906,15.4728627787583,156062688183.615,305287972449.369
"583","Cameroon",2033,"Sub-Saharan Africa",98077503.6093356,98109462.82709,98095788.5793899,98127881.8128999,15.4728627787583,162111721459.085,314170939418.392
"584","Cameroon",2034,"Sub-Saharan Africa",99619791.1065112,99652494.3045449,99638512.5568149,99671322.1652668,15.4728627787583,168395216949.666,323545716657.12
"585","Cameroon",2035,"Sub-Saharan Africa",101181878.959468,101215335.626262,101201042.682138,101234577.213792,15.4728627787583,174922262476.141,333423991668.878
"586","Cameroon",2036,"Sub-Saharan Africa",102734047.374164,102768259.77972,102753654.891293,102787915.911215,15.4728627787583,181702298105.758,343818273727.866
"587","Cameroon",2037,"Sub-Saharan Africa",104256206.022857,104291175.143259,104276258.167901,104311245.919953,15.4728627787583,188745129805.401,354741907293.227
"588","Cameroon",2038,"Sub-Saharan Africa",105758358.30268,105794090.661535,105778859.02599,105814579.159743,15.4728627787583,196060943623.964,366209086864.945
"589","Cameroon",2039,"Sub-Saharan Africa",107263389.105286,107299893.293954,107284343.252903,107320803.296796,15.4728627787583,203660320424.433,378234873291.372
"590","Cameroon",2040,"Sub-Saharan Africa",108817417.48893,108854703.845321,108838830.806459,108876040.542072,15.4728627787583,211554251186.992,390835211540.855
"591","Cameroon",2041,"Sub-Saharan Africa",110577511.411526,110615585.51974,110599386.595858,110637351.920152,15.4728627787583,219754152905.279,404026949952.605
"592","Cameroon",2042,"Sub-Saharan Africa",112337168.445219,112376023.533173,112359501.38974,112398215.19373,15.4728627787583,228271885098.786,417827860984.631
"593","Cameroon",2043,"Sub-Saharan Africa",114092963.470595,114132599.204232,114115753.916753,114155215.215748,15.4728627787583,237119766965.285,432256663479.22
"594","Cameroon",2044,"Sub-Saharan Africa",116059824.378876,116100262.720808,116083085.078246,116123315.351842,15.4728627787583,246310595198.086,447333046469.109
"595","Cameroon",2045,"Sub-Saharan Africa",118005365.555998,118046616.499203,118029102.609882,118070110.587321,15.4728627787583,255857662493.897,463077694550.196
"596","Cameroon",2046,"Sub-Saharan Africa",119982519.872614,120024587.388124,120006735.326902,120048524.668657,15.4728627787583,265774776778.054,479512314849.305
"597","Cameroon",2047,"Sub-Saharan Africa",121978717.663362,122021596.564205,122003408.211983,122045973.635918,15.4728627787583,276076281174.926,496659665618.259
"598","Cameroon",2048,"Sub-Saharan Africa",123947530.824271,123991221.533947,123972696.923217,124016037.965885,15.4728627787583,286777074752.378,514543586488.241
"599","Cameroon",2049,"Sub-Saharan Africa",125836575.325342,125881092.140635,125862226.015616,125906354.999042,15.4728627787583,297892634070.299,533189030421.201
"600","Cameroon",2050,"Sub-Saharan Africa",127656692.470768,127702048.668484,127682836.104486,127727764.313546,15.4728627787583,309439035564.349,552622097397.867
"601","Canada",2021,"North America",280587833.292793,280587833.292793,280587833.292793,280587833.292793,20.3239047443815,1.84e+12,8320729246883.62
"602","Canada",2022,"North America",282289713.921546,282326272.962079,282321081.248269,282331983.390481,20.3239047443815,1903259200000,8278652631836.06
"603","Canada",2023,"North America",284411581.571928,284469862.639983,284461961.857603,284478404.516669,20.3239047443815,1927849308864,8251536587090.93
"604","Canada",2024,"North America",286588817.951437,286660340.084625,286651018.959505,286670267.915139,20.3239047443815,1958849125750.53,8230774014885.12
"605","Canada",2025,"North America",288873905.037422,288953885.473422,288943761.612792,288964560.751162,20.3239047443815,2005430557960.88,8217349944544.55
"606","Canada",2026,"North America",291254061.182448,291339789.478809,291329139.356288,291350943.359111,20.3239047443815,2041167330503.74,8214064243632.01
"607","Canada",2027,"North America",293706444.973507,293796380.24421,293785327.317323,293807906.192016,20.3239047443815,2075275236596.46,8218205935375.42
"608","Canada",2028,"North America",296197872.854832,296291099.173206,296279721.902515,296302926.257966,20.3239047443815,2109766311028.69,8229072600876.26
"609","Canada",2029,"North America",298750248.281704,298846292.523789,298834632.681323,298858385.644761,20.3239047443815,2154840130227.28,8246405866214.96
"610","Canada",2030,"North America",301386351.366466,301485128.872684,301473184.454282,301497497.294508,20.3239047443815,2200876922986.74,8272033228365.31
"611","Canada",2031,"North America",304204539.402067,304306243.764579,304293983.100313,304318925.016834,20.3239047443815,2247897262626.48,8305735696315.95
"612","Canada",2032,"North America",307141136.149382,307246048.362184,307233435.477821,307259080.936828,20.3239047443815,2295922162001.81,8347309409907.92
"613","Canada",2033,"North America",310186372.503653,310294729.512192,310281736.604254,310308141.620426,20.3239047443815,2344973082894.39,8396564972622.91
"614","Canada",2034,"North America",313248524.807978,313360516.16494,313347122.736082,313374327.792178,20.3239047443815,2395071945603.22,8453326819640.61
"615","Canada",2035,"North America",316213739.549641,316329547.012452,316315734.175963,316343776.332462,20.3239047443815,2446241138740.58,8517432619442.38
"616","Canada",2036,"North America",319037247.220899,319157032.645493,319142783.693316,319171695.677866,20.3239047443815,2498503529237.27,8588732707325.77
"617","Canada",2037,"North America",321771444.63961,321895393.186538,321880688.147037,321910509.287736,20.3239047443815,2551882472561.55,8667089549276.67
"618","Canada",2038,"North America",324533053.387897,324661403.034816,324646215.74905,324676997.93298,20.3239047443815,2606401823156.45,8752377234724.81
"619","Canada",2039,"North America",327269720.804163,327402711.438692,327387015.654713,327418810.867035,20.3239047443815,2662085945100.05,8844480996782.71
"620","Canada",2040,"North America",329869363.910957,330007197.831903,329990971.920332,330023822.50068,20.3239047443815,2718959722993.5,8943296758639.28
"621","Canada",2041,"North America",332301844.089759,332444655.860155,332427886.157016,332461818.461089,20.3239047443815,2777048573081.68,9048730704846.61
"622","Canada",2042,"North America",334542746.768411,334690590.359978,334673272.27616,334708294.494812,20.3239047443815,2836378454611.42,9160698876302.61
"623","Canada",2043,"North America",336723208.194296,336876184.969568,336858309.185252,336894438.886736,20.3239047443815,2896975881432.4,9279126787792.86
"624","Canada",2044,"North America",338785204.383041,338943454.056985,338925007.623549,338962269.638916,20.3239047443815,2958867933845.86,9403949067013.25
"625","Canada",2045,"North America",340636201.217258,340799824.609169,340780799.08505,340819209.290161,20.3239047443815,3022082270706.53,9535109114049.46
"626","Canada",2046,"North America",342320089.871697,342489127.14671,342469520.928222,342509081.723319,20.3239047443815,3086647141783.02,9672558780342.23
"627","Canada",2047,"North America",343970429.221964,344144878.796428,344124695.041959,344165399.721278,20.3239047443815,3152591400382.32,9816258066216.27
"628","Canada",2048,"North America",345602748.46642,345782672.327545,345761907.916587,345803761.791718,20.3239047443815,3219944516244.03,9966174836098.72
"629","Canada",2049,"North America",347126065.328269,347311571.674279,347290218.18466,347333236.742807,20.3239047443815,3288736588710.05,10122284550597.2
"630","Canada",2050,"North America",348485406.642508,348676604.13404,348654652.529428,348698852.608736,20.3239047443815,3358998360175.64,10284570014650.4
"631","Chile",2021,"Latin America and Caribbean",112498890.033792,112498890.033792,112498890.033792,112498890.033792,21.9246121370866,4.95e+11,1980460960089.99
"632","Chile",2022,"Latin America and Caribbean",114743831.143593,114754935.023517,114753274.400679,114756747.727193,21.9246121370866,5.07078e+11,1989964742164.07
"633","Chile",2023,"Latin America and Caribbean",115858381.581586,115875236.846333,115872836.90658,115877779.4713,21.9246121370866,504380345040,2001641389788.36
"634","Chile",2024,"Latin America and Caribbean",116887650.877019,116907497.43321,116904786.066784,116910301.490626,21.9246121370866,512490780988.243,2012142754644.66
"635","Chile",2025,"Latin America and Caribbean",117840974.946725,117862409.308372,117859564.426918,117865303.605589,21.9246121370866,524242194596.303,2023897232882.43
"636","Chile",2026,"Latin America and Caribbean",118743607.191712,118765912.803474,118763010.498384,118768835.61342,21.9246121370866,536645764920.452,2037640439062.5
"637","Chile",2027,"Latin America and Caribbean",119633307.823188,119656106.185013,119653177.697274,119659039.879807,21.9246121370866,549648691804.475,2053415919618.28
"638","Chile",2028,"Latin America and Caribbean",120480507.102307,120503600.736699,120500658.364696,120506540.969487,21.9246121370866,563060119884.504,2071253467432.07
"639","Chile",2029,"Latin America and Caribbean",121267700.592418,121290988.507972,121288036.088521,121293934.590025,21.9246121370866,574010595343.544,2091139541443.76
"640","Chile",2030,"Latin America and Caribbean",122029262.362177,122052693.304437,122049732.057934,122055644.990556,21.9246121370866,585174037248.874,2112432161026.42
"641","Chile",2031,"Latin America and Caribbean",122794600.45169,122818154.922562,122815184.761365,122821112.371766,21.9246121370866,596554587403.049,2135107690968.85
"642","Chile",2032,"Latin America and Caribbean",123591316.760092,123614994.785664,123612014.586569,123617959.259995,21.9246121370866,608156468159.006,2159144585894.52
"643","Chile",2033,"Latin America and Caribbean",124374227.590946,124398018.265158,124395029.034017,124400988.773927,21.9246121370866,619983983986.619,2184523303430.26
"644","Chile",2034,"Latin America and Caribbean",125088011.245438,125111904.674024,125108907.708334,125114879.938792,21.9246121370866,632041523069.721,2211226222059.87
"645","Chile",2035,"Latin America and Caribbean",125727259.595648,125751252.539754,125748248.311558,125754232.20264,21.9246121370866,644333558934.185,2239237563435.25
"646","Chile",2036,"Latin America and Caribbean",126234313.469879,126258402.070276,126255391.099057,126261385.732439,21.9246121370866,656864652107.668,2268543318928.89
"647","Chile",2037,"Latin America and Caribbean",126627903.096126,126652085.380578,126649067.945481,126655072.881199,21.9246121370866,669639451811.635,2299131180222.68
"648","Chile",2038,"Latin America and Caribbean",126870614.720386,126894875.662828,126891853.615699,126897865.313647,21.9246121370866,682662697686.29,2330990473738.16
"649","Chile",2039,"Latin America and Caribbean",126993997.8785,127018301.233646,127015279.15136,127021288.585431,21.9246121370866,695939221549.052,2364112098723.54
"650","Chile",2040,"Latin America and Caribbean",127054842.784587,127079171.755579,127076151.731062,127082154.855892,21.9246121370866,709473949187.23,2398488468821.85
"651","Chile",2041,"Latin America and Caribbean",127050475.575766,127074814.497058,127071798.449771,127077791.518271,21.9246121370866,723271902185.565,2434113456953.73
"652","Chile",2042,"Latin America and Caribbean",126962982.042324,126987317.265103,126984306.858827,126990286.538759,21.9246121370866,737338199789.311,2470982343356.76
"653","Chile",2043,"Latin America and Caribbean",126617137.519324,126641425.412928,126638425.860021,126644381.604383,21.9246121370866,751678060803.552,2509091766631.3
"654","Chile",2044,"Latin America and Caribbean",126132867.824622,126157073.401007,126154088.923082,126160012.269177,21.9246121370866,766296805529.456,2548439677650.49
"655","Chile",2045,"Latin America and Caribbean",125627249.352251,125651352.194607,125648385.262794,125654271.172346,21.9246121370866,781199857738.184,2589025296199.18
"656","Chile",2046,"Latin America and Caribbean",125076637.006293,125100606.546228,125097660.91441,125103501.71651,21.9246121370866,796392746683.191,2630849070213.79
"657","Chile",2047,"Latin America and Caribbean",124353350.453105,124377133.61198,124374215.732533,124379998.369786,21.9246121370866,811881109151.662,2673912637501.28
"658","Chile",2048,"Latin America and Caribbean",123573419.621768,123596982.363333,123594096.447399,123599812.388909,21.9246121370866,827670691555.842,2718218789822
"659","Chile",2049,"Latin America and Caribbean",122698311.672904,122721602.543038,122718754.705076,122724391.781361,21.9246121370866,843767352065.04,2763771439226.86
"660","Chile",2050,"Latin America and Caribbean",121785359.05714,121808339.435708,121805534.308455,121811083.241448,21.9246121370866,860177062779.098,2810575586545.14
"661","China",2021,"East Asia and Pacific",7707412299.89517,7707412299.89517,7707412299.89517,7707412299.89517,46.7181689507319,2.49e+13,110495765211887
"662","China",2022,"East Asia and Pacific",7675821231.10602,7676661327.34085,7676468947.14828,7676897034.4457,46.7181689507319,2.5644261e+13,116603801020025
"663","China",2023,"East Asia and Pacific",7630502180.73098,7631919472.76186,7631605870.84169,7632299316.99103,46.7181689507319,26929038476100,122754140149171
"664","China",2024,"East Asia and Pacific",7558749803.20874,7560549351.26732,7560162942.18853,7561012676.43775,46.7181689507319,28049286476705.8,129197186833784
"665","China",2025,"East Asia and Pacific",7503711365.50618,7505763361.17554,7505333104.33306,7506275311.76434,46.7181689507319,29204075600951.8,135841440537757
"666","China",2026,"East Asia and Pacific",7455568715.25017,7457778671.01778,7457323288.7834,7458317657.45075,46.7181689507319,30392973518666.6,142692977890621
"667","China",2027,"East Asia and Pacific",7406592373.73562,7408896930.42868,7408427077.00202,7409451363.15144,46.7181689507319,31506268138655.4,149757369713692
"668","China",2028,"East Asia and Pacific",7352756063.00687,7355107901.33484,7354631388.143,7355669374.27008,46.7181689507319,32571180001742,156988652807095
"669","China",2029,"East Asia and Pacific",7283246376.53864,7285609768.54007,7285132539.15783,7286171686.55634,46.7181689507319,34732961113506.9,164355879069201
"670","China",2030,"East Asia and Pacific",7222885721.83833,7225265773.91299,7224786132.97146,7225830249.42146,46.7181689507319,37038221754565.3,172364688570341
"671","China",2031,"East Asia and Pacific",7167825183.51671,7170226343.90791,7169743424.84876,7170794374.02081,46.7181689507319,39496484801777.5,181050033157469
"672","China",2032,"East Asia and Pacific",7112374760.74596,7114796493.97972,7114310308.83003,7115368036.49769,46.7181689507319,42117905174666.3,190449565998890
"673","China",2033,"East Asia and Pacific",7064710529.79994,7067159000.48181,7066668230.14213,7067735602.73777,46.7181689507319,44913311784707.2,200603801796955
"674","China",2034,"East Asia and Pacific",7014823543.59,7017289391.21487,7016796195.63956,7017868465.6484,46.7181689507319,47894252268834.5,211556288588056
"675","China",2035,"East Asia and Pacific",6962674647.39249,6965160892.3627,6964664549.44241,6965743289.36942,46.7181689507319,51073040691953.8,223353791851297
"676","China",2036,"East Asia and Pacific",6902101825.39145,6904611381.12299,6904111283.71532,6905197802.21418,46.7181689507319,54462808415516.9,236046491697475
"677","China",2037,"East Asia and Pacific",6838311228.62853,6840837499.89059,6840334795.46008,6841426626.05489,46.7181689507319,58077558342293.9,249688193963476
"678","China",2038,"East Asia and Pacific",6773837778.27256,6776379952.4931,6775874623.1207,6776971814.76852,46.7181689507319,61932222761424,264336556094115
"679","China",2039,"East Asia and Pacific",6713525157.54752,6716085930.99868,6715577605.28148,6716680958.13675,46.7181689507319,66042725032698.9,280053328754035
"680","China",2040,"East Asia and Pacific",6647126250.54678,6649705985.3516,6649194430.5725,6650304463.17942,46.7181689507319,70426045364892.5,296904614176777
"681","China",2041,"East Asia and Pacific",6564574117.23799,6567175696.17047,6566660140.68696,6567778554.13516,46.7181689507319,75100290959862.7,314961142326827
"682","China",2042,"East Asia and Pacific",6487824855.7375,6490445558.97396,6489926574.86353,6491052109.70656,46.7181689507319,80084770812186.1,334298566023606
"683","China",2043,"East Asia and Pacific",6412675285.30814,6415315153.60571,6414792637.44843,6415925538.55428,46.7181689507319,85400075473317.5,354997776254269
"684","China",2044,"East Asia and Pacific",6338269800.38442,6340931947.0114,6340405395.66067,6341546742.35464,46.7181689507319,91068162109774.8,377145238985233
"685","China",2045,"East Asia and Pacific",6257063321.02922,6259743768.17812,6259213998.6434,6260362026.57319,46.7181689507319,97112445206719.1,400833354870742
"686","China",2046,"East Asia and Pacific",6157606717.24589,6160301183.24448,6159768976.58195,6160922008.67023,46.7181689507319,103557893291620,426160843351067
"687","China",2047,"East Asia and Pacific",6073174793.35968,6075885028.11611,6075350465.80324,6076508309.4739,46.7181689507319,110431132077566,453233152733311
"688","China",2048,"East Asia and Pacific",5992586837.42184,5995311410.65749,5994775033.37608,5995936489.43877,46.7181689507319,117760554452295,482162897954849
"689","China",2049,"East Asia and Pacific",5914501021.69865,5917247288.9281,5916707522.50019,5917876019.30832,46.7181689507319,125576437767309,513070327843448
"690","China",2050,"East Asia and Pacific",5834259508.16153,5837026243.4524,5836483440.84654,5837658201.20889,46.7181689507319,133911068911577,546083823809718
"691","Colombia",2021,"Latin America and Caribbean",259564820.678603,259564820.678603,259564820.678603,259564820.678603,17.7013033399407,7.55e+11,2110235030901
"692","Colombia",2022,"Latin America and Caribbean",264092983.012626,264124498.120554,264119439.342365,264130151.561625,17.7013033399407,809790350000,2138368119572.51
"693","Colombia",2023,"Latin America and Caribbean",266371443.759987,266422387.714078,266414464.047738,266431111.133767,17.7013033399407,821467526847,2174793159864.95
"694","Colombia",2024,"Latin America and Caribbean",268765247.849575,268828432.885075,268818875.850994,268838823.222073,17.7013033399407,837716154528.034,2211463960638
"695","Colombia",2025,"Latin America and Caribbean",271091550.62294,271162684.789085,271152158.151714,271174029.174247,17.7013033399407,862261237855.706,2249177440246.79
"696","Colombia",2026,"Latin America and Caribbean",273431435.078336,273508072.90447,273496905.02728,273520045.347468,17.7013033399407,891103876261.979,2289350045530.02
"697","Colombia",2027,"Latin America and Caribbean",275785014.526694,275865824.97271,275854155.627785,275878303.865408,17.7013033399407,920911300922.942,2332619543464.62
"698","Colombia",2028,"Latin America and Caribbean",278098842.130465,278183172.43151,278171048.866316,278196125.825173,17.7013033399407,951715783938.814,2379001869159.55
"699","Colombia",2029,"Latin America and Caribbean",280268140.450264,280355714.703762,280343143.722212,280369144.143165,17.7013033399407,973671787458.494,2428517873550.68
"700","Colombia",2030,"Latin America and Caribbean",282261096.009377,282351858.903282,282338832.62321,282365775.344081,17.7013033399407,996134314142.643,2479444576506.6
"701","Colombia",2031,"Latin America and Caribbean",284075740.229366,284169740.520951,284156246.614939,284184156.990774,17.7013033399407,1019115049438.29,2531801104300.89
"702","Colombia",2032,"Latin America and Caribbean",285689963.365487,285787299.249072,285773323.659894,285802230.580104,17.7013033399407,1042625948374.76,2585607695369.91
"703","Colombia",2033,"Latin America and Caribbean",287104413.864478,287205198.244806,287190724.784043,287220661.921728,17.7013033399407,1066679241782.89,2640885692424.16
"704","Colombia",2034,"Latin America and Caribbean",288316491.692557,288420843.193556,288405854.497817,288436858.208966,17.7013033399407,1091287442657.76,2697657536055.12
"705","Colombia",2035,"Latin America and Caribbean",289319330.567327,289427377.126658,289411853.808623,289443964.995147,17.7013033399407,1116463352668.22,2755946759787.9
"706","Colombia",2036,"Latin America and Caribbean",290127784.017463,290239644.639392,290223568.360983,290256825.671662,17.7013033399407,1142220068816.53,2815777986533.58
"707","Colombia",2037,"Latin America and Caribbean",290733190.140432,290848972.648197,290832326.616054,290866765.575369,17.7013033399407,1168570990251.7,2877176926397.79
"708","Colombia",2038,"Latin America and Caribbean",291141065.112162,291260861.062828,291243630.910491,291279282.009965,17.7013033399407,1195529825239.99,2940170375804.9
"709","Colombia",2039,"Latin America and Caribbean",291364580.312394,291488459.908949,291470634.448473,291507521.357207,17.7013033399407,1223110598296.22,3004786217899.85
"710","Colombia",2040,"Latin America and Caribbean",291407733.26599,291535744.759204,291517316.084681,291555455.824267,17.7013033399407,1251327657479.59,3071053424192.24
"711","Colombia",2041,"Latin America and Caribbean",291271359.368258,291403523.024236,291384487.56001,291423888.017344,17.7013033399407,1280195681857.82,3139002057409.66
"712","Colombia",2042,"Latin America and Caribbean",290952305.031003,291088611.195739,291068969.814097,291109629.663656,17.7013033399407,1309729689143.5,3208663275529.65
"713","Colombia",2043,"Latin America and Caribbean",290448089.855076,290588503.95819,290568261.388926,290610171.241355,17.7013033399407,1339945043506.6,3280069336961.72
"714","Colombia",2044,"Latin America and Caribbean",289787643.596116,289932118.943613,289911281.848477,289954428.281383,17.7013033399407,1370857463567.19,3353253606853.24
"715","Colombia",2045,"Latin America and Caribbean",288974551.153578,289123010.19746,289101589.869575,289145949.840183,17.7013033399407,1402483030572.6,3428250564494.82
"716","Colombia",2046,"Latin America and Caribbean",288023528.529255,288175901.265125,288153907.963896,288199460.6916,17.7013033399407,1434838196763.19,3505095811802.93
"717","Colombia",2047,"Latin America and Caribbean",286944432.023397,287100622.548273,287078070.440563,287124786.979033,17.7013033399407,1467939793931.12,3583826082859.17
"718","Colombia",2048,"Latin America and Caribbean",285743567.475851,285903470.991729,285880375.650469,285928223.986352,17.7013033399407,1501805042176.6,3664479254487.66
"719","Colombia",2049,"Latin America and Caribbean",284451307.530547,284614834.477123,284591209.251717,284640162.092133,17.7013033399407,1536451558866.11,3747094357853.48
"720","Colombia",2050,"Latin America and Caribbean",283085010.775515,283252051.649818,283227912.912963,283277936.360763,17.7013033399407,1571897367797.29,3831711591066.95
"721","Congo",2021,"Sub-Saharan Africa",9819761.03524893,9819761.03524893,9819761.03524893,9819761.03524893,50.442948895255,21594058464,146186898830.458
"722","Congo",2022,"Sub-Saharan Africa",9576409.1445593,9578055.00121208,9577410.36722461,9578987.65423476,50.442948895255,21971954487.12,149770233764.342
"723","Congo",2023,"Sub-Saharan Africa",9368219.8087891,9370776.39434568,9369771.02427922,9372226.34710898,50.442948895255,22858083411.5855,153365023849.352
"724","Congo",2024,"Sub-Saharan Africa",9147710.58016128,9150799.31692565,9149584.42701588,9152552.21543324,50.442948895255,23869782183.3823,157227063990.625
"725","Congo",2025,"Sub-Saharan Africa",8912198.76345957,8915610.3748973,8914267.1902133,8917543.76581455,50.442948895255,24646743593.4514,161406332819.266
"726","Congo",2026,"Sub-Saharan Africa",8719457.73876452,8723087.79382584,8721658.42053864,8725144.54485589,50.442948895255,25576172294.3605,165768560453.492
"727","Congo",2027,"Sub-Saharan Africa",8597204.02514178,8601008.63298391,8599511.21010998,8603160.90172532,50.442948895255,26573643013.8406,170381507950.624
