"","location","year","region","hc_sq","hc_cf","hc_cf_lower","hc_cf_upper","sav_rate","gdp_sq","cs_sq","capital_share","tech_level","tc_share","he_pc","pop","tc","gdp_cf","gdp_cf_lower","gdp_cf_upper","cs_cf","cs_cf_lower","cs_cf_upper"
"320","Belize",2040,"Latin America and Caribbean",3718284.83056131,3720499.32400052,3720156.34083014,3720875.03375105,22.5870837133166,5214431666.71796,17027999736.3745,0.516049904761905,23.7251880730544,3.39040422426861,774.316022589069,498091,13076105.6555718,5221306880.46019,5220940426.43583,5221708242.65058,17063587444.3467,17062790210.9089,17064460377.3832
"321","Belize",2041,"Latin America and Caribbean",3778639.22507215,3780902.05542405,3780552.14325047,3781285.3756387,22.5870837133166,5258390883.2182,17354387795.291,0.516049904761905,23.5102062955031,3.45821230875399,794.099704631181,502533,13800387.2335637,5265632581.51121,5265258004.7011,5266042857.65779,17392702539.0789,17391862396.0358,17393622481.4776
"322","Belize",2042,"Latin America and Caribbean",3837472.84961443,3839784.55588594,3839427.65271459,3840175.55528065,22.5870837133166,5302720689.04414,17674385556.2924,0.516049904761905,23.3130734537281,3.52737655492906,814.38885739032,506846,14559942.8516315,5310342258.77828,5309959483.88913,5310761532.14352,17715537356.3638,17714654614.4951,17716503971.0592
"323","Belize",2043,"Latin America and Caribbean",3894321.58741391,3896682.95702235,3896318.96441636,3897081.74414519,22.5870837133166,5347424208.3745,17988396239.5955,0.516049904761905,23.1338735946109,3.59792408602765,835.196395583029,511032,15356374.7876968,5355440257.25784,5355049141.90158,5355868684.55512,18032500606.48,18031575544.0201,18033513592.0666
"324","Belize",2044,"Latin America and Caribbean",3949193.10991983,3951604.90439235,3951233.7272389,3952011.58278026,22.5870837133166,5392504591.72575,18296803610.0675,0.516049904761905,22.9712981614346,3.6698825677482,856.535563895321,515110,16191890.1365965,5400930578.96326,5400530972.26685,5401368325.25397,18343981907.5081,18343014756.6183,18345041013.0477
"325","Belize",2045,"Latin America and Caribbean",3999755.19544906,4002217.35344382,4001839.02226355,4002631.89322418,22.5870837133166,5437965016.17415,18599972955.9416,0.516049904761905,22.8310683621356,3.74328021910318,878.419945413355,519079,17068210.365631,5446817743.27789,5446409416.655,5447265061.75393,18650352799.0812,18649343746.2368,18651457823.4649
"326","Belize",2046,"Latin America and Caribbean",4045407.33177872,4047918.45366344,4047533.20649151,4048340.60575344,22.5870837133166,5483808685.57967,18898252018.6487,0.516049904761905,22.7135397806764,3.81814582348523,900.863470269524,522932,17986915.9977985,5493105248.53209,5492688063.12508,5493562299.88346,18951967653.4767,18950916824.1984,18953118462.8399
"327","Belize",2047,"Latin America and Caribbean",4087159.87120928,4089718.0440402,4089326.19665751,4090147.46561282,22.5870837133166,5530038830.81178,19191971876.2062,0.516049904761905,22.6145511056584,3.89450873995494,923.880424509439,526659,18949508.8584434,5539796510.5674,5539370435.05381,5540263331.93129,19249164271.5233,19248071753.6918,19250360774.9896
"328","Belize",2048,"Latin America and Caribbean",4125354.92455093,4127958.55629458,4127560.37495372,4128394.96199359,22.5870837133166,5576658709.97713,19481447782.4903,0.516049904761905,22.5321539235865,3.97239891475403,947.485459185476,530285,19958814.9141101,5586895833.36654,5586460814.88146,5587372487.82649,19542264674.7655,19541130544.7926,19543506794.3908
"329","Belize",2049,"Latin America and Caribbean",4162050.24450029,4164698.75992669,4164294.35062686,4165142.04544714,22.5870837133166,5623671608.64919,19766979964.5943,0.516049904761905,22.459792597407,4.05184689304911,971.693599682651,533794,21016290.1833177,5634407327.75348,5633963331.38544,5634893862.66441,19831576394.1184,19830400712.6547,19832864070.1043
"330","Belize",2050,"Latin America and Caribbean",4191983.14561939,4194673.65122804,4194263.46112615,4195123.31559987,22.5870837133166,5671080840.0998,20048854380.3722,0.516049904761905,22.4114340621787,4.1328838309101,996.520255282775,537193,22124306.8674779,5682336062.01555,5681882925.50932,5682832648.75783,20117392841.3385,20116175658.1167,20118726027.5727
"331","Benin",2021,"Sub-Saharan Africa",34899322.4708507,34899322.4708507,34899322.4708507,34899322.4708507,16.1951022992641,43169862200,88311262134.1092,0.61716,61.5861314680173,1.20237526280586,97.18759938,12819427,14980265.1726756,43169862200,43169862200,43169862200,88311262134.1092,88311262134.1092,88311262134.1092
"332","Benin",2022,"Sub-Saharan Africa",36074371.6909985,36078305.4507729,36076727.5285876,36080454.3995343,16.1951022992641,45869273683.366,90887102373.1451,0.61716,63.4115052673582,1.22642276806198,96.3474213169355,13174363,15567179.2274218,45872829338.9421,45871591123.0184,45874515613.4533,90889528442.4145,90889528442.4145,90889528442.4145
"333","Benin",2023,"Sub-Saharan Africa",37271604.0875049,37278141.0120698,37275533.6621674,37281660.3106009,16.1951022992641,48392542428.688,93771323051.4384,0.61716,64.7857432469329,1.25095122342322,95.5145065177252,13531365,16167814.6387886,48398847654.0717,48396718816.0652,48401721472.0151,93776724779.9033,93776524249.5677,93776997873.7854
"334","Benin",2024,"Sub-Saharan Africa",38506427.4802208,38514747.5310425,38511441.1373635,38519178.646397,16.1951022992641,51445144005.0896,96919978650.4073,0.61716,66.6527739886024,1.27597024789169,94.6887921921057,13894291,16787093.7303225,51453786483.5837,51450951557.3849,51457587156.6602,96928749824.2703,96928214552.9586,96929474681.2142
"335","Benin",2025,"Sub-Saharan Africa",39801318.8163756,39810932.2127684,39807116.8220872,39816021.4671429,16.1951022992641,54511274587.7929,100405573417.515,0.61716,68.2685462312311,1.30148965284952,93.8702160926301,14265853,17428751.667985,54521988156.6332,54518562150.0932,54526560666.8463,100418024377.921,100417056750.977,100419328514.91
"336","Benin",2026,"Sub-Saharan Africa",41095166.4361278,41105770.0878043,41101557.8492656,41111332.391672,16.1951022992641,57787947303.2651,104213451430.765,0.61716,69.9533042061938,1.32751944590651,93.0587165099746,14642545,18088998.2690723,57800628218.2568,57796659762.808,57805875426.3019,104229837520.746,104228363429.885,104231816973.593
"337","Benin",2027,"Sub-Saharan Africa",42417366.83996,42428772.4225852,42424232.5969323,42434729.5270973,16.1951022992641,61233842600.9588,108361596041.635,0.61716,71.6118585198734,1.35406983482464,92.2542322682874,15023329,18766943.2346448,61248449931.1402,61243963293.6821,61254347752.7066,108382146046.048,108380102964.31,108384876316.963
"338","Benin",2028,"Sub-Saharan Africa",43773258.395753,43785352.3559758,43780529.5144303,43791659.0813707,16.1951022992641,64892564696.3661,112860399690.549,0.61716,73.2810104301916,1.38115123152113,91.4567027205761,15408689,19463568.3464429,64909116879.7564,64904117179.7563,64915668052.9017,112885327192.462,112882659649.285,112888876108.068
"339","Benin",2029,"Sub-Saharan Africa",45167080.3243467,45179494.5221825,45174559.2532508,45185938.2534218,16.1951022992641,68548684064.7361,117726796943.214,0.61716,74.7094010766815,1.40877425615156,90.6660677441364,15798753,20179434.7303841,68566890874.1503,68561522856.9521,68573914291.705,117756310857.869,117752966985.322,117760743296.887
"340","Benin",2030,"Sub-Saharan Africa",46560099.7641766,46573336.5667019,46568084.4452791,46580070.2838673,16.1951022992641,72410793270.2826,122941986605.137,0.61716,76.1782533339611,1.43694974127458,89.8822677360191,16194140,20915752.262428,72431222158.1382,72425268724.6519,72438891139.7892,122976241515.567,122972195480.77,122981589782.292
"341","Benin",2031,"Sub-Saharan Africa",47976416.3512462,47990210.1264075,47984738.5588746,47997218.889649,16.1951022992641,76490498009.8511,128521889320.711,0.61716,77.6646832046864,1.46568873610008,89.1052436085373,16593514,21671220.8610295,76513010874.6212,76506531517.0912,76521347821.3798,128561127292.382,128556319394.682,128567450145.194
"342","Benin",2032,"Sub-Saharan Africa",49434035.5511683,49448387.9140369,49442699.1722119,49455667.2386057,16.1951022992641,80800057858.1729,134483509256.587,0.61716,79.1529111742511,1.49500251082208,88.3349367848118,16997633,22447236.005982,80824755836.925,80817725244.4922,80833791050.8793,134527940987.543,134522324146.147,134535297874.771
"343","Benin",2033,"Sub-Saharan Africa",50922314.3613911,50937233.4605035,50931325.8299525,50944699.4038319,16.1951022992641,85352423108.0738,140844985821.754,0.61716,80.6559252041438,1.52490256103852,87.5712891943552,17406330,23244009.806214,85379420214.5632,85371806864.2591,85389104270.9217,140894831181.921,140888356570.958,140903283486.93
"344","Benin",2034,"Sub-Saharan Africa",52449098.2881025,52464600.0471615,52458468.2455976,52472333.5393018,16.1951022992641,90161273686.3006,147625648767.919,0.61716,82.1683577680132,1.55540061225929,86.8142432686945,17821416,24064423.2530207,90190694052.4848,90182462110.0569,90201142864.0027,147681138460.258,147673754589.974,147690736492.851
"345","Benin",2035,"Sub-Saharan Africa",54015961.2738534,54032073.1852065,54025707.1575452,54040084.8282185,16.1951022992641,95241060261.9089,154846076837.339,0.61716,83.6911395794888,1.58650862450448,86.0637419370306,18239387,24904217.4809313,95273045441.1598,95264152189.9282,95284309178.8225,154907453961.425,154899106113.157,154918264288.103
"346","Benin",2036,"Sub-Saharan Africa",55606817.0950804,55623063.5588869,55616917.1764599,55630760.2030127,16.1951022992641,100607047670.743,162528160135.792,0.61716,85.2419297468579,1.61823879699457,85.3197286219366,18660957,25764753.1957865,100641189772.259,100632105822.879,100652650062.088,162595681699.672,162586310972.683,162607775683.853
"347","Benin",2037,"Sub-Saharan Africa",57204668.5090253,57222044.8240805,57215194.3374879,57230623.5998828,16.1951022992641,106275360786.5,170695166419.549,0.61716,86.8385587277213,1.65060357293446,84.5821472350923,19087578,26648471.9843875,106312885752.515,106302558422.3,106325902997.783,170769013881.639,170758640536.105,170782359172.273
"348","Benin",2038,"Sub-Saharan Africa",58842059.7648159,58860100.1531702,58852995.6962893,58868973.5825977,16.1951022992641,112263032976.22,179371811496.857,0.61716,88.452263636704,1.68361564439315,83.850942173056,19519159,27555735.1064469,112303574459.816,112292446980.26,112317565652.557,179452359539.776,179440832339.825,179467145722.066
"349","Benin",2039,"Sub-Saharan Africa",60511739.3241254,60530470.0091652,60523101.8840555,60539648.34189,16.1951022992641,118588057285.813,188584333956.769,0.61716,90.0920016178656,1.71728795728101,83.1260583130726,19954981,28486010.532199,118631788133.036,118619806073.801,118646816549.843,188671883011.775,188659130065.124,188688195772.927
"350","Benin",2040,"Sub-Saharan Africa",62206698.4020956,62226150.9255322,62218507.5612618,62235647.23461,16.1951022992641,125269440509.434,198360574451.078,0.61716,91.766209281715,1.75163371642663,82.4074410089185,20397076,29442700.3144056,125316552240.351,125303654364.895,125332689845.783,198455441647.324,198441385841.255,198473372637.894
"351","Benin",2041,"Sub-Saharan Africa",63939685.1266466,63959877.9610841,63951953.1924452,63969698.7754075,16.1951022992641,132327260305.19,208730059768.743,0.61716,93.4652308436737,1.78666639075516,81.6950360867816,20844218,30424590.6334868,132377933908.758,132364063832.273,132395246520.22,208832581673.629,208817139833.739,208852229616.379
"352","Benin",2042,"Sub-Saharan Africa",65710273.5966671,65731233.2776341,65723017.7591337,65741389.1516209,16.1951022992641,139782725528.808,219724091956.545,0.61716,95.1915725966729,1.82239971857027,80.9887898411777,21294984,31430107.5719402,139837161899.187,139822255809.503,139855724337.351,219834621701.7,219817705680.729,219856091042.45
"353","Benin",2043,"Sub-Saharan Africa",67512233.0594409,67533985.2154609,67525469.7827197,67544485.7096369,16.1951022992641,147658239966.567,231375842754.808,0.61716,96.9528303627091,1.85884771294167,80.2886490309016,21750576,32461510.4762939,147716652440.146,147700641811.001,147736544004.767,231494752176.65,231476267900.254,231518154256.212
"354","Benin",2044,"Sub-Saharan Africa",69337416.9678018,69359770.4690843,69351106.8821957,69370415.5240694,16.1951022992641,155977469659.016,243720453632.946,0.61716,98.7580589897744,1.89602466720051,79.5945608750136,22209560,33517168.9830479,156039786282.703,156022820313.388,156060801821.968,243848134718.377,243827981718.032,243873588153.201
"355","Benin",2045,"Sub-Saharan Africa",71174504.0399753,71197689.5110953,71188715.4937285,71208669.2274655,16.1951022992641,164765414017.788,256795141726.38,0.61716,100.618835086334,1.93394516054452,78.9064730488603,22672397,34598257.3167551,164832145772.314,164813946514.744,164854608523.529,256931959138.3,256910066131.885,256959543389.465
"356","Benin",2046,"Sub-Saharan Africa",73040171.385224,73064188.9015817,73054915.4513572,73075501.9256707,16.1951022992641,174048480949.209,270639311994.047,0.61716,102.522201192967,1.97262406375541,78.2243336801304,23139229,35705497.0630403,174119842337.275,174100357743.211,174143827534.131,270785699034.449,270761953289.974,270815541938.594
"357","Benin",2047,"Sub-Saharan Africa",74926096.3821747,74950971.3570973,74941390.2637802,74962625.7128052,16.1951022992641,183854566210.46,285294675934.385,0.61716,104.47712781268,2.01207654503052,77.5480913449441,23607520,36835449.84558,183930823970.523,183909969960.14,183956426575.329,285451083214.342,285425369207.149,285483318400.447
"358","Benin",2048,"Sub-Saharan Africa",76825324.1565365,76851082.4904991,76841185.576308,76863086.7456826,16.1951022992641,194213137236.749,300805377217.318,0.61716,106.491231646644,2.05231807593112,76.8776950639762,24076602,37987456.6794655,194294578183.794,194272263967.21,194321901574.744,300972279694.315,300944474059.167,301007049489.155
"359","Benin",2049,"Sub-Saharan Africa",78727440.7098966,78753906.6619981,78743886.7562174,78765992.771904,16.1951022992641,205155321691.403,317218124610.553,0.61716,108.57496255726,2.09336443744975,76.2130942986134,24549874,39167306.2798087,205241931323.962,205218381322.875,205270643215.747,317396023515.859,317365994352.265,317433479872.072
"360","Benin",2050,"Sub-Saharan Africa",80608409.3288592,80635790.8003543,80625454.8654659,80648220.1332428,16.1951022992641,216714001004.969,334582332600.333,0.61716,110.750205925383,2.13523172619874,75.5542389471442,25025438,40372490.0712372,216806390840.76,216781221044.376,216836990961.714,334771706264.286,334739364612.105,334811939722.936
"361","Bolivia (Plurinational State of)",2021,"Latin America and Caribbean",51906711.7765204,51906711.7765204,51906711.7765204,51906711.7765204,19.7557751815596,97271156546,221434631004.338,0.42857,15.7927251113274,1.75639302603813,721.8169786,12009978,152261817.390656,97271156546,97271156546,97271156546,221434631004.338,221434631004.338,221434631004.338
"362","Bolivia (Plurinational State of)",2022,"Latin America and Caribbean",52907612.5812167,52913437.2335276,52911119.5096281,52916838.4515528,19.7557751815596,100654247370.67,229579570457.852,0.42857,15.8776361393823,1.7915208865589,739.084799646528,12148966,160862740.396106,100666532509.857,100664642743.832,100669305621.784,229609650960.183,229609650960.183,229609650960.183
"363","Bolivia (Plurinational State of)",2023,"Latin America and Caribbean",53961287.8337992,53970264.0118796,53966721.287103,53975406.3090612,19.7557751815596,102466023823.342,237985618756.2,0.42857,15.7014223415337,1.82735130429007,756.765713835133,12299254,170083531.887858,102488775239.594,102485800097.718,102493094964.706,238048401939.236,238048028601.309,238048949788.994
"364","Bolivia (Plurinational State of)",2024,"Latin America and Caribbean",55094839.8293202,55105681.8685644,55101430.5153078,55111819.5047533,19.7557751815596,104310412252.162,246329295122.412,0.42857,15.5333714705942,1.86389833037587,774.869603474856,12477888,180215411.235197,104342859919.894,104339181853.274,104348172876.663,246427035185.123,246426092751.752,246428409037.575
"365","Bolivia (Plurinational State of)",2025,"Latin America and Caribbean",56220605.129847,56232652.091299,56227944.953104,56239422.7544885,19.7557751815596,106500930909.457,254620160901.787,0.42857,15.4280616880288,1.90117629698339,793.406587286389,12656785,190915678.732219,106542944982.151,106538735076.64,106549005371.818,254755027201.137,254753405258.862,254757381976.761
"366","Bolivia (Plurinational State of)",2026,"Latin America and Caribbean",57333197.3707319,57346125.3171628,57341081.8007971,57353363.2160025,19.7557751815596,108843951389.465,262929237333.438,0.42857,15.3513169552855,1.93919982292306,812.387026057683,12835512,202208188.68729,108895660595.491,108890994871.311,108902363015.487,263103377395.844,263101004851.214,263106811709.644
"367","Bolivia (Plurinational State of)",2027,"Latin America and Caribbean",58432929.6403288,58446580.3410675,58441256.8144829,58454208.9327884,19.7557751815596,111347362271.423,271285741801.995,0.42857,15.3010166195894,1.97798381938152,831.821528434856,13013803,214119942.935634,111409071907.627,111403978248.917,111416379240.476,271501338210.927,271498162543.549,271505924924.063
"368","Bolivia (Plurinational State of)",2028,"Latin America and Caribbean",59511371.0713415,59525670.0070956,59520093.1826675,59533654.7300034,19.7557751815596,113908351603.666,279718989272.834,0.42857,15.2614198400325,2.01754349576915,851.720956851629,13190553,226664362.381503,113980415781.331,113974903262.454,113988317605.817,279978298132.858,279974274957.086,279984099130.587
"369","Bolivia (Plurinational State of)",2029,"Latin America and Caribbean",60573368.7516269,60588285.3628378,60582466.4297283,60596612.3015157,19.7557751815596,118015791540.74,288236517665.033,0.42857,15.4256428297609,2.05789436568453,872.09643360062,13365524,239868698.480881,118099681166.504,118093671456.785,118108291144.378,288541877220.831,288536966163.011,288548949235.354
"370","Bolivia (Plurinational State of)",2030,"Latin America and Caribbean",61616531.9195178,61632058.4097085,61626001.4142285,61640723.2192144,19.7557751815596,122271342328.328,297139626237.308,0.42857,15.5919441089209,2.09905225299823,892.959347049869,13539180,253774101.96162,122367785673.275,122361255971.047,122377137372.961,297493678781.985,297487826012.315,297502098163.654
"371","Bolivia (Plurinational State of)",2031,"Latin America and Caribbean",62633678.5957403,62649820.6439527,62643524.5282518,62658825.9705378,19.7557751815596,126680344719.887,306438296427.302,0.42857,15.7612356934923,2.14103329805819,914.321358008088,13711835,268421849.818225,126790118159.217,126783039771.98,126800253416.856,306843834516.203,306836984391.725,306853680429.554
"372","Bolivia (Plurinational State of)",2032,"Latin America and Caribbean",63627915.026381,63644684.2939026,63638145.4016895,63654036.0085525,19.7557751815596,131248332051.977,316143065708.023,0.42857,15.9333090990647,2.18385396401935,936.194406242177,13882854,283836597.253495,131372254965.95,131364595745.654,131383220217.856,316603042303.55,316595136295.026,316614398219.947
"373","Bolivia (Plurinational State of)",2033,"Latin America and Caribbean",64588055.6983108,64605468.7578482,64598681.0954869,64615175.6698762,19.7557751815596,135981037188.651,326265037832.357,0.42857,16.1094904556081,2.22753104329974,958.590717150664,14052911,300070484.837017,136119976472.583,136111699384.522,136131824833.19,326782571650.427,326773547803.987,326795526041.519
"374","Bolivia (Plurinational State of)",2034,"Latin America and Caribbean",65519119.8293171,65537195.0352746,65530151.6387984,65547267.1582376,19.7557751815596,140884399716.245,336815893937.282,0.42857,16.2893632598655,2.27208166416574,981.522808596788,14220716,317136184.156102,141039266790.699,141030332165.095,141052054993.507,337394280847.392,337384072990.365,337408928254.413
"375","Bolivia (Plurinational State of)",2035,"Latin America and Caribbean",66418272.0333759,66437029.0252185,66429722.3236632,66447477.2079087,19.7557751815596,145964573397.616,347807904514.249,0.42857,16.4733557242556,2.31752329744905,1005.00349790505,14385996,335066969.111816,146136326840.102,146126691745.066,146150116255.413,348450619981.474,348439157412.751,348467061426.741
"376","Bolivia (Plurinational State of)",2036,"Latin America and Caribbean",67283936.5462399,67303395.8350369,67295817.8183292,67314231.5995943,19.7557751815596,151227933895.163,359253942253.692,0.42857,16.6617621223131,2.36387376339803,1029.04590902513,14548482,353896862.160327,151417581091.402,151407199328.479,151432437804.164,359964648248.646,359951855320.645,359982991827.536
"377","Bolivia (Plurinational State of)",2037,"Latin America and Caribbean",68125678.2971555,68145859.4505288,68138002.4157014,68157093.9636635,19.7557751815596,156681086772.342,371167495773.053,0.42857,16.8536977000553,2.41115123866599,1053.66347986722,14709640,373704582.928234,156889681238.655,156878505068.226,156905673625.652,371950047810.449,371935843531.106,371970409269.168
"378","Bolivia (Plurinational State of)",2038,"Latin America and Caribbean",68929996.2001094,68950917.1370537,68942773.9600348,68962560.6501444,19.7557751815596,162330875783.706,383562684239.169,0.42857,17.0507270022845,2.45937426343931,1078.86996981277,14867599,394488700.240354,162559527037.533,162547504810.492,162576728992.888,384421146365.747,384405444361.267,384443649171.552
"379","Bolivia (Plurinational State of)",2039,"Latin America and Caribbean",69700958.2535563,69722635.9860473,69714199.94675,69734698.2268311,19.7557751815596,168184391463.875,396454272897.296,0.42857,17.2525530998045,2.5085617487081,1104.67946740499,15023218,416316905.62982,168434261371.767,168421339059.294,168452750254.938,397392918045.938,397375626057.536,397417694091.078
"380","Bolivia (Plurinational State of)",2040,"Latin America and Caribbean",70440109.7559548,70462559.4583689,70453824.5135546,70475049.2020058,19.7557751815596,174248980026.221,409857689520.508,0.42857,17.4591498201283,2.55873298368226,1131.10639822327,15175477,439208541.394688,174521286071.483,174507407185.908,174541142788.28,410881012780.887,410862032488.904,410908202645.963
"381","Bolivia (Plurinational State of)",2041,"Latin America and Caribbean",71142602.1043777,71165837.6533674,71156798.1842687,71178762.8870803,19.7557751815596,180532252582.429,423789041794.624,0.42857,17.671173457601,2.6099076433559,1158.16553294602,15325650,463249200.588374,180828271847.924,180813376220.331,180849582388.314,424901764114.107,424880990955.292,424931517334.259
"382","Bolivia (Plurinational State of)",2042,"Latin America and Caribbean",71809942.3888269,71833976.331063,71824627.2835136,71847344.1310111,19.7557751815596,187042094694.508,438265135655.283,0.42857,17.8886102768456,2.66210579622303,1185.87199560634,15472750,488461830.723428,187363166399.933,187347190937.168,187386020813.389,439472221229.976,439449543982.402,439504696851.569
"383","Bolivia (Plurinational State of)",2043,"Latin America and Caribbean",72440778.09747,72465618.1547778,72455956.2920757,72479433.1013388,19.7557751815596,193786676271.242,453303494595.245,0.42857,18.1117556098778,2.71534791214749,1214.24127204528,15617944,514937279.832585,194134200295.472,194117079883.442,194158691618.096,454610155516.625,454585456054.922,454645522423.68
"384","Bolivia (Plurinational State of)",2044,"Latin America and Caribbean",73035192.532449,73060849.801706,73050870.6250473,73075118.1816912,19.7557751815596,200774461821.496,468922379961.446,0.42857,18.3407572527265,2.76965487039043,1243.2892185672,15759621,542679718.629618,201149912106.415,201131576229.634,201176140973.472,470334093753.015,470307246994.286,470372530765.354
"385","Bolivia (Plurinational State of)",2045,"Latin America and Caribbean",73597021.0695908,73623504.9826803,73613204.6221322,73638232.0630133,19.7557751815596,208014221077.249,485140812262.815,0.42857,18.5753622635791,2.82504796779824,1273.03207080231,15898798,571780661.217858,208419139383.905,208399514565.343,208447210494.929,486663324064.181,486634197248.794,486705020941.911
"386","Bolivia (Plurinational State of)",2046,"Latin America and Caribbean",74129809.9546256,74157126.1097122,74146502.1012101,74172315.3288498,19.7557751815596,215515039999.684,501978593511.368,0.42857,18.8153451542513,2.88154892715421,1303.48645278116,16034856,602278810.60142,215951037746.621,215930048470.801,215981058897.124,503617934174.959,503586386665.307,503663091874.388
"387","Bolivia (Plurinational State of)",2047,"Latin America and Caribbean",74638969.1132555,74667127.0929336,74656175.4928881,74682784.2142292,19.7557751815596,223286332182.147,519456330620.585,0.42857,19.0602708984184,2.93917990569729,1334.66938622622,16168507,634263599.465268,223755100973.266,223732666504.941,223787187672.195,521218823833.467,521184707105.154,521267654558.925
"388","Bolivia (Plurinational State of)",2048,"Latin America and Caribbean",75121910.7037703,75150913.2851905,75139632.7715451,75167040.0968852,19.7557751815596,231337850664.294,537595459886.611,0.42857,19.3105727199177,2.99796350381124,1366.59830006576,16297943,667728652.42542,231841157276.692,231817195182.719,231875427177.797,539487741038.113,539450898043.09,539540469203.401
"389","Bolivia (Plurinational State of)",2049,"Latin America and Caribbean",75572705.096871,75602560.4098086,75590947.6923217,75619161.7014189,19.7557751815596,239679700172.235,556418272579.37,0.42857,19.5670640131848,3.05792277388746,1399.2910401753,16424704,702800591.373893,240219404139.931,240193823510.352,240255987247.855,558447286767.512,558407552024.827,558504148809.154
"390","Bolivia (Plurinational State of)",2050,"Latin America and Caribbean",75999751.7098563,76030467.0722823,76018519.2375695,76047547.3172217,19.7557751815596,248322349800.059,575947941672.265,0.42857,19.8289787155331,3.11908122936521,1432.76587935215,16549471,739581487.489332,248900395536.166,248873102384.148,248939426578.344,578120971558.31,578078169901.089,578182217774.425
"391","Botswana",2021,"Sub-Saharan Africa",12099973.2033187,12099973.2033187,12099973.2033187,12099973.2033187,31.8921894669187,38585357240,181732472208.958,0.27796,3.07560886503615,1.23232826918733,1095.999419,2569263,34701264.2721331,38585357240,38585357240,38585357240,181732472208.958,181732472208.958,181732472208.958
"392","Botswana",2022,"Sub-Saharan Africa",12429472.0723026,12430572.8954261,12430134.5784216,12431149.3753866,31.8921894669187,40816362595.6168,184951563835.978,0.27796,3.18855320182444,1.25697483457107,1096.12721010302,2607583,35927391.184769,40819130862.8582,40818730781.0911,40819657039.8522,184962630828.927,184962630828.927,184962630828.927
"393","Botswana",2023,"Sub-Saharan Africa",12800690.956187,12802409.9320723,12801724.0538707,12803304.7241286,31.8921894669187,42384119082.9144,188721217336.678,0.27796,3.23655478282212,1.2821143312625,1096.2550161062,2653009,37288685.2971963,42389407229.2785,42388755285.9322,42390257933.2882,188744071872.68,188743944277.845,188744239682.044
"394","Botswana",2024,"Sub-Saharan Africa",13169060.4490098,13171152.6492109,13170317.3317694,13172234.7960362,31.8921894669187,44126106377.2222,192802380031.651,0.27796,3.29186189894437,1.30775661788775,1096.38283701128,2697696,38679616.7966553,44133886785.4031,44133054374.3682,44134965833.4711,192837670524.676,192837341390.576,192838101251.707
"395","Botswana",2025,"Sub-Saharan Africa",13534258.9005228,13536596.1151695,13535662.5777554,13537798.6501825,31.8921894669187,46045150743.5676,197235042480.267,0.27796,3.35351356498347,1.3339117502455,1096.51067281999,2741692,40101316.1105156,46055509746.8182,46054529425.4995,46056773932.9316,197283385567.833,197282807416.333,197284138890.566
"396","Botswana",2026,"Sub-Saharan Africa",13895563.5676555,13898073.0335821,13897069.8911204,13899360.6203657,31.8921894669187,47898928512.5036,202058097071.72,0.27796,3.40318737775174,1.36058998525041,1096.63852353407,2784984,41554060.9507403,47911948223.7366,47910839437.6349,47913373493.1268,202120115905.564,202119254015.707,202121234738.791
"397","Botswana",2027,"Sub-Saharan Africa",14252511.1489792,14255148.3824222,14254092.6246297,14256501.0728852,31.8921894669187,49808658792.2971,207231209251.966,0.27796,3.45045138126887,1.38780178495542,1096.76638915527,2827616,43038983.4477659,49824465800.3629,49823236628.439,49826043262.5125,207307531914.942,207306359503.413,207309049356.121
"398","Botswana",2028,"Sub-Saharan Africa",14605587.814644,14608324.3100112,14607226.9742567,14609729.2089005,31.8921894669187,51825411386.7972,212754720622.338,0.27796,3.49873576547022,1.41555782065453,1096.89426968531,2869672,44557892.5034568,51844163615.4587,51842816280.2706,51845891469.7003,212845994427.272,212844488626.481,212847939083.61
"399","Botswana",2029,"Sub-Saharan Africa",14956824.7986889,14959640.1907506,14958509.6587796,14961087.1711783,31.8921894669187,54221479917.317,218645242982.708,0.27796,3.56539057590557,1.44386897706762,1097.02216512593,2911082,46110265.9040401,54243457831.8293,54241985311.6177,54245345602.367,218752144081.19,218750283875.747,218754542555.259
"400","Botswana",2030,"Sub-Saharan Africa",15305853.775401,15308733.7409958,15307576.524261,15310214.4798051,31.8921894669187,56728327007.0285,225005397940.571,0.27796,3.63044264639421,1.47274635660897,1097.15007547889,2952053,47699974.263414,56753733535.3764,56752133877.5587,56755783693.7264,225128668795.631,225126431981.525,225131549397.354
"401","Botswana",2031,"Sub-Saharan Africa",15652271.3013074,15655206.6525159,15654027.06322,15656715.4956751,31.8921894669187,59351074332.9707,231847033574.037,0.27796,3.69397317403405,1.50220128374115,1097.2780007459,2992489,49326166.3920755,59380122352.9177,59378391672.4628,59382339687.7185,231987456150.67,231984821011.367,231990846562.692
"402","Botswana",2032,"Sub-Saharan Africa",15995373.9981058,15998358.239007,15997159.5495958,15999890.7778621,31.8921894669187,62095080365.0772,239183038972.258,0.27796,3.75609378104574,1.53224530941597,1097.40594092872,3032375,50989237.2058076,62127990766.5015,62126124191.7854,62130381214.2819,239341435664.059,239338380329.832,239345363712.096
"403","Botswana",2033,"Sub-Saharan Africa",16335118.2491866,16338147.3910053,16336931.4736639,16339701.1522038,31.8921894669187,64965951313.933,247027367703.311,0.27796,3.81688154331566,1.56289021560429,1097.53389602908,3071835,52691953.3266345,65002953096.9636,65000944290.3037,65005524591.4682,247204601992.236,247201104133.175,247209096004.006
