"","location","year","region","hc_sq","hc_cf","hc_cf_lower","hc_cf_upper"
"23","Afghanistan",2021,"South Asia",62684989.2845129,62684989.2845129,62684989.2845129,62684989.2845129
"46","Afghanistan",2022,"South Asia",62762116.6304215,62768764.656425,62765757.1814743,62773805.3768603
"69","Afghanistan",2023,"South Asia",63115468.4583099,63125849.500222,63121198.8787333,63133607.2936957
"92","Afghanistan",2024,"South Asia",63379537.4534968,63392021.0333316,63386468.3065613,63401256.8564451
"115","Afghanistan",2025,"South Asia",63612873.3251394,63626578.1188031,63620506.8484306,63636666.0689136
"138","Afghanistan",2026,"South Asia",63841921.0406484,63856407.2002446,63849998.3526045,63867063.9949648
"161","Afghanistan",2027,"South Asia",64411852.3334939,64427000.4631644,64420301.2344304,64438152.825539
"184","Afghanistan",2028,"South Asia",65412422.414634,65428306.9543431,65421288.0203953,65440000.2840028
"207","Afghanistan",2029,"South Asia",66450399.1521412,66467022.5266892,66459684.0499866,66479253.5721575
"230","Afghanistan",2030,"South Asia",67482866.774289,67500196.2321186,67492551.500446,67512940.659517
"253","Afghanistan",2031,"South Asia",68491288.7008796,68509315.2439558,68501367.8448669,68522565.5600211
"276","Afghanistan",2032,"South Asia",69564634.9893307,69583371.9128553,69575115.8102441,69597138.2094351
"299","Afghanistan",2033,"South Asia",70789763.4241129,70809237.186627,70800660.7798667,70823539.4451552
"322","Afghanistan",2034,"South Asia",71960388.1239468,71980614.83628,71971711.0939279,71995465.7494232
"345","Afghanistan",2035,"South Asia",73116031.1952167,73137035.0904652,73127793.5935731,73152452.5363191
"368","Afghanistan",2036,"South Asia",74238145.2958161,74259947.1499718,74250358.7839156,74275946.3714836
"391","Afghanistan",2037,"South Asia",75301562.5030582,75324186.2015807,75314240.5952933,75340784.7286009
"414","Afghanistan",2038,"South Asia",76350885.3357938,76374355.8889979,76364042.1224829,76391571.5861952
"437","Afghanistan",2039,"South Asia",77301702.5140119,77326039.0952672,77315347.6120309,77343885.3036949
"460","Afghanistan",2040,"South Asia",78203587.1475501,78228809.6340515,78217731.7984362,78247300.4776679
"483","Afghanistan",2041,"South Asia",79061314.3299659,79087435.0131421,79075965.3725974,79106578.8148295
"506","Afghanistan",2042,"South Asia",79839874.8484967,79866905.1186459,79855038.3596537,79886710.3764263
"529","Afghanistan",2043,"South Asia",80565967.1356682,80593922.2642578,80581651.8948769,80614399.9150531
"552","Afghanistan",2044,"South Asia",81201164.6945885,81230019.3999958,81217356.7987151,81251148.9872705
"575","Afghanistan",2045,"South Asia",81763899.633222,81793655.7570739,81780600.1447711,81815438.5974369
"598","Afghanistan",2046,"South Asia",82266847.9580661,82297498.295917,82284053.2518072,82319928.883049
"621","Afghanistan",2047,"South Asia",82696567.997205,82728097.1317719,82714269.6744542,82751164.2614723
"644","Afghanistan",2048,"South Asia",83045974.9118017,83078376.0857475,83064169.5152074,83102075.7355644
"667","Afghanistan",2049,"South Asia",83361899.5676215,83395119.4822241,83380557.7393451,83419411.2876282
"690","Afghanistan",2050,"South Asia",83753375.3245574,83787390.0827983,83772484.2844328,83812258.0555756
"713","Albania",2021,"Europe and central Asia",16029813.5654678,16029813.5654678,16029813.5654678,16029813.5654678
"736","Albania",2022,"Europe and central Asia",16096015.6904284,16097198.2508424,16096797.7695021,16097748.2092398
"759","Albania",2023,"Europe and central Asia",16157817.5859901,16159646.5574147,16159044.2035383,16160461.6440154
"782","Albania",2024,"Europe and central Asia",16219490.483261,16221659.5935265,16220959.2111109,16222595.7902609
"805","Albania",2025,"Europe and central Asia",16311449.9434136,16313789.5443421,16313042.5388464,16314780.2267507
"828","Albania",2026,"Europe and central Asia",16413193.6400588,16415620.8682567,16414850.2666043,16416638.9115476
"851","Albania",2027,"Europe and central Asia",16488302.8120553,16490775.2628373,16489992.029651,16491808.5765318
"874","Albania",2028,"Europe and central Asia",16569935.1544613,16572433.2369027,16571642.2934155,16573476.2974011
"897","Albania",2029,"Europe and central Asia",16632716.2697659,16635236.6837354,16634438.5197756,16636289.2172504
"920","Albania",2030,"Europe and central Asia",16715151.7194761,16717694.867743,16716889.2104423,16718757.3679413
"943","Albania",2031,"Europe and central Asia",16797677.3249213,16800251.6063206,16799435.7039881,16801327.8435959
"966","Albania",2032,"Europe and central Asia",16851870.2605336,16854479.920114,16853652.4621981,16855571.7377411
"989","Albania",2033,"Europe and central Asia",16915138.2410864,16917777.1734895,16916940.438388,16918860.0387411
"1012","Albania",2034,"Europe and central Asia",16933971.9267582,16936636.6473391,16935791.9603026,16937725.947032
"1035","Albania",2035,"Europe and central Asia",16964809.5264208,16967507.5854939,16966652.7188254,16968606.7089001
"1058","Albania",2036,"Europe and central Asia",16979613.0030067,16982352.2747171,16981484.6413092,16983464.4126536
"1081","Albania",2037,"Europe and central Asia",16961088.1625939,16963874.7996695,16962992.355559,16965002.7021281
"1104","Albania",2038,"Europe and central Asia",16958176.5626547,16961018.6460636,16960118.7931028,16962165.5148321
"1127","Albania",2039,"Europe and central Asia",16926230.0954131,16929133.8699114,16928214.4604406,16930302.7062431
"1150","Albania",2040,"Europe and central Asia",16898715.5852688,16901693.9997885,16900750.8276446,16902889.8998707
"1173","Albania",2041,"Europe and central Asia",16845787.4573202,16848839.600986,16847872.9382436,16850062.3050565
"1196","Albania",2042,"Europe and central Asia",16755776.2007626,16758900.1864741,16757910.3657025,16760148.8901404
"1219","Albania",2043,"Europe and central Asia",16670902.6213563,16674101.7730631,16673087.6410269,16675377.5715979
"1242","Albania",2044,"Europe and central Asia",16550132.5451519,16553404.7768814,16552366.6850592,16554705.8165625
"1265","Albania",2045,"Europe and central Asia",16417388.9997919,16420740.7569607,16419676.4535976,16422069.3004044
"1288","Albania",2046,"Europe and central Asia",16266991.4590243,16270419.7100724,16269329.9245483,16271774.5031321
"1311","Albania",2047,"Europe and central Asia",16068457.3773723,16071946.6667984,16070836.0350977,16073320.1908765
"1334","Albania",2048,"Europe and central Asia",15861265.3700152,15864814.6561779,15863683.4678474,15866206.2967698
"1357","Albania",2049,"Europe and central Asia",15623682.8706009,15627272.8895437,15626127.203866,15628675.0448152
"1380","Albania",2050,"Europe and central Asia",15357527.0354174,15361155.3371302,15359995.8564345,15362565.8157827
"1403","Algeria",2021,"Middle East and north Africa",120863614.689515,120863614.689515,120863614.689515,120863614.689515
"1426","Algeria",2022,"Middle East and north Africa",121757136.429123,121767927.69307,121763806.84507,121773217.664973
"1449","Algeria",2023,"Middle East and north Africa",122481543.777345,122498750.747025,122492263.731582,122506984.075627
"1472","Algeria",2024,"Middle East and north Africa",122932442.858517,122953542.743184,122945667.980844,122963470.45004
"1495","Algeria",2025,"Middle East and north Africa",123259502.421482,123283049.838826,123274325.271356,123294013.480358
"1518","Algeria",2026,"Middle East and north Africa",123460304.637572,123485490.187124,123476191.566406,123497174.869236
"1541","Algeria",2027,"Middle East and north Africa",123560470.1586,123586872.818482,123577135.167462,123599129.33592
"1564","Algeria",2028,"Middle East and north Africa",123585075.094628,123612492.17455,123602376.764239,123625249.37764
"1587","Algeria",2029,"Middle East and north Africa",123523033.227602,123551332.914855,123540887.653092,123564520.44154
"1610","Algeria",2030,"Middle East and north Africa",123482207.068362,123511313.242439,123500568.669509,123524882.263407
"1633","Algeria",2031,"Middle East and north Africa",123479142.598646,123508972.95342,123497964.302207,123522866.274057
"1656","Algeria",2032,"Middle East and north Africa",123548111.431834,123578617.124146,123567364.881822,123592804.465953
"1679","Algeria",2033,"Middle East and north Africa",123744818.671177,123775948.953002,123764472.869109,123790404.459949
"1702","Algeria",2034,"Middle East and north Africa",124069991.165271,124101684.856279,124090008.351972,124116380.171968
"1725","Algeria",2035,"Middle East and north Africa",124583912.676956,124616132.550181,124604270.15026,124631051.010355
"1748","Algeria",2036,"Middle East and north Africa",125293920.178821,125326622.012587,125314590.937047,125341743.699217
"1771","Algeria",2037,"Middle East and north Africa",126214706.224306,126247855.320287,126235669.332151,126263164.36547
"1794","Algeria",2038,"Middle East and north Africa",127397969.793353,127431538.735683,127419208.982938,127447022.414608
"1817","Algeria",2039,"Middle East and north Africa",128801137.874447,128835086.054447,128822628.733749,128850725.303747
"1840","Algeria",2040,"Middle East and north Africa",130403015.587179,130437333.346288,130424753.163601,130453123.335284
"1863","Algeria",2041,"Middle East and north Africa",132181589.343698,132216265.72447,132203567.986892,132232201.094441
"1886","Algeria",2042,"Middle East and north Africa",134096719.390599,134131754.259012,134118940.246428,134147834.42497
"1909","Algeria",2043,"Middle East and north Africa",136131831.626034,136167244.681071,136154308.4852,136183477.908226
"1932","Algeria",2044,"Middle East and north Africa",138202793.247509,138238581.247183,138225525.69656,138254965.909422
"1955","Algeria",2045,"Middle East and north Africa",140262447.74234,140298668.642059,140285473.498854,140315230.084076
"1978","Algeria",2046,"Middle East and north Africa",142294609.741184,142331340.615652,142317978.556836,142348112.685161
"2001","Algeria",2047,"Middle East and north Africa",144251370.773656,144288692.090651,144275134.528259,144305710.259348
"2024","Algeria",2048,"Middle East and north Africa",146079100.104188,146117106.492283,146103319.496196,146134412.827139
"2047","Algeria",2049,"Middle East and north Africa",147817007.690936,147855832.683113,147841767.636579,147873486.712174
"2070","Algeria",2050,"Middle East and north Africa",149315328.751371,149355074.227621,149340693.810075,149373121.090375
"2093","Argentina",2021,"Latin America and Caribbean",224637210.854542,224637210.854542,224637210.854542,224637210.854542
"2116","Argentina",2022,"Latin America and Caribbean",227127490.301899,227151109.737413,227147676.943499,227154873.780879
"2139","Argentina",2023,"Latin America and Caribbean",229582198.224533,229618643.158368,229613528.949699,229624215.103952
"2162","Argentina",2024,"Latin America and Caribbean",232075157.746735,232118757.279076,232112809.989671,232125197.670929
"2185","Argentina",2025,"Latin America and Caribbean",234539296.423501,234587119.555041,234580733.705891,234593999.041825
"2208","Argentina",2026,"Latin America and Caribbean",236946635.455432,236997187.165218,236990536.28893,237004328.046194
"2231","Argentina",2027,"Latin America and Caribbean",239221247.680637,239273752.919385,239266908.910275,239281088.209714
"2254","Argentina",2028,"Latin America and Caribbean",241372156.176995,241426192.952197,241419187.956021,241433694.566867
"2277","Argentina",2029,"Latin America and Caribbean",243425173.686554,243480549.140701,243473392.848601,243488210.560559
"2300","Argentina",2030,"Latin America and Caribbean",245436981.452721,245493616.512153,245486310.283404,245501437.439771
"2323","Argentina",2031,"Latin America and Caribbean",247381033.389567,247438894.489512,247431438.367708,247446874.86081
"2346","Argentina",2032,"Latin America and Caribbean",249182352.344676,249241415.926115,249233811.14191,249249554.046843
"2369","Argentina",2033,"Latin America and Caribbean",250865912.21388,250926166.72926,250918414.48471,250934460.811153
"2392","Argentina",2034,"Latin America and Caribbean",252425106.219551,252486546.190586,252478647.149626,252494995.070221
"2415","Argentina",2035,"Latin America and Caribbean",253926106.12084,253988710.402946,253980667.295781,253997310.792375
"2438","Argentina",2036,"Latin America and Caribbean",255358440.709267,255422180.938596,255413997.567091,255430928.579811
"2461","Argentina",2037,"Latin America and Caribbean",256636940.230873,256701761.619614,256693445.147038,256710648.67491
"2484","Argentina",2038,"Latin America and Caribbean",257769307.218437,257835156.633057,257826714.125304,257844175.457435
"2507","Argentina",2039,"Latin America and Caribbean",258706689.996988,258773513.864279,258764952.615698,258782656.72022
"2530","Argentina",2040,"Latin America and Caribbean",259576756.903701,259644511.756671,259635837.902232,259653772.301047
"2553","Argentina",2041,"Latin America and Caribbean",260354901.277544,260423549.883586,260414768.721165,260432922.575795
"2576","Argentina",2042,"Latin America and Caribbean",261019051.778699,261088537.878947,261079657.11196,261098014.66959
"2599","Argentina",2043,"Latin America and Caribbean",261573938.99785,261644223.196033,261635248.338116,261653798.32701
"2622","Argentina",2044,"Latin America and Caribbean",261963934.290285,262034998.655675,262025932.361241,262044669.385874
"2645","Argentina",2045,"Latin America and Caribbean",262294139.184672,262366001.734012,262356842.011742,262375770.271209
"2668","Argentina",2046,"Latin America and Caribbean",262528078.792489,262600755.225398,262591500.104033,262610623.617742
"2691","Argentina",2047,"Latin America and Caribbean",262682514.012632,262755996.178887,262746646.676565,262765963.206022
"2714","Argentina",2048,"Latin America and Caribbean",262763440.742302,262837728.88595,262828284.936905,262847794.550086
"2737","Argentina",2049,"Latin America and Caribbean",262665964.720932,262741047.446667,262731510.551626,262751209.98585
"2760","Argentina",2050,"Latin America and Caribbean",262466808.502492,262542701.222963,262533069.586318,262552962.379192
"2783","Armenia",2021,"Europe and central Asia",17245482.8218851,17245482.8218851,17245482.8218851,17245482.8218851
"2806","Armenia",2022,"Europe and central Asia",17326213.7004113,17328869.4717004,17328525.4161464,17329246.9474591
"2829","Armenia",2023,"Europe and central Asia",17506784.9321633,17510832.231151,17510319.2126451,17511394.5954162
"2852","Armenia",2024,"Europe and central Asia",17701621.2122881,17706342.8962299,17705757.4178218,17706982.9146687
"2875","Armenia",2025,"Europe and central Asia",17909597.8147163,17914586.2307241,17913979.9236194,17915246.1633546
"2898","Armenia",2026,"Europe and central Asia",18116593.5326071,18121634.3561288,18121033.7360717,18122285.5019732
"2921","Armenia",2027,"Europe and central Asia",18312796.6898076,18317774.4106278,18317190.2083125,18318406.9832292
"2944","Armenia",2028,"Europe and central Asia",18529349.0951631,18534217.6933136,18533651.6762954,18534831.0370701
"2967","Armenia",2029,"Europe and central Asia",18717690.8662129,18722430.8982073,18721883.353106,18723024.9030293
"2990","Armenia",2030,"Europe and central Asia",18915406.9742797,18920018.5847199,18919487.7300392,18920595.0890294
"3013","Armenia",2031,"Europe and central Asia",19096545.0927415,19101039.7477508,19100523.6236369,19101600.6836773
"3036","Armenia",2032,"Europe and central Asia",19273853.1207219,19278232.9572567,19277731.0551725,19278778.811286
"3059","Armenia",2033,"Europe and central Asia",19460119.7373081,19464394.2313514,19463905.435878,19464926.1203952
"3082","Armenia",2034,"Europe and central Asia",19600228.1854792,19604398.777529,19603922.9634742,19604916.8223711
"3105","Armenia",2035,"Europe and central Asia",19726580.6996366,19730653.3894396,19730189.811335,19731158.4251063
"3128","Armenia",2036,"Europe and central Asia",19782042.965027,19786021.161708,19785569.3457114,19786513.6639426
"3151","Armenia",2037,"Europe and central Asia",19813761.3903304,19817644.9617012,19817204.8704217,19818124.907571
"3174","Armenia",2038,"Europe and central Asia",19832552.6323656,19836341.111444,19835912.7467593,19836808.4937277
"3197","Armenia",2039,"Europe and central Asia",19838401.2452451,19842094.5409497,19841678.3312719,19842548.7226945
"3220","Armenia",2040,"Europe and central Asia",19844684.2824668,19848287.7358721,19847883.2843446,19848729.0698605
"3243","Armenia",2041,"Europe and central Asia",19794719.4059881,19798229.2176181,19797837.0578221,19798657.0572178
"3266","Armenia",2042,"Europe and central Asia",19737013.1894707,19740425.1514448,19740045.7251896,19740839.0274354
"3289","Armenia",2043,"Europe and central Asia",19671534.8905137,19674853.2311801,19674486.0330209,19675253.6825771
"3312","Armenia",2044,"Europe and central Asia",19587353.8592623,19590564.6232132,19590211.2192456,19590949.8997244
"3335","Armenia",2045,"Europe and central Asia",19494547.4585041,19497646.5125987,19497307.338808,19498016.1358261
"3358","Armenia",2046,"Europe and central Asia",19358157.7071862,19361137.7318041,19360813.5715834,19361490.8301808
"3381","Armenia",2047,"Europe and central Asia",19212700.2718184,19215562.4086996,19215252.9159387,19215899.4308158
"3404","Armenia",2048,"Europe and central Asia",19069818.8289999,19072565.8038532,19072270.5784568,19072887.2066984
"3427","Armenia",2049,"Europe and central Asia",18930080.082871,18932707.1588513,18932426.4752703,18933012.7486215
"3450","Armenia",2050,"Europe and central Asia",18791171.8341006,18793677.8127911,18793411.6879704,18793967.6205335
"3473","Australia",2021,"East Asia and Pacific",168766777.054063,168766777.054063,168766777.054063,168766777.054063
"3496","Australia",2022,"East Asia and Pacific",171013060.286543,171026095.55346,171024101.17074,171028335.680233
"3519","Australia",2023,"East Asia and Pacific",173327099.943846,173347738.558276,173344699.599844,173351093.498452
"3542","Australia",2024,"East Asia and Pacific",175673465.536676,175698568.620685,175694992.058517,175702459.58806
"3565","Australia",2025,"East Asia and Pacific",178085864.610213,178113678.121192,178109815.760267,178117835.448911
"3588","Australia",2026,"East Asia and Pacific",180448100.584805,180477652.535895,180473626.29075,180481956.872382
"3611","Australia",2027,"East Asia and Pacific",182706800.154231,182737550.80037,182733413.557257,182741955.933317
"3634","Australia",2028,"East Asia and Pacific",184979321.836833,185010975.514786,185006749.143981,185015466.179333
"3657","Australia",2029,"East Asia and Pacific",187279019.531901,187311436.338282,187307125.671793,187316012.292191
"3680","Australia",2030,"East Asia and Pacific",189648386.576338,189681540.757885,189677140.150409,189686210.924182
"3703","Australia",2031,"East Asia and Pacific",191983180.121588,192017086.837043,192012589.524791,192021859.941259
"3726","Australia",2032,"East Asia and Pacific",194213234.232812,194247907.382022,194243309.778291,194252787.827151
"3749","Australia",2033,"East Asia and Pacific",196430974.795589,196466429.40204,196461729.140692,196471419.553864
"3772","Australia",2034,"East Asia and Pacific",198629277.739137,198665515.040407,198660712.098469,198670614.621741
"3795","Australia",2035,"East Asia and Pacific",200811083.694571,200848111.32217,200843204.86164,200853320.952965
"3818","Australia",2036,"East Asia and Pacific",202866544.727376,202904336.066546,202899329.740618,202909651.536007
"3841","Australia",2037,"East Asia and Pacific",204785894.665571,204824427.483822,204819324.290281,204829845.354517
"3864","Australia",2038,"East Asia and Pacific",206680093.544123,206719428.667537,206714220.502405,206724957.510725
"3887","Australia",2039,"East Asia and Pacific",208562487.412027,208602701.526356,208597378.160498,208608352.295123
"3910","Australia",2040,"East Asia and Pacific",210436534.269252,210477702.891756,210472254.23479,210483486.539375
"3933","Australia",2041,"East Asia and Pacific",212244888.161931,212287064.868659,212281483.726636,212292989.331639
"3956","Australia",2042,"East Asia and Pacific",214000504.791427,214043711.607115,214037995.000576,214049780.329753
"3979","Australia",2043,"East Asia and Pacific",215691652.162978,215735919.675175,215730063.457174,215742137.362672
"4002","Australia",2044,"East Asia and Pacific",217300323.812244,217345677.445567,217339678.132729,217352047.986964
"4025","Australia",2045,"East Asia and Pacific",218729681.587441,218776094.934455,218769955.758437,218782614.843456
"4048","Australia",2046,"East Asia and Pacific",220023122.334907,220070540.556258,220064268.800785,220077202.048922
"4071","Australia",2047,"East Asia and Pacific",221274496.037486,221322846.749231,221316452.212735,221329639.349934
"4094","Australia",2048,"East Asia and Pacific",222440897.878198,222490135.268105,222483624.136127,222497052.288472
"4117","Australia",2049,"East Asia and Pacific",223442862.060859,223492935.049052,223486314.27435,223499969.111642
"4140","Australia",2050,"East Asia and Pacific",224314972.104165,224365863.375525,224359135.439202,224373012.01142
"4163","Austria",2021,"Europe and central Asia",54596799.2639445,54596799.2639445,54596799.2639445,54596799.2639445
"4186","Austria",2022,"Europe and central Asia",54601662.4681223,54604928.5820397,54604439.3558991,54605473.8222644
"4209","Austria",2023,"Europe and central Asia",54582772.1848716,54587982.8387579,54587232.1423291,54588809.7708386
"4232","Austria",2024,"Europe and central Asia",54532983.4007571,54539318.505471,54538436.2911288,54540278.7271423
"4255","Austria",2025,"Europe and central Asia",54456755.57018,54463687.1372403,54462749.9577392,54464695.1426075
"4278","Austria",2026,"Europe and central Asia",54391514.5292416,54398704.0974825,54397756.6904752,54399712.2530831
"4301","Austria",2027,"Europe and central Asia",54315764.6002066,54322996.6950104,54322062.7722436,54323983.9392741
"4324","Austria",2028,"Europe and central Asia",54224027.8478346,54231184.3517383,54230272.5797098,54232145.096318
"4347","Austria",2029,"Europe and central Asia",54122555.7992576,54129585.1252344,54128696.2589312,54130520.3541282
"4370","Austria",2030,"Europe and central Asia",54010700.9795329,54017590.9421421,54016723.157387,54018502.9308528
"4393","Austria",2031,"Europe and central Asia",53930753.1341432,53937511.3824127,53936662.1131239,53938403.0962844
"4416","Austria",2032,"Europe and central Asia",53834256.5480227,53840881.4281415,53840050.1215059,53841753.5369079
"4439","Austria",2033,"Europe and central Asia",53717248.7127194,53723737.1616197,53722924.0509752,53724589.524756
"4462","Austria",2034,"Europe and central Asia",53593432.529175,53599786.9261734,53598991.762775,53600619.9218817
"4485","Austria",2035,"Europe and central Asia",53431744.8340154,53437965.5592973,53437188.2234666,53438779.2845959
"4508","Austria",2036,"Europe and central Asia",53263411.7587143,53269509.6870687,53268748.7564867,53270305.6221566
"4531","Austria",2037,"Europe and central Asia",53105695.0660708,53111679.5685556,53110933.8835169,53112458.9964014
"4554","Austria",2038,"Europe and central Asia",52953282.8735473,52959159.8855076,52958428.6643235,52959923.6081111
"4577","Austria",2039,"Europe and central Asia",52784386.7213027,52790161.0032049,52789443.5521305,52790909.7382935
"4600","Austria",2040,"Europe and central Asia",52595353.3818648,52601022.4541532,52600319.0544927,52601755.8672914
"4623","Austria",2041,"Europe and central Asia",52383187.7676934,52388750.6319411,52388061.2900891,52389468.6608375
"4646","Austria",2042,"Europe and central Asia",52167656.4636158,52173116.3997089,52172440.6305387,52173819.5474418
"4669","Austria",2043,"Europe and central Asia",51948318.5213644,51953675.4648094,51953013.2447754,51954363.7674393
"4692","Austria",2044,"Europe and central Asia",51727212.3928928,51732466.1686109,51731817.5546003,51733139.5813468
"4715","Austria",2045,"Europe and central Asia",51491426.9118161,51496573.839345,51495939.2912987,51497231.9102424
"4738","Austria",2046,"Europe and central Asia",51239446.9347718,51244480.7192153,51243861.0556788,51245122.5981848
"4761","Austria",2047,"Europe and central Asia",50981354.5254977,50986271.9531584,50985667.5730375,50986897.2704749
"4784","Austria",2048,"Europe and central Asia",50721877.2938987,50726679.4851373,50726090.2151851,50727288.4163327
"4807","Austria",2049,"Europe and central Asia",50461283.8034884,50465974.2569778,50465399.5734016,50466567.3457997
"4830","Austria",2050,"Europe and central Asia",50198819.7917153,50203400.7237044,50202840.3070749,50203978.3243504
"4853","Bahrain",2021,"Middle East and north Africa",7948733.67501909,7948733.67501909,7948733.67501909,7948733.67501909
"4876","Bahrain",2022,"Middle East and north Africa",7987332.01449275,7988846.08865274,7988378.37199514,7989361.72386346
"4899","Bahrain",2023,"Middle East and north Africa",8017789.80142841,8020173.67219879,8019444.65438276,8020968.30693785
"4922","Bahrain",2024,"Middle East and north Africa",8049926.29841575,8052837.27641848,8051953.16619407,8053793.2037453
"4945","Bahrain",2025,"Middle East and north Africa",8082649.10467273,8085900.07650015,8084916.72005041,8086957.32041144
"4968","Bahrain",2026,"Middle East and north Africa",8111086.97515409,8114576.44201478,8113523.28672349,8115705.06819205
"4991","Bahrain",2027,"Middle East and north Africa",8128830.04787059,8132502.01188627,8131395.27953075,8133686.16819287
"5014","Bahrain",2028,"Middle East and north Africa",8136864.01929468,8140691.69985575,8139538.92775038,8141924.11832211
"5037","Bahrain",2029,"Middle East and north Africa",8148813.06233506,8152782.32162919,8151587.77658414,8154058.77146352
"5060","Bahrain",2030,"Middle East and north Africa",8167149.75149295,8171255.15999511,8170020.79374437,8172573.65188292
"5083","Bahrain",2031,"Middle East and north Africa",8188427.56894474,8192667.14947863,8191393.89989201,8194026.6761229
"5106","Bahrain",2032,"Middle East and north Africa",8214294.32313464,8218666.85134693,8217355.2643597,8220066.73080978
"5129","Bahrain",2033,"Middle East and north Africa",8244440.06809684,8248949.1439181,8247598.24548595,8250390.27744715
"5152","Bahrain",2034,"Middle East and north Africa",8282241.92530904,8286889.18030459,8285498.58943713,8288371.97726729
"5175","Bahrain",2035,"Middle East and north Africa",8323169.25158129,8327952.27693462,8326522.70387837,8329476.05038073
"5198","Bahrain",2036,"Middle East and north Africa",8362619.75892052,8367530.0160002,8366064.02064724,8369092.22555005
"5221","Bahrain",2037,"Middle East and north Africa",8398669.07568779,8403696.18849754,8402197.00822819,8405289.52391463
"5244","Bahrain",2038,"Middle East and north Africa",8432021.88119102,8437166.12138253,8435633.95803894,8438787.64807833
"5267","Bahrain",2039,"Middle East and north Africa",8472396.7508705,8477660.31810248,8476094.55077696,8479311.12336692
"5290","Bahrain",2040,"Middle East and north Africa",8518734.23916788,8524111.40592505,8522513.45445761,8525790.25826685
"5313","Bahrain",2041,"Middle East and north Africa",8561232.79506955,8566708.02123619,8565082.098489,8568358.58169689
"5336","Bahrain",2042,"Middle East and north Africa",8597160.04381588,8602713.16829113,8601064.77131235,8604375.7777393
"5359","Bahrain",2043,"Middle East and north Africa",8628353.34739513,8633977.7355392,8632308.47076099,8635653.73851226
"5382","Bahrain",2044,"Middle East and north Africa",8660292.06536869,8665498.33023909,8664037.87278944,8666953.29449506
"5405","Bahrain",2045,"Middle East and north Africa",8690095.11549518,8695318.33193861,8693857.04590284,8696769.74877931
"5428","Bahrain",2046,"Middle East and north Africa",8719619.06194527,8724846.26723289,8723390.41698576,8726300.39004373
"5451","Bahrain",2047,"Middle East and north Africa",8750654.3731618,8755868.96021965,8754422.10695188,8757320.90896689
"5474","Bahrain",2048,"Middle East and north Africa",8779510.01023517,8784692.40263381,8783258.24452013,8786134.57895016
"5497","Bahrain",2049,"Middle East and north Africa",8804194.30142201,8809344.92981775,8807921.66387847,8810777.23571523
"5520","Bahrain",2050,"Middle East and north Africa",8827886.93031171,8833021.19402819,8831603.63309744,8834447.71511844
"5543","Bangladesh",2021,"South Asia",503716534.158613,503716534.158613,503716534.158613,503716534.158613
"5566","Bangladesh",2022,"South Asia",514795661.378251,514852744.181649,514832821.424699,514880757.946178
"5589","Bangladesh",2023,"South Asia",525265302.774865,525359563.580695,525326982.745397,525404916.461907
"5612","Bangladesh",2024,"South Asia",535664240.330876,535782606.267099,535741901.563215,535838726.33657
"5635","Bangladesh",2025,"South Asia",545970969.841988,546105340.056705,546059189.72225,546168468.624949
"5658","Bangladesh",2026,"South Asia",555988566.522924,556134051.014896,556084053.962566,556202062.249674
"5681","Bangladesh",2027,"South Asia",565671322.239799,565825111.672511,565772193.389786,565896855.013334
"5704","Bangladesh",2028,"South Asia",575072725.196412,575233352.531529,575178019.002724,575308230.989939
"5727","Bangladesh",2029,"South Asia",584204105.43114,584370845.418785,584313385.172959,584448525.296402
"5750","Bangladesh",2030,"South Asia",592843523.632436,593016164.196923,592956703.002441,593096508.054655
"5773","Bangladesh",2031,"South Asia",600882121.222716,601060595.309521,600999207.897436,601143519.721395
"5796","Bangladesh",2032,"South Asia",608325232.643948,608509493.31368,608446232.424473,608594934.568454
"5819","Bangladesh",2033,"South Asia",615166767.11615,615356840.061575,615291716.451829,615444783.870541
"5842","Bangladesh",2034,"South Asia",621654803.639928,621850771.778561,621783764.611064,621941243.81869
"5865","Bangladesh",2035,"South Asia",627456237.917167,627658261.185605,627589320.269932,627751329.308772
"5888","Bangladesh",2036,"South Asia",632573995.381763,632782118.309291,632711231.44709,632877797.896221
"5911","Bangladesh",2037,"South Asia",637152521.0124,637366741.537966,637293909.887291,637465028.302986
"5934","Bangladesh",2038,"South Asia",641050254.938135,641270598.77523,641195813.584422,641371502.194904
"5957","Bangladesh",2039,"South Asia",644780689.946034,645007250.325127,644930480.439161,645110812.148812
"5980","Bangladesh",2040,"South Asia",648167142.647887,648399982.459584,648321207.722597,648506232.690541
"6003","Bangladesh",2041,"South Asia",651428144.927164,651667239.400954,651586465.96696,651776169.86213
"6026","Bangladesh",2042,"South Asia",654424019.72901,654669341.007531,654586578.231278,654780938.816785
"6049","Bangladesh",2043,"South Asia",656787124.00809,657038677.711376,656953926.431156,657152943.788123
"6072","Bangladesh",2044,"South Asia",659107193.775812,659365035.37343,659278277.936913,659481994.337226
"6095","Bangladesh",2045,"South Asia",661057393.340858,661321425.665085,661232694.607437,661441035.536329
"6118","Bangladesh",2046,"South Asia",662726710.919665,662996819.463881,662906155.02429,663119027.448925
"6141","Bangladesh",2047,"South Asia",664212240.335286,664488363.542436,664395788.251368,664613140.852688
"6164","Bangladesh",2048,"South Asia",665145754.461138,665427753.962832,665333316.244103,665555036.631891
"6187","Bangladesh",2049,"South Asia",665954258.199356,666242154.083863,666145848.591704,666371948.181961
