"","location","year","region","hc_sq","hc_cf","hc_cf_lower","hc_cf_upper"
"26151","El Salvador",2047,"Latin America and Caribbean",28867486.2383607,28889446.906096,28883201.257731,28897123.8266358
"26174","El Salvador",2048,"Latin America and Caribbean",28664019.6270187,28686664.7949541,28680224.2943656,28694581.5109796
"26197","El Salvador",2049,"Latin America and Caribbean",28449533.8143236,28472873.4700268,28466234.6402606,28481034.3916984
"26220","El Salvador",2050,"Latin America and Caribbean",28229557.7392486,28253592.4744587,28246754.7327768,28261998.4357437
"26243","Estonia",2021,"Europe and central Asia",9974051.97535067,9974051.97535067,9974051.97535067,9974051.97535067
"26266","Estonia",2022,"Europe and central Asia",9974717.32928478,9976042.94632203,9975821.66081721,9976280.13625509
"26289","Estonia",2023,"Europe and central Asia",9969317.31233194,9971361.37476461,9971028.00825828,9971712.40223108
"26312","Estonia",2024,"Europe and central Asia",9957729.26696988,9960148.76145311,9959762.00767605,9960551.11250947
"26335","Estonia",2025,"Europe and central Asia",9940029.28171784,9942636.51996806,9942225.4375434,9943061.03253051
"26358","Estonia",2026,"Europe and central Asia",9920890.14073468,9923586.05410359,9923164.48949164,9924019.47671881
"26381","Estonia",2027,"Europe and central Asia",9893223.56287533,9895958.65806782,9895532.72024767,9896395.9909372
"26404","Estonia",2028,"Europe and central Asia",9875696.91887421,9878450.90322038,9878022.48695532,9878890.91426501
"26427","Estonia",2029,"Europe and central Asia",9854792.82566905,9857555.80963185,9857125.67036207,9857998.05480829
"26450","Estonia",2030,"Europe and central Asia",9828690.40845571,9831455.40359717,9831024.25869849,9831899.1933875
"26473","Estonia",2031,"Europe and central Asia",9804450.74119685,9807218.21205302,9806785.82625405,9807663.77608257
"26496","Estonia",2032,"Europe and central Asia",9771084.72732038,9773855.67999817,9773421.89250121,9774303.21087206
"26519","Estonia",2033,"Europe and central Asia",9734469.84205206,9737247.29201983,9736811.6801473,9737697.1488024
"26542","Estonia",2034,"Europe and central Asia",9687029.20425278,9689808.73659524,9689372.05042367,9690260.14676669
"26565","Estonia",2035,"Europe and central Asia",9626209.12812462,9628987.35140227,9628550.11788687,9629439.74996931
"26588","Estonia",2036,"Europe and central Asia",9563288.49607919,9566063.71612624,9565626.19250751,9566516.79996423
"26611","Estonia",2037,"Europe and central Asia",9489549.81409991,9492319.99891721,9491882.50942076,9492773.43450339
"26634","Estonia",2038,"Europe and central Asia",9414245.3972392,9417016.93473767,9416578.46701077,9417471.80368226
"26657","Estonia",2039,"Europe and central Asia",9338963.05967206,9341739.32268101,9341299.31645599,9342196.18261075
"26680","Estonia",2040,"Europe and central Asia",9260200.77188009,9262982.42799674,9262540.77439677,9263441.38484273
"26703","Estonia",2041,"Europe and central Asia",9178331.44537815,9181114.76929476,9180672.06774071,9181575.11652946
"26726","Estonia",2042,"Europe and central Asia",9092126.41629754,9094909.0755269,9094465.68189699,9095370.39144791
"26749","Estonia",2043,"Europe and central Asia",9001008.4961416,9003793.14159051,9003348.62754609,9004255.87255599
"26772","Estonia",2044,"Europe and central Asia",8908222.32844839,8911010.40144274,8910564.4810468,8911474.83820998
"26795","Estonia",2045,"Europe and central Asia",8815676.73203718,8818468.18205057,8818020.89684151,8818934.2507815
"26818","Estonia",2046,"Europe and central Asia",8729934.58179523,8732730.16660805,8732281.44191819,8733197.90819434
"26841","Estonia",2047,"Europe and central Asia",8644172.51566103,8646967.99966691,8646518.59032517,8647436.67842854
"26864","Estonia",2048,"Europe and central Asia",8554204.77048536,8557001.53799497,8556551.23627314,8557471.39304999
"26887","Estonia",2049,"Europe and central Asia",8464684.30220074,8467473.91348941,8467024.16691468,8467943.45415651
"26910","Estonia",2050,"Europe and central Asia",8376529.27568479,8379311.39651258,8378862.31102028,8379780.49505781
"26933","Eswatini",2021,"Sub-Saharan Africa",2991259.34754936,2991259.34754936,2991259.34754936,2991259.34754936
"26956","Eswatini",2022,"Sub-Saharan Africa",3045471.54512391,3045899.13698736,3045700.1367747,3046168.04004221
"26979","Eswatini",2023,"Sub-Saharan Africa",3083684.59683453,3084326.03067009,3084026.14029447,3084727.35696754
"27002","Eswatini",2024,"Sub-Saharan Africa",3125459.26624112,3126214.76597249,3125861.27721716,3126683.93641894
"27025","Eswatini",2025,"Sub-Saharan Africa",3176271.88023485,3177096.58572121,3176711.06112748,3177605.21894263
"27048","Eswatini",2026,"Sub-Saharan Africa",3225754.5904535,3226621.52149267,3226216.67985917,3227153.55388429
"27071","Eswatini",2027,"Sub-Saharan Africa",3275687.19673064,3276581.26124536,3276164.05523447,3277128.27191516
"27094","Eswatini",2028,"Sub-Saharan Africa",3327396.5136532,3328309.05452856,3327883.43134884,3328866.24528946
"27117","Eswatini",2029,"Sub-Saharan Africa",3382977.47572092,3383903.72139829,3383471.82221147,3384468.55176485
"27140","Eswatini",2030,"Sub-Saharan Africa",3443292.58918113,3444231.04267411,3443793.54298773,3444802.78633219
"27163","Eswatini",2031,"Sub-Saharan Africa",3507525.21599222,3508474.1867512,3508031.88339722,3509051.94300327
"27186","Eswatini",2032,"Sub-Saharan Africa",3576031.29544408,3576991.14553467,3576543.88715755,3577575.19091994
"27209","Eswatini",2033,"Sub-Saharan Africa",3648249.51081184,3649220.63999969,3648768.25831828,3649811.24296022
"27232","Eswatini",2034,"Sub-Saharan Africa",3722803.14379428,3723785.76891549,3723328.19309322,3724383.06687755
"27255","Eswatini",2035,"Sub-Saharan Africa",3796654.96698955,3797649.39875842,3797186.51674846,3798253.57468733
"27278","Eswatini",2036,"Sub-Saharan Africa",3870299.01100586,3871303.52513742,3870836.2043715,3871913.47216174
"27301","Eswatini",2037,"Sub-Saharan Africa",3942614.04219745,3943628.21676803,3943156.6865459,3944243.64375426
"27324","Eswatini",2038,"Sub-Saharan Africa",4013548.4500874,4014571.78078598,4014096.28648318,4015192.36810331
"27347","Eswatini",2039,"Sub-Saharan Africa",4084037.16096389,4085069.20594091,4084589.97491124,4085694.64539508
"27370","Eswatini",2040,"Sub-Saharan Africa",4151945.10530023,4152985.37730878,4152502.66350519,4153615.34833568
"27393","Eswatini",2041,"Sub-Saharan Africa",4220486.58250237,4221532.55996949,4221047.55659431,4222165.45099516
"27416","Eswatini",2042,"Sub-Saharan Africa",4286299.22782553,4287349.85768814,4286863.05474093,4287985.00937777
"27439","Eswatini",2043,"Sub-Saharan Africa",4349087.51100527,4350142.1096505,4349653.81988115,4350779.09345653
"27462","Eswatini",2044,"Sub-Saharan Africa",4409722.96424753,4410780.88611199,4410291.39333254,4411419.28678001
"27485","Eswatini",2045,"Sub-Saharan Africa",4466833.06926708,4467893.59019306,4467403.22787475,4468532.92295388
"27508","Eswatini",2046,"Sub-Saharan Africa",4524325.67114843,4525386.78521563,4524896.42336783,4526025.78553843
"27531","Eswatini",2047,"Sub-Saharan Africa",4578846.90261036,4579907.92007618,4579417.87252185,4580546.15665235
"27554","Eswatini",2048,"Sub-Saharan Africa",4630116.7546927,4631177.31070302,4630687.74226758,4631814.55408488
"27577","Eswatini",2049,"Sub-Saharan Africa",4678467.85930434,4679527.90934228,4679038.81557069,4680164.15101903
"27600","Eswatini",2050,"Sub-Saharan Africa",4723525.91502675,4724584.99358946,4724096.5612367,4725219.98356257
"27623","Fiji",2021,"East Asia and Pacific",4241298.64240459,4241298.64240459,4241298.64240459,4241298.64240459
"27646","Fiji",2022,"East Asia and Pacific",4281643.08751857,4285094.74637084,4284039.87031624,4286492.76431678
"27669","Fiji",2023,"East Asia and Pacific",4333523.43595079,4338788.62026269,4337175.79311858,4340930.24073371
"27692","Fiji",2024,"East Asia and Pacific",4385695.76877514,4391894.94047632,4389992.37182273,4394424.66614395
"27715","Fiji",2025,"East Asia and Pacific",4439042.48889574,4445736.48835949,4443678.86925668,4448474.56155846
"27738","Fiji",2026,"East Asia and Pacific",4493116.24627854,4500098.64224,4497950.2435325,4502959.48575379
"27761","Fiji",2027,"East Asia and Pacific",4549693.05187563,4556867.3126255,4554658.37975433,4559810.45585372
"27784","Fiji",2028,"East Asia and Pacific",4607518.70564513,4614834.17412693,4612580.51029335,4617838.36020308
"27807","Fiji",2029,"East Asia and Pacific",4664428.45513003,4671866.13359602,4669573.96918184,4674922.52644346
"27830","Fiji",2030,"East Asia and Pacific",4719654.8281081,4727211.47424963,4724882.21780895,4730317.78985905
"27853","Fiji",2031,"East Asia and Pacific",4771813.26584653,4779489.15567238,4777123.11146566,4782644.84826918
"27876","Fiji",2032,"East Asia and Pacific",4823212.45442824,4831005.42599089,4828603.44782794,4834209.41978391
"27899","Fiji",2033,"East Asia and Pacific",4874521.98926651,4882436.83916907,4879997.67880459,4885690.77208691
"27922","Fiji",2034,"East Asia and Pacific",4925258.49153874,4933290.45576294,4930815.63723324,4936592.36044704
"27945","Fiji",2035,"East Asia and Pacific",4974496.03257111,4982641.58460599,4980132.19858557,4985989.98455302
"27968","Fiji",2036,"East Asia and Pacific",5022020.88437205,5030276.89235763,5027733.78221087,5033670.41666116
"27991","Fiji",2037,"East Asia and Pacific",5069937.36976385,5078298.65046769,5075723.21289241,5081735.23432268
"28014","Fiji",2038,"East Asia and Pacific",5117122.61049531,5125590.28408534,5122982.1141237,5129070.37449773
"28037","Fiji",2039,"East Asia and Pacific",5164344.1470625,5172913.85614903,5170274.1584674,5176435.78073331
"28060","Fiji",2040,"East Asia and Pacific",5210447.69748081,5219113.48030747,5216443.94887137,5222674.99463242
"28083","Fiji",2041,"East Asia and Pacific",5254038.07156985,5262790.12432359,5260093.66867416,5266387.4582315
"28106","Fiji",2042,"East Asia and Pacific",5296721.11412773,5305554.45184534,5302832.44684862,5309185.87649014
"28129","Fiji",2043,"East Asia and Pacific",5337932.08097592,5346835.79607281,5344091.38562685,5350497.25622928
"28152","Fiji",2044,"East Asia and Pacific",5379317.23938287,5388282.69781836,5385518.31037176,5391971.09461854
"28175","Fiji",2045,"East Asia and Pacific",5419893.45760127,5428913.41214635,5426131.14296195,5432626.0001848
"28198","Fiji",2046,"East Asia and Pacific",5458111.67746967,5467181.27116073,5464382.58116014,5470916.19770295
"28221","Fiji",2047,"East Asia and Pacific",5494045.14933647,5503165.37686503,5500349.93759385,5506923.18074407
"28244","Fiji",2048,"East Asia and Pacific",5529471.69145142,5538642.76395267,5535810.42220927,5542423.51052531
"28267","Fiji",2049,"East Asia and Pacific",5564871.37353405,5574095.20924771,5571245.34216635,5577899.62259626
"28290","Fiji",2050,"East Asia and Pacific",5599649.63516509,5608929.2662389,5606060.96316596,5612758.47371549
"28313","Finland",2021,"Europe and central Asia",33077303.5835773,33077303.5835773,33077303.5835773,33077303.5835773
"28336","Finland",2022,"Europe and central Asia",33091444.4703679,33095863.6358854,33095155.309486,33096634.5191286
"28359","Finland",2023,"Europe and central Asia",33115492.7176975,33122857.6254023,33121708.8509238,33124086.9767113
"28382","Finland",2024,"Europe and central Asia",33166136.4151041,33175425.9648291,33174015.2958695,33176914.8427441
"28405","Finland",2025,"Europe and central Asia",33235251.4896456,33245749.9146692,33244194.3247551,33247375.1138694
"28428","Finland",2026,"Europe and central Asia",33304280.6373531,33315505.0652879,33313875.2084809,33317195.7267371
"28451","Finland",2027,"Europe and central Asia",33369332.2477197,33380976.1399368,33379308.6852411,33382700.8016494
"28474","Finland",2028,"Europe and central Asia",33440459.8465295,33452360.6394856,33450668.521373,33454110.2303296
"28497","Finland",2029,"Europe and central Asia",33525416.6461981,33537504.7401204,33535789.4039762,33539279.6680279
"28520","Finland",2030,"Europe and central Asia",33618152.9610907,33630414.9113633,33628674.5918941,33632216.5937578
"28543","Finland",2031,"Europe and central Asia",33701017.4828053,33713454.284138,33711687.8874952,33715283.2251839
"28566","Finland",2032,"Europe and central Asia",33774960.7167396,33787568.8060897,33785777.1098716,33789423.8181038
"28589","Finland",2033,"Europe and central Asia",33848607.6117349,33861400.0360335,33859581.202111,33863282.7630397
"28612","Finland",2034,"Europe and central Asia",33927599.2747331,33940598.5757281,33938749.4365165,33942512.3780365
"28635","Finland",2035,"Europe and central Asia",34014203.9503977,34027432.9718819,34025550.3844783,34029381.2088507
"28658","Finland",2036,"Europe and central Asia",34081514.6588304,34094978.763364,34093062.0659133,34096962.3437799
"28681","Finland",2037,"Europe and central Asia",34133727.2308536,34147427.9587224,34145476.9477877,34149447.2096532
"28704","Finland",2038,"Europe and central Asia",34165065.4354066,34179015.2071937,34177028.1788961,34181072.0728008
"28727","Finland",2039,"Europe and central Asia",34189629.7347876,34203846.7975262,34201821.3499634,34205943.5870607
"28750","Finland",2040,"Europe and central Asia",34182995.1915618,34197446.1834532,34195386.8207229,34199457.0377047
"28773","Finland",2041,"Europe and central Asia",34142908.2419175,34157557.1771169,34155468.9142288,34159592.7820732
"28796","Finland",2042,"Europe and central Asia",34094496.4115118,34108136.38241,34106282.0610419,34109926.2469816
"28819","Finland",2043,"Europe and central Asia",34009328.7462777,34024324.5441767,34022185.6072946,34026226.8757275
"28842","Finland",2044,"Europe and central Asia",33903561.8621119,33918721.9771277,33916559.150267,33920623.9369411
"28865","Finland",2045,"Europe and central Asia",33798422.1134292,33813761.6163588,33811572.7068162,33815664.8321192
"28888","Finland",2046,"Europe and central Asia",33687400.3462612,33702909.9223447,33700699.8951318,33704815.9452786
"28911","Finland",2047,"Europe and central Asia",33577906.4070131,33593582.2476171,33591352.1806783,33595490.9678352
"28934","Finland",2048,"Europe and central Asia",33439586.9023253,33455404.7388989,33453157.9543293,33457311.7754947
"28957","Finland",2049,"Europe and central Asia",33272364.1091506,33287797.5762501,33285768.0224532,33289483.7133152
"28980","Finland",2050,"Europe and central Asia",33095953.8264923,33111480.1073721,33109457.692618,33113181.5667706
"29003","France",2021,"Europe and central Asia",380233117.624173,380233117.624173,380233117.624173,380233117.624173
"29026","France",2022,"Europe and central Asia",380243628.661553,380268154.371848,380264464.990549,380272335.303644
"29049","France",2023,"Europe and central Asia",380803522.29754,380843498.769992,380837735.754172,380849904.378361
"29072","France",2024,"Europe and central Asia",381150739.51831,381200244.278575,381193351.478368,381207769.152849
"29095","France",2025,"Europe and central Asia",381446639.649766,381501696.376188,381494265.66539,381509681.568027
"29118","France",2026,"Europe and central Asia",381945780.132311,382003757.437869,381996144.454227,382011842.233317
"29141","France",2027,"Europe and central Asia",382388583.265079,382447796.873949,382440180.073168,382455828.80582
"29164","France",2028,"Europe and central Asia",382674036.448476,382733602.511174,382726037.193386,382741558.320039
"29187","France",2029,"Europe and central Asia",383045769.309066,383105195.522871,383097695.399285,383113076.579504
"29210","France",2030,"Europe and central Asia",383432107.766635,383491237.043818,383483794.421015,383499053.376137
"29233","France",2031,"Europe and central Asia",383727546.825034,383786245.431372,383778866.954306,383793989.735413
"29256","France",2032,"Europe and central Asia",383938176.963967,383996383.478436,383989072.086871,384004053.77853
"29279","France",2033,"Europe and central Asia",383727259.705994,383784925.912046,383777685.497177,383792518.207181
"29302","France",2034,"Europe and central Asia",383630283.215961,383687382.979585,383680217.027379,383694892.954724
"29325","France",2035,"Europe and central Asia",383623455.915,383680013.793934,383672920.268437,383687443.364004
"29348","France",2036,"Europe and central Asia",383693105.68251,383749166.851917,383742141.479195,383756520.238698
"29371","France",2037,"Europe and central Asia",383665323.832174,383720843.188757,383713892.888234,383728112.778735
"29394","France",2038,"Europe and central Asia",383392743.332889,383447659.690561,383440791.542958,383454838.302091
"29417","France",2039,"Europe and central Asia",383426971.858599,383481341.020479,383474547.893168,383488436.373843
"29440","France",2040,"Europe and central Asia",383541212.370875,383595109.783102,383588380.776617,383602133.740266
"29463","France",2041,"Europe and central Asia",383575539.529114,383629083.334662,383622401.430363,383636054.722376
"29486","France",2042,"Europe and central Asia",383633534.457816,383686782.125087,383680139.299653,383693709.607671
"29509","France",2043,"Europe and central Asia",383580755.897788,383633635.627824,383627041.283506,383640508.955532
"29532","France",2044,"Europe and central Asia",383670229.333448,383722750.380228,383716204.170761,383729569.465701
"29555","France",2045,"Europe and central Asia",383658749.071873,383710884.845351,383704390.121133,383717646.143813
"29578","France",2046,"Europe and central Asia",383217113.616062,383268800.737066,383262366.155694,383275494.940914
"29601","France",2047,"Europe and central Asia",382684554.778382,382735790.953867,382729416.630528,382742418.097902
"29624","France",2048,"Europe and central Asia",382267824.952544,382318612.765464,382312298.194899,382325173.442033
"29647","France",2049,"Europe and central Asia",382159780.452126,382210232.061733,382203962.594257,382216742.087465
"29670","France",2050,"Europe and central Asia",382027522.688537,382077632.038089,382071408.771081,382084090.123326
"29693","Gabon",2021,"Sub-Saharan Africa",4906264.00192458,4906264.00192458,4906264.00192458,4906264.00192458
"29716","Gabon",2022,"Sub-Saharan Africa",4793181.9297125,4794117.02557017,4793714.60884892,4794713.43664773
"29739","Gabon",2023,"Sub-Saharan Africa",4686034.43144497,4687507.62506866,4686864.67615532,4688468.63560734
"29762","Gabon",2024,"Sub-Saharan Africa",4601769.65161672,4603571.73619776,4602778.67186916,4604759.81051832
"29785","Gabon",2025,"Sub-Saharan Africa",4505647.2815605,4507647.8650158,4506764.0070122,4508973.88947512
"29808","Gabon",2026,"Sub-Saharan Africa",4415627.34531746,4417744.18632912,4416807.94037405,4419149.00079724
"29831","Gabon",2027,"Sub-Saharan Africa",4318962.36139471,4321148.40053111,4320181.81821854,4322597.93361785
"29854","Gabon",2028,"Sub-Saharan Africa",4211348.37893416,4213577.24326827,4212592.24921719,4215053.92215475
"29877","Gabon",2029,"Sub-Saharan Africa",4093365.09550983,4095622.91615613,4094625.84997494,4097117.54530731
"29900","Gabon",2030,"Sub-Saharan Africa",3965175.65873851,3967452.39763819,3966447.74479563,3968958.61545122
"29923","Gabon",2031,"Sub-Saharan Africa",3835544.89206774,3837832.99552492,3836824.17197688,3839345.93561725
"29946","Gabon",2032,"Sub-Saharan Africa",3735672.83643366,3737980.65989986,3736964.13081984,3739504.74573228
"29969","Gabon",2033,"Sub-Saharan Africa",3630560.66467151,3632882.98917294,3631861.05125612,3634414.86911874
"29992","Gabon",2034,"Sub-Saharan Africa",3520682.46286638,3523014.2477475,3521989.07817594,3524550.72193375
"30015","Gabon",2035,"Sub-Saharan Africa",3407332.37548769,3409668.10921388,3408642.05560267,3411205.75975078
"30038","Gabon",2036,"Sub-Saharan Africa",3315793.76088249,3318129.43736065,3317104.083225,3319665.94130151
"30061","Gabon",2037,"Sub-Saharan Africa",3231182.15590326,3233512.86777137,3232490.21712698,3235045.31731479
"30084","Gabon",2038,"Sub-Saharan Africa",3169690.78416258,3172014.25033898,3170995.04267333,3173541.74641745
"30107","Gabon",2039,"Sub-Saharan Africa",3108586.45177005,3110898.23354857,3109884.23577021,3112418.23154519
"30130","Gabon",2040,"Sub-Saharan Africa",3050249.09663763,3052545.50789077,3051538.10393534,3054056.05346827
"30153","Gabon",2041,"Sub-Saharan Africa",2994721.65402353,2996999.79083736,2996000.00270337,2998499.44595817
"30176","Gabon",2042,"Sub-Saharan Africa",2941063.45155139,2943320.51578895,2942329.34305384,2944807.86653043
"30199","Gabon",2043,"Sub-Saharan Africa",2886575.29937193,2888808.91643667,2887827.23676128,2890282.66920818
"30222","Gabon",2044,"Sub-Saharan Africa",2830925.10812635,2833133.31837975,2832161.84171678,2834592.42728624
"30245","Gabon",2045,"Sub-Saharan Africa",2774498.88321358,2776680.9697013,2775719.85923015,2778125.18444461
"30268","Gabon",2046,"Sub-Saharan Africa",2715976.09229875,2718131.70157107,2717181.01019826,2719560.91382976
"30291","Gabon",2047,"Sub-Saharan Africa",2654185.9524217,2656314.85435517,2655374.60377774,2657728.98625562
"30314","Gabon",2048,"Sub-Saharan Africa",2588195.40542149,2590297.31601128,2589367.59326905,2591696.17619768
"30337","Gabon",2049,"Sub-Saharan Africa",2517775.03268483,2519850.02163062,2518930.78380525,2521233.59951461
"30360","Gabon",2050,"Sub-Saharan Africa",2469323.79484956,2471376.2437782,2470465.50097318,2472747.23000664
"30383","Gambia",2021,"Sub-Saharan Africa",5649772.37546448,5649772.37546448,5649772.37546448,5649772.37546448
"30406","Gambia",2022,"Sub-Saharan Africa",5850430.90890686,5850979.0408529,5850747.20077939,5851300.6891487
"30429","Gambia",2023,"Sub-Saharan Africa",6055761.0982592,6056675.67326433,6056290.09280756,6057205.68958589
"30452","Gambia",2024,"Sub-Saharan Africa",6273237.46631459,6274411.90671275,6273917.65372625,6275087.18170937
"30475","Gambia",2025,"Sub-Saharan Africa",6498919.99854869,6500291.94364565,6499714.91551081,6501077.6307486
"30498","Gambia",2026,"Sub-Saharan Africa",6732320.43662988,6733852.01105439,6733207.89149678,6734727.87186849
"30521","Gambia",2027,"Sub-Saharan Africa",6974898.0455552,6976566.37106871,6975864.50267661,6977520.43690369
"30544","Gambia",2028,"Sub-Saharan Africa",7223455.58600907,7225247.08683212,7224492.98094779,7226272.29050593
"30567","Gambia",2029,"Sub-Saharan Africa",7482441.59393834,7484350.02336222,7483546.24064431,7485442.89732676
"30590","Gambia",2030,"Sub-Saharan Africa",7749335.50152532,7751359.66397514,7750506.65531855,7752519.50147467
"30613","Gambia",2031,"Sub-Saharan Africa",8024053.81177511,8026195.95966469,8025292.75759058,8027423.94777068
"30636","Gambia",2032,"Sub-Saharan Africa",8308118.15976493,8310382.94849086,8309427.56735595,8311681.70503017
"30659","Gambia",2033,"Sub-Saharan Africa",8599726.25280448,8602119.53633124,8601109.47168448,8603492.4116562
"30682","Gambia",2034,"Sub-Saharan Africa",8899009.18118509,8901493.60458096,8900469.94303038,8902883.97922248
"30705","Gambia",2035,"Sub-Saharan Africa",9195996.93735375,9198664.36094324,9197537.48839047,9200195.44047706
"30728","Gambia",2036,"Sub-Saharan Africa",9499047.96751173,9501861.76848587,9500672.46253273,9503477.36401461
"30751","Gambia",2037,"Sub-Saharan Africa",9807681.75330748,9810650.21970866,9809394.93770816,9812355.08602919
"30774","Gambia",2038,"Sub-Saharan Africa",10120027.4936316,10123158.6721963,10121833.9845744,10124957.4242438
"30797","Gambia",2039,"Sub-Saharan Africa",10435699.8773092,10439001.9766281,10437604.4024051,10440884.8184896
"30820","Gambia",2040,"Sub-Saharan Africa",10754118.3498223,10757598.8903639,10756125.2135123,10759581.3959713
"30843","Gambia",2041,"Sub-Saharan Africa",11075374.1323001,11079042.1119405,11077488.486119,11081129.2274114
"30866","Gambia",2042,"Sub-Saharan Africa",11392549.0849266,11396413.1665254,11394775.9801635,11398540.3525203
"30889","Gambia",2043,"Sub-Saharan Africa",11686117.5104406,11690181.8861969,11688459.5531212,11692489.7093044
"30912","Gambia",2044,"Sub-Saharan Africa",11976346.1728229,11980618.2809103,11978807.7289019,11983041.278453
"30935","Gambia",2045,"Sub-Saharan Africa",12266676.9754087,12271165.7074368,12269263.2010992,12273708.6831957
"30958","Gambia",2046,"Sub-Saharan Africa",12554661.7783168,12559376.2759211,12557377.9755942,12562044.1153297
"30981","Gambia",2047,"Sub-Saharan Africa",12838266.310219,12843216.5202898,12841118.274243,12846014.5368537
"31004","Gambia",2048,"Sub-Saharan Africa",13117620.9251514,13122816.6642868,13120614.3321676,13125750.1248414
"31027","Gambia",2049,"Sub-Saharan Africa",13379686.3930905,13385136.8251187,13382826.691347,13388210.54227
"31050","Gambia",2050,"Sub-Saharan Africa",13632449.4417989,13638163.5119919,13635741.8838343,13641382.2254174
"31073","Germany",2021,"Europe and central Asia",653823281.133074,653823281.133074,653823281.133074,653823281.133074
"31096","Germany",2022,"Europe and central Asia",652515366.631942,652589514.117402,652578450.626752,652601379.685071
"31119","Germany",2023,"Europe and central Asia",650841028.054966,650961691.657751,650944334.044495,650980127.696863
"31142","Germany",2024,"Europe and central Asia",649131481.69259,649281031.364683,649260168.298895,649302937.23628
"31165","Germany",2025,"Europe and central Asia",646971500.786022,647138430.077781,647115744.496124,647161993.884945
"31188","Germany",2026,"Europe and central Asia",644876792.09947,645053626.094362,645030133.131682,645077834.337036
"31211","Germany",2027,"Europe and central Asia",642357891.606742,642539631.037601,642515897.14517,642563965.510255
"31234","Germany",2028,"Europe and central Asia",639960922.608951,640144555.952237,640120843.995834,640168807.605454
"31257","Germany",2029,"Europe and central Asia",637566231.974599,637750067.377026,637726466.06809,637774190.937524
"31280","Germany",2030,"Europe and central Asia",635125490.616529,635308962.199089,635285456.977051,635332988.930097
"31303","Germany",2031,"Europe and central Asia",633042826.334742,633225985.623495,633202529.788007,633249961.498411
"31326","Germany",2032,"Europe and central Asia",630897090.767076,631079848.17935,631056434.088083,631103783.616993
"31349","Germany",2033,"Europe and central Asia",629134087.292888,629316471.749899,629293094.762604,629340373.449961
"31372","Germany",2034,"Europe and central Asia",627421092.09748,627602869.256812,627579566.690849,627626703.184194
"31395","Germany",2035,"Europe and central Asia",625710703.065529,625892158.808519,625868890.871368,625915961.209159
"31418","Germany",2036,"Europe and central Asia",623763373.580587,623944878.829589,623921592.045694,623968696.398158
"31441","Germany",2037,"Europe and central Asia",622094809.005433,622276875.819464,622253501.518767,622300777.629077
"31464","Germany",2038,"Europe and central Asia",621125648.678626,621309127.526736,621285551.824012,621333227.939676
"31487","Germany",2039,"Europe and central Asia",620643222.717042,620828739.492545,620804878.371595,620853122.759041
"31510","Germany",2040,"Europe and central Asia",619838299.224686,620025763.769984,620001627.968618,620050419.128018
"31533","Germany",2041,"Europe and central Asia",618657299.878383,618846740.99718,618822324.468429,618871673.280366
"31556","Germany",2042,"Europe and central Asia",617164721.864675,617355859.446566,617331197.955645,617381029.770827
"31579","Germany",2043,"Europe and central Asia",614987863.877369,615180410.969038,615155540.892662,615205778.865186
"31602","Germany",2044,"Europe and central Asia",612553075.118696,612746902.117222,612721841.411454,612772448.484784
"31625","Germany",2045,"Europe and central Asia",609843935.247733,610038756.140029,610013542.902781,610064441.76606
"31648","Germany",2046,"Europe and central Asia",606575025.647272,606770435.788028,606745123.645625,606796088.086375
"31671","Germany",2047,"Europe and central Asia",603257776.612764,603453559.021278,603428176.238711,603478983.366733
"31694","Germany",2048,"Europe and central Asia",599817709.076054,600013799.817773,599988354.477184,600038976.632126
"31717","Germany",2049,"Europe and central Asia",596318209.742569,596514600.555281,596489092.666636,596539510.966781
"31740","Germany",2050,"Europe and central Asia",592891568.264837,593088142.036676,593062587.690435,593112756.209781
"31763","Ghana",2021,"Sub-Saharan Africa",124310219.230812,124310219.230812,124310219.230812,124310219.230812
"31786","Ghana",2022,"Sub-Saharan Africa",126922595.578747,126941303.047055,126934362.297494,126950641.985148
"31809","Ghana",2023,"Sub-Saharan Africa",129509230.079798,129539527.633829,129528329.516779,129554502.09649
"31832","Ghana",2024,"Sub-Saharan Africa",132119848.639537,132157573.175527,132143665.615419,132176071.343207
"31855","Ghana",2025,"Sub-Saharan Africa",134744192.317719,134786928.171985,134771202.255954,134807773.137786
"31878","Ghana",2026,"Sub-Saharan Africa",137434764.389701,137481099.269777,137464071.035804,137503625.042057
"31901","Ghana",2027,"Sub-Saharan Africa",140126636.354178,140175673.978827,140157659.235022,140199474.263541
"31924","Ghana",2028,"Sub-Saharan Africa",142765302.568929,142816603.793853,142797753.683971,142841486.967131
"31947","Ghana",2029,"Sub-Saharan Africa",145368163.021741,145421471.444332,145401874.237507,145447326.036131
"31970","Ghana",2030,"Sub-Saharan Africa",147974855.289319,148030002.093439,148009721.716767,148056748.760839
"31993","Ghana",2031,"Sub-Saharan Africa",150660535.195464,150717475.892958,150696532.828816,150745089.871626
"32016","Ghana",2032,"Sub-Saharan Africa",153308973.305628,153367681.452764,153346091.026503,153396144.935451
"32039","Ghana",2033,"Sub-Saharan Africa",155826484.146284,155886975.641387,155864736.869909,155916295.024509
"32062","Ghana",2034,"Sub-Saharan Africa",158321703.707904,158383988.388926,158361099.081686,158414168.828157
"32085","Ghana",2035,"Sub-Saharan Africa",160798407.486275,160862420.90323,160838904.87291,160893431.937683
"32108","Ghana",2036,"Sub-Saharan Africa",163331922.745453,163397671.093482,163373525.957997,163429516.819277
