"","location","year","region","hc_sq","hc_cf","hc_cf_lower","hc_cf_upper","sav_rate","gdp_sq","cs_sq","capital_share","tech_level","tc_share","he_pc","pop","tc"
"484","Bulgaria",2024,"Europe and central Asia",43264242.5109397,43278562.6579524,43276445.9046533,43280811.8970822,23.2370406810393,182114467687.021,511518123231.663,0.52766,50.176590629352,3.81078171084111,2466.02289646094,6645149,624476212.821255
"485","Bulgaria",2025,"Europe and central Asia",42988065.3191599,43003913.8324596,43001603.7940323,43006348.2824335,23.2370406810393,187577901717.632,528260230012.571,0.52766,51.0739369216885,3.87521289175908,2491.55004106404,6592081,636484329.248392
"486","Bulgaria",2026,"Europe and central Asia",42692302.0726311,42709077.1318247,42706653.5536276,42711621.3011591,23.2370406810393,193092692028.13,545434771842.708,0.52766,51.9759549377993,3.94073344944787,2517.34143102858,6538299,648610479.274576
"487","Bulgaria",2027,"Europe and central Asia",42359055.3825401,42376448.24274,42373948.0911073,42379068.986072,23.2370406810393,198576524481.729,563032060649.263,0.52766,52.8745423921492,4.00736180265647,2543.39980170205,6484026,660872887.214373
"488","Bulgaria",2028,"Europe and central Asia",42013580.617349,42031462.1439117,42028899.0330393,42034147.1933707,23.2370406810393,204216097777.01,581023765393.614,0.52766,53.8062619037678,4.07511668155082,2569.72791674701,6429185,673260466.44749
"489","Bulgaria",2029,"Europe and central Asia",41546571.7132793,41564878.2738325,41562259.7991981,41567620.4105304,23.2370406810393,210685534138.088,599426354841.608,0.52766,55.0228008868386,4.14401713297889,2596.32856843422,6373897,685782242.682487
"490","Bulgaria",2030,"Europe and central Asia",41076132.9307882,41094876.1347796,41092198.9966889,41097680.7670586,23.2370406810393,217359918136.916,618412120376.259,0.52766,56.2730626803546,4.21408252582533,2623.20457793871,6318165,698435267.998249
"491","Bulgaria",2031,"Europe and central Asia",40667857.097883,40687046.7717755,40684308.3527973,40689916.9165362,23.2370406810393,224245742384.578,637999526959.195,0.52766,57.5092658803405,4.28533255645611,2650.35879563907,6262167,711236189.644559
"492","Bulgaria",2032,"Europe and central Asia",40279455.5479956,40299126.216971,40296320.7216357,40302068.3540394,23.2370406810393,231349705173.955,658207624994.638,0.52766,58.7604355106617,4.35778725425556,2677.79410141967,6205950,724188255.082395
"493","Bulgaria",2033,"Europe and central Asia",39889700.2003834,39909838.7668037,39906967.7121519,39912851.4939783,23.2370406810393,238678716995.596,679056068851.643,0.52766,60.0428352915342,4.43146698725684,2705.51340497617,6149518,737289901.394674
"494","Bulgaria",2034,"Europe and central Asia",39353960.5570804,39374378.0148419,39371468.5723304,39377431.299582,23.2370406810393,246239907260.003,700565135974.31,0.52766,61.4762943408884,4.50639246786772,2733.51964612404,6092954,750549104.700007
"495","Bulgaria",2035,"Europe and central Asia",38793902.3522089,38814586.4596284,38811641.3310536,38817676.9659955,23.2370406810393,254040631232.879,722755746598.554,0.52766,62.9709407071501,4.58258475869315,2761.81579511039,6036331,763973442.132238
"496","Bulgaria",2036,"Europe and central Asia",38272946.3843693,38293901.1853628,38290919.6660686,38297029.5682189,23.2370406810393,262088477190.075,745649484094.58,0.52766,64.474226208837,4.66006527845614,2790.40485292899,5979694,777567641.71017
"497","Bulgaria",2037,"Europe and central Asia",37755271.4731348,37776533.0342888,37773510.5548396,37779704.088684,23.2370406810393,270391273799.206,769268615954.825,0.52766,66.0168173376713,4.73885580801903,2819.28985163851,5923103,791338886.062203
"498","Bulgaria",2038,"Europe and central Asia",37235423.0802281,37256337.8461062,37253574.2800859,37259244.941213,23.2370406810393,278957097735.108,793636115447.785,0.52766,67.6050962956848,4.81897849650627,2848.47385468411,5866799,805319907.921867
"499","Bulgaria",2039,"Europe and central Asia",36633607.3597454,36654601.8219159,36651826.833568,36657521.5334254,23.2370406810393,287794281536.548,818775683958.749,0.52766,69.320403004587,4.90045586753093,2877.95995722234,5810683,819498971.2381
"500","Bulgaria",2040,"Europe and central Asia",36009462.839318,36030411.366372,36027639.0612385,36033328.6264541,23.2370406810393,296911421711.833,844711774039.164,0.52766,71.1126042289977,4.98331082552632,2907.75128644941,5754800,833883667.629088
"501","Bulgaria",2041,"Europe and central Asia",35444059.1016404,35464985.5181707,35462211.9898146,35467905.0622668,23.2370406810393,306317387101.199,871469613187.036,0.52766,72.8988712461216,5.06756666218487,2937.85100193281,5699212,848484764.848413
"502","Bulgaria",2042,"Europe and central Asia",34868453.5564921,34889330.4988181,34886558.2954438,34892250.1042265,23.2370406810393,316021327504.108,899075228381.487,0.52766,74.7515743760377,5.15324706300556,2968.26229594648,5643938,863307421.198439
"503","Bulgaria",2043,"Europe and central Asia",34311497.4668068,34332293.4379681,34329528.9740039,34335206.26257,23.2370406810393,326032682579.865,927555471395.302,0.52766,76.640391641765,5.24037611395251,2998.98839380928,5588998,878357264.814095
"504","Bulgaria",2044,"Europe and central Asia",33742056.2638925,33762529.0689067,33760016.793559,33765119.4860185,23.2370406810393,336361191030.188,956938044910.104,0.52766,78.6031987488917,5.32897830822558,3030.03255422711,5534396,893637690.976654
"505","Bulgaria",2045,"Europe and central Asia",33188663.959562,33209005.0464998,33206522.9182474,33211535.9198753,23.2370406810393,347016900072.686,987251529459.512,0.52766,80.6078114004104,5.41907855314605,3061.39806963853,5480240,909169438.771677
"506","Bulgaria",2046,"Europe and central Asia",32684400.5972646,32704635.3240037,32702174.7545026,32707105.7285397,23.2370406810393,358010175214.444,1018525411226.51,0.52766,82.610074985917,5.51070217715817,3093.0882665639,5426460,924944895.563136
"507","Bulgaria",2047,"Europe and central Asia",32180310.1209201,32200404.6118845,32197966.0555765,32202807.5199892,23.2370406810393,369351710335.232,1050790110722.02,0.52766,84.672464324541,5.60387493694955,3125.10650595821,5372901,940940357.092555
"508","Bulgaria",2048,"Europe and central Asia",31708581.0080495,31728484.0236609,31726071.289397,31730817.8961847,23.2370406810393,381052538090.144,1084077012372.63,0.52766,86.7508223157823,5.69862302469151,3157.45618356752,5319637,957170398.235845
"509","Bulgaria",2049,"Europe and central Asia",31211361.3578536,31231062.9509123,31228679.7032663,31233329.8822782,23.2370406810393,393124040641.785,1118418495046.14,0.52766,88.9288719369732,5.79497307540228,3190.14073028911,5266646,973633240.37407
"510","Bulgaria",2050,"Europe and central Asia",30728679.0109619,30748201.2366829,30745841.1757542,30750412.8494235,23.2370406810393,405577960732.447,1153847963544.71,0.52766,91.1510495733838,5.89295217443432,3223.16361253534,5213810,990308413.350011
"511","Burundi",2021,"Sub-Saharan Africa",31403345.0637004,31403345.0637004,31403345.0637004,31403345.0637004,5.73199403779271,8962403403,16655548149.2344,0.60622,24.1302752214303,0.525277655566581,70.49819553,12386556,4586881.26714307
"512","Burundi",2022,"Sub-Saharan Africa",32336942.2381077,32339443.5349611,32338376.0387731,32341208.9136257,5.73199403779271,9126146513.17281,16336495170.4755,0.60622,24.3231619548916,0.535783208677911,73.3849804121318,12715870,4999681.75126663
"513","Burundi",2023,"Sub-Saharan Africa",33360107.2855688,33364291.6422108,33362521.7557041,33367189.8923748,5.73199403779271,9430594760.85225,16042780585.9671,0.60622,24.841231798495,0.546498872851471,76.389974375972,13063283,5453533.31226252
"514","Burundi",2024,"Sub-Saharan Africa",34432713.7044253,34438095.9314046,34435832.8369244,34441764.7313558,5.73199403779271,9991715149.12296,15781202686.0891,0.60622,25.9868550817362,0.5574288503085,79.5180178885346,13413835,5945767.84883494
"515","Burundi",2025,"Sub-Saharan Africa",35499401.4655481,35505668.9506225,35503038.5018509,35509896.8362244,5.73199403779271,10585722614.7383,15564867068.4056,0.60622,27.1745583509828,0.56857742731467,82.7741496259777,13769480,6480401.01568415
"516","Burundi",2026,"Sub-Saharan Africa",36690562.6304556,36697533.3311295,36694605.5437556,36702207.4376595,5.73199403779271,11189108803.7784,15393396704.1194,0.60622,28.2776152796372,0.579948975860964,86.1636145899412,14126800,7059232.59935621
"517","Burundi",2027,"Sub-Saharan Africa",37913208.9425763,37920765.4495219,37917584.5125145,37925818.7856452,5.73199403779271,11853965648.8989,15265085918.4282,0.60622,29.4653883050145,0.591547955378184,89.6918725562352,14488831,7687345.41335405
"518","Burundi",2028,"Sub-Saharan Africa",39154275.2569712,39162330.1560755,39158931.0057273,39167713.8367871,5.73199403779271,12501903411.2677,15181300226.7436,0.60622,30.5411715971125,0.603378914485747,93.3646068694878,14857193,8369686.04046249
"519","Burundi",2029,"Sub-Saharan Africa",40428229.3192969,40436723.7999287,40433133.6187814,40442403.9779749,5.73199403779271,12605168052.4721,15138843573.5509,0.60622,30.2348156424488,0.615446492775462,97.1877335979205,15230101,9109709.73403606
"520","Burundi",2030,"Sub-Saharan Africa",41754570.5904929,41763453.1615369,41759695.9909019,41769357.3024365,5.73199403779271,12709285650.6841,15104428876.0948,0.60622,29.9205969713694,0.62775542263097,101.167411062995,15608503,9912709.0970569
"521","Burundi",2031,"Sub-Saharan Africa",43150134.0186718,43159399.332316,43155480.8940777,43165561.8098294,5.73199403779271,12814263251.2549,15077702928.0334,0.60622,29.5930641336609,0.640310531083591,105.310049759283,15992557,10783962.5230735
