"","location","year","gdp"
"1233","Dominican Republic","2026","259560571335.106"
"1333","Dominican Republic","2027","272572342776.135"
"1433","Dominican Republic","2028","286282731617.775"
"1533","Dominican Republic","2029","302898538807.286"
"1665","Dominican Republic","2030","320478724976.272"
"1733","Dominican Republic","2031","339079262537.356"
"1833","Dominican Republic","2032","358759372533.667"
"1933","Dominican Republic","2033","379581713188.877"
"2033","Dominican Republic","2034","401612579400.645"
"2133","Dominican Republic","2035","424922113812.636"
"2233","Dominican Republic","2036","449584530137.127"
"2333","Dominican Republic","2037","475678349439.226"
"2433","Dominican Republic","2038","503286650134.986"
"2533","Dominican Republic","2039","532497332499.38"
"2633","Dominican Republic","2040","563403398526.274"
"2738","Dominican Republic","2041","596103248031.436"
"2835","Dominican Republic","2042","630700991941.312"
"2934","Dominican Republic","2043","667306783765.046"
"3034","Dominican Republic","2044","706037170305.078"
"3135","Dominican Republic","2045","747015462722.939"
"3235","Dominican Republic","2046","790372129141.645"
"3333","Dominican Republic","2047","836245210034.679"
"3433","Dominican Republic","2048","884780757724.086"
"3533","Dominican Republic","2049","936133301386.975"
"3633","Dominican Republic","2050","990466339050.922"
"11331","Algeria","2019","4.97e+11"
"1401","Algeria","2020","4.71e+11"
"1669","Algeria","2021","4.87e+11"
"862","Algeria","2022","5.02584e+11"
"934","Algeria","2023","521858096400"
"1034","Algeria","2024","538207910560.212"
"1134","Algeria","2025","551797660301.857"
"1234","Algeria","2026","562165938338.929"
"1334","Algeria","2027","571908274050.343"
"1434","Algeria","2028","581647871957.42"
"1534","Algeria","2029","591406376115.457"
"1666","Algeria","2030","601328602016.482"
"1734","Algeria","2031","611417296475.857"
"1834","Algeria","2032","621675252393.199"
"1934","Algeria","2033","632105309525.552"
"2034","Algeria","2034","642710355273.529"
"2134","Algeria","2035","653493325480.646"
"2234","Algeria","2036","664457205246.063"
"2334","Algeria","2037","675605029750.965"
"2434","Algeria","2038","686939885098.803"
"2534","Algeria","2039","698464909169.636"
"2634","Algeria","2040","710183292488.803"
"2739","Algeria","2041","722098279110.172"
"2836","Algeria","2042","734213167514.206"
"2935","Algeria","2043","746531311521.096"
"3035","Algeria","2044","759056121219.216"
"3136","Algeria","2045","771791063909.152"
"3236","Algeria","2046","784739665063.571"
"3334","Algeria","2047","797905509303.193"
"3434","Algeria","2048","811292241389.141"
"3534","Algeria","2049","824903567231.933"
"3634","Algeria","2050","838743254917.408"
"1139","Ecuador","2019","1.98e+11"
"1407","Ecuador","2020","1.82e+11"
"1675","Ecuador","2021","1.9e+11"
"866","Ecuador","2022","195601200000"
"935","Ecuador","2023","198284848464"
"1035","Ecuador","2024","201893632706.045"
"1135","Ecuador","2025","205909297060.568"
"1235","Ecuador","2026","210369292434.9"
"1335","Ecuador","2027","216299602788.64"
"1435","Ecuador","2028","222345176686.582"
"1535","Ecuador","2029","223771453636.218"
"1670","Ecuador","2030","225206879720.399"
"1735","Ecuador","2031","226651513628.052"
"1835","Ecuador","2032","228105414424.576"
"1935","Ecuador","2033","229568641554.254"
"2035","Ecuador","2034","231041254842.689"
"2135","Ecuador","2035","232523314499.245"
"2235","Ecuador","2036","234014881119.513"
"2335","Ecuador","2037","235516015687.784"
"2435","Ecuador","2038","237026779579.546"
"2535","Ecuador","2039","238547234563.992"
"2635","Ecuador","2040","240077442806.546"
"2740","Ecuador","2041","241617466871.404"
"2837","Ecuador","2042","243167369724.093"
"2936","Ecuador","2043","244727214734.043"
"3036","Ecuador","2044","246297065677.182"
"3137","Ecuador","2045","247876986738.539"
"3237","Ecuador","2046","249467042514.872"
"3335","Ecuador","2047","251067298017.308"
"3435","Ecuador","2048","252677818673.999"
"3535","Ecuador","2049","254298670332.801"
"3635","Ecuador","2050","255929919263.962"
"1140","Egypt","2019","1.24e+12"
"1408","Egypt","2020","1.29e+12"
"1676","Egypt","2021","1.33e+12"
"867","Egypt","2022","1418484900000"
"936","Egypt","2023","1477451317293"
"1036","Egypt","2024","1530683888255.07"
"1136","Egypt","2025","1607845663062.01"
"1236","Egypt","2026","1694862270346.93"
"1336","Egypt","2027","1793757483821.67"
"1436","Egypt","2028","1900934493480.01"
"1536","Egypt","2029","1991192585194.58"
"1671","Egypt","2030","2085736212864.18"
"1736","Egypt","2031","2184768857618.01"
"1836","Egypt","2032","2288503662053.61"
"1936","Egypt","2033","2397163888972.12"
"2036","Egypt","2034","2510983401894.74"
"2136","Egypt","2035","2630207168394.49"
"2236","Egypt","2036","2755091787326.66"
"2336","Egypt","2037","2885906041092.64"
"2436","Egypt","2038","3022931474125.7"
"2536","Egypt","2039","3166462998843.85"
"2636","Egypt","2040","3316809530373.85"
"2741","Egypt","2041","3474294651412.5"
"2838","Egypt","2042","3639257308656.18"
"2937","Egypt","2043","3812052542297.45"
"3037","Egypt","2044","3993052250158.8"
"3138","Egypt","2045","4182645988108.25"
"3238","Egypt","2046","4381241808479.29"
"3336","Egypt","2047","4589267138299.84"
"3436","Egypt","2048","4807169699220.31"
"3536","Egypt","2049","5035418471120.62"
"3636","Egypt","2050","5274504701470.22"
"1143","Spain","2019","1.92e+12"
"14111","Spain","2020","1.71e+12"
"1679","Spain","2021","1.82e+12"
"868","Spain","2022","1925032200000"
"937","Spain","2023","1972253239866"
"1037","Spain","2024","2004992643647.78"
"1137","Spain","2025","2046696490635.65"
"1237","Spain","2026","2083966833730.13"
"1337","Spain","2027","2119956940948.65"
"1437","Spain","2028","2154745434349.62"
"1537","Spain","2029","2208431658616.17"
"1672","Spain","2030","2263455493641.77"
"1737","Spain","2031","2319850266458.96"
"1837","Spain","2032","2377650134454.75"
"1937","Spain","2033","2436890106059.22"
"2037","Spain","2034","2497606061949.54"
"2137","Spain","2035","2559834776782.3"
"2237","Spain","2036","2623613941467.31"
"2337","Spain","2037","2688982185996.38"
"2437","Spain","2038","2755979102840.87"
"2537","Spain","2039","2824645270932.19"
"2637","Spain","2040","2895022280239.79"
"2742","Spain","2041","2967152756961.53"
"2839","Spain","2042","3041080389341.66"
"2938","Spain","2043","3116849954132.08"
"3038","Spain","2044","3194507343712.88"
"3139","Spain","2045","3274099593888.59"
"3239","Spain","2046","3355674912377.01"
"3337","Spain","2047","3439282708007.82"
"3437","Spain","2048","3524973620648.7"
"3537","Spain","2049","3612799551877.07"
"3637","Spain","2050","3702813696416.01"
"1144","Estonia","2019","47971916545"
"14121","Estonia","2020","47707590682"
"1680","Estonia","2021","51530620773"
"869","Estonia","2022","51293064611.2365"
"938","Estonia","2023","50129224975.2076"
"1038","Estonia","2024","51316285022.6205"
"1138","Estonia","2025","52684377181.3236"
"1238","Estonia","2026","54208009369.4075"
"1338","Estonia","2027","55816361007.3978"
"1438","Estonia","2028","57412150768.5993"
"1538","Estonia","2029","59773584457.1654"
"1673","Estonia","2030","62232146871.8085"
"1738","Estonia","2031","64791833038.7176"
"1838","Estonia","2032","67456802304.5139"
"1938","Estonia","2033","70231385094.956"
"2038","Estonia","2034","73120089951.6394"
"2138","Estonia","2035","76127610858.1236"
"2238","Estonia","2036","79258834867.3929"
"2338","Estonia","2037","82518850043.0433"
"2438","Estonia","2038","85912953727.101"
"2538","Estonia","2039","89446661147.9064"
"2638","Estonia","2040","93125714382.0512"
"2743","Estonia","2041","96956091684.9311"
"2840","Estonia","2042","100944017205.076"
"2939","Estonia","2043","105095971098.043"
"3039","Estonia","2044","109418700056.304"
"3140","Estonia","2045","113919228272.247"
"3240","Estonia","2046","118604868852.092"
"3338","Estonia","2047","123483235699.28"
"3438","Estonia","2048","128562255886.639"
"3538","Estonia","2049","133850182537.435"
"3638","Estonia","2050","139355608236.231"
"1148","Finland","2019","2.68e+11"
"14161","Finland","2020","2.62e+11"
"1684","Finland","2021","2.7e+11"
"870","Finland","2022","274333500000"
"939","Finland","2023","273979609785"
"1039","Finland","2024","276853655891.645"
"1141","Finland","2025","280577337563.388"
"1239","Finland","2026","284957149802.752"
"1339","Finland","2027","289556358200.568"
"1439","Finland","2028","294258753457.745"
"1539","Finland","2029","300323178063.119"
"1674","Finland","2030","306512585342.287"
"1739","Finland","2031","312829551082.691"
"1839","Finland","2032","319276704156.581"
"1939","Finland","2033","325856727615.044"
"2039","Finland","2034","332572359804.586"
"2139","Finland","2035","339426395506.725"
"2239","Finland","2036","346421687101.067"
"2339","Finland","2037","353561145752.355"
"2439","Finland","2038","360847742621.98"
"2539","Finland","2039","368284510104.463"
"2639","Finland","2040","375874543089.417"
"2744","Finland","2041","383621000249.519"
"2841","Finland","2042","391527105355.023"
"2940","Finland","2043","399596148615.369"
"3040","Finland","2044","407831488048.437"
"3142","Finland","2045","416236550878.021"
"3242","Finland","2046","424814834960.106"
"3339","Finland","2047","433569910238.538"
"3439","Finland","2048","442505420230.692"
"3539","Finland","2049","451625083543.763"
"3639","Finland","2050","460932695422.301"
"1149","Fiji","2019","12161896573"
"14171","Fiji","2020","10089525097"
"1685","Fiji","2021","9597051739"
"873","Fiji","2022","11517997615.0782"
"940","Fiji","2023","12377125057.1869"
"1040","Fiji","2024","12861441960.6746"
"1142","Fiji","2025","13335000253.6666"
"1240","Fiji","2026","13797724762.4688"
"1340","Fiji","2027","14278023561.4503"
"1440","Fiji","2028","14748056097.0932"
"1540","Fiji","2029","15151317951.8178"
"1677","Fiji","2030","15565606352.8483"
"1740","Fiji","2031","15991222803.3445"
"1840","Fiji","2032","16428477050.5847"
"1940","Fiji","2033","16877687311.3882"
"2040","Fiji","2034","17339180503.7008"
"2140","Fiji","2035","17813292484.5133"
"2240","Fiji","2036","18300368294.2855"
"2340","Fiji","2037","18800762408.0529"
"2440","Fiji","2038","19314838993.4005"
"2540","Fiji","2039","19842972175.4896"
"2640","Fiji","2040","20385546309.3318"
"2745","Fiji","2041","20942956259.5079"
"2842","Fiji","2042","21515607687.5351"
"2941","Fiji","2043","22103917347.0917"
"3042","Fiji","2044","22708313387.3146"
"3143","Fiji","2045","23329235664.3896"
"3243","Fiji","2046","23967136061.6619"
"3340","Fiji","2047","24622478818.4994"
"3440","Fiji","2048","25295740868.1483"
"3540","Fiji","2049","25987412184.8267"
"3640","Fiji","2050","26697996140.3089"
"1150","France","2019","3.09e+12"
"14181","France","2020","2.86e+12"
"1686","France","2021","3.05e+12"
"874","France","2022","3.126921e+12"
"941","France","2023","3156658018710"
"1041","France","2024","3199146635641.84"
"1145","France","2025","3257083181213.31"
"1241","France","2026","3311443899507.76"
"1341","France","2027","3361943418975.25"
"1441","France","2028","3410288165340.11"
"1541","France","2029","3470823872046.98"
"1678","France","2030","3532434142429.65"
"1741","France","2031","3595138050967.57"
"1841","France","2032","3658955010729.49"
"1941","France","2033","3723904779383.73"
"2041","France","2034","3790007465315.14"
"2141","France","2035","3857283533850.62"
"2241","France","2036","3925753813595.18"
"2341","France","2037","3995439502880.46"
"2441","France","2038","4066362176327.7"
"2541","France","2039","4138543791527.22"
"2641","France","2040","4212006695836.49"
"2746","France","2041","4286773633298.82"
"2843","France","2042","4362867751684.92"
"2942","France","2043","4440312609659.41"
"3043","France","2044","4519132184074.56"
"3144","France","2045","4599350877393.52"
"3244","France","2046","4680993525245.27"
"3341","France","2047","4764085404113.73"
"3442","France","2048","4848652239163.32"
"3541","France","2049","4934720212203.46"
"3641","France","2050","5022315969794.4"
"1153","Gabon","2019","32471045092"
"14211","Gabon","2020","31874304869"
"1689","Gabon","2021","32360968173"
"877","Gabon","2022","33343770776.414"
"942","Gabon","2023","34264725725.2586"
"1042","Gabon","2024","35140189467.539"
"1146","Gabon","2025","36022559625.0689"
"1242","Gabon","2026","37045600318.4209"
"1342","Gabon","2027","38074356639.2635"
"1442","Gabon","2028","39152241675.721"
"1542","Gabon","2029","39865527839.8474"
"1681","Gabon","2030","40591808844.886"
"1742","Gabon","2031","41331321434.3752"
"1842","Gabon","2032","42084306664.9114"
"1942","Gabon","2033","42851009984.7253"
"2042","Gabon","2034","43631681313.6904"
"2142","Gabon","2035","44426575124.788"
"2242","Gabon","2036","45235950527.0573"
"2342","Gabon","2037","46060071350.0564"
"2442","Gabon","2038","46899206229.8618"
"2542","Gabon","2039","47753628696.635"
"2642","Gabon","2040","48623617263.7842"
"2747","Gabon","2041","49509455518.7504"
"2844","Gabon","2042","50411432215.4476"
"2943","Gabon","2043","51329841368.3869"
"3044","Gabon","2044","52264982348.5157"
"3145","Gabon","2045","53217159980.8024"
"3245","Gabon","2046","54186684643.5996"
"3342","Gabon","2047","55173872369.8168"
"3443","Gabon","2048","56179044949.9368"
"3542","Gabon","2049","57202530036.9088"
"3642","Gabon","2050","58244661252.9524"
"1154","United Kingdom","2019","3.14e+12"
"14221","United Kingdom","2020","2.81e+12"
"1690","United Kingdom","2021","3.05e+12"
"878","United Kingdom","2022","3.175111e+12"
"943","United Kingdom","2023","3190351532800"
"1043","United Kingdom","2024","3210642168548.61"
"1147","United Kingdom","2025","3274309202750.93"
"1243","United Kingdom","2026","3341432541407.32"
"1344","United Kingdom","2027","3402346856637.18"
"1443","United Kingdom","2028","3454232646200.9"
"1543","United Kingdom","2029","3520551884635.87"
"1682","United Kingdom","2030","3588144413505.24"
"1743","United Kingdom","2031","3657034679237.66"
"1843","United Kingdom","2032","3727247597618.84"
"1943","United Kingdom","2033","3798808562802.97"
"2043","United Kingdom","2034","3871743456497.07"
"2143","United Kingdom","2035","3946078657321.74"
"2243","United Kingdom","2036","4021841050351.61"
"2343","United Kingdom","2037","4099058036838.95"
"2443","United Kingdom","2038","4177757544123.99"
"2543","United Kingdom","2039","4257968035735.49"
"2643","United Kingdom","2040","4339718521685.24"
"2748","United Kingdom","2041","4423038568960.24"
"2845","United Kingdom","2042","4507958312216.26"
"2944","United Kingdom","2043","4594508464676.78"
"3045","United Kingdom","2044","4682720329241.12"
"3146","United Kingdom","2045","4772625809805.9"
"3246","United Kingdom","2046","4864257422803.81"
"3343","United Kingdom","2047","4957648308963.96"
"3444","United Kingdom","2048","5052832245297.99"
"3543","United Kingdom","2049","5149843657316.34"
"3643","United Kingdom","2050","5248717631479.03"
"1156","Ghana","2019","1.69e+11"
"14241","Ghana","2020","1.69e+11"
"1692","Ghana","2021","1.78e+11"
"879","Ghana","2022","183478840000"
"944","Ghana","2023","185607194544"
"1044","Ghana","2024","190607452365.015"
"1151","Ghana","2025","199363958726.664"
"1244","Ghana","2026","209228487404.459"
"1345","Ghana","2027","219689911774.682"
"1444","Ghana","2028","230674407363.416"
"1544","Ghana","2029","244910936752.707"
"1683","Ghana","2030","260026101840.552"
"1744","Ghana","2031","276074129374.893"
"1844","Ghana","2032","293112592815.168"
"1944","Ghana","2033","311202618881.26"
"2044","Ghana","2034","330409106850.025"
"2144","Ghana","2035","350800961386.142"
"2244","Ghana","2036","372451339742.582"
"2344","Ghana","2037","395437914217.541"
"2444","Ghana","2038","419843150809.43"
"2544","Ghana","2039","445754605069.609"
"2644","Ghana","2040","473265236214.258"
"2749","Ghana","2041","502473740622.288"
"2846","Ghana","2042","533484905915.741"
"2945","Ghana","2043","566409986892.961"
"3046","Ghana","2044","601367104663.229"
"3147","Ghana","2045","638481670414.786"
"3247","Ghana","2046","677886835336.543"
"3344","Ghana","2047","719723968307.597"
"3445","Ghana","2048","764143163068.313"
"3544","Ghana","2049","811303776692.472"
"3644","Ghana","2050","861375001292.298"
"1159","Gambia","2019","5226778680"
"14271","Gambia","2020","5257694412"
"1695","Gambia","2021","5481960955"
"883","Gambia","2022","5750851139.84275"
"945","Gambia","2023","6070310920.66101"
"1045","Gambia","2024","6448066369.25374"
"1152","Gambia","2025","6821280450.70615"
"1245","Gambia","2026","7163640516.52709"
"1347","Gambia","2027","7523255270.45675"
"1445","Gambia","2028","7900772219.92827"
"1545","Gambia","2029","8298712538.83812"
"1687","Gambia","2030","8716696024.79621"
"1745","Gambia","2031","9155732197.38684"
"1845","Gambia","2032","9616881422.93867"
"1945","Gambia","2033","10101257475.5364"
"2045","Gambia","2034","10610030227.0235"
"2145","Gambia","2035","11144428472.4931"
"2245","Gambia","2036","11705742898.0914"
"2345","Gambia","2037","12295329198.3006"
"2445","Gambia","2038","12914611350.2315"
"2545","Gambia","2039","13565085052.833"
"2645","Gambia","2040","14248321339.3251"
"2750","Gambia","2041","14965970371.5804"
"2847","Gambia","2042","15719765425.6183"
"2946","Gambia","2043","16511527077.8376"
"3047","Gambia","2044","17343167602.098"
"3148","Gambia","2045","18216695588.271"
"3248","Gambia","2046","19134220793.4143"
"3345","Gambia","2047","20097959237.2866"
"3446","Gambia","2048","21110238554.5096"
"3545","Gambia","2049","22173503616.3039"
"3645","Gambia","2050","23290322435.3764"
"1162","Greece","2019","3.19e+11"
"14301","Greece","2020","2.89e+11"
"1698","Greece","2021","3.13e+11"
"884","Greece","2022","331510820000"
"946","Greece","2023","339672616388.4"
"1046","Greece","2024","346377753835.907"
"1155","Greece","2025","351289390385.3"
"1246","Greece","2026","356235545001.925"
"1348","Greece","2027","360542432740.998"
"1446","Greece","2028","364609351382.316"
"1546","Greece","2029","368421627953.201"
"1688","Greece","2030","372273764863.921"
"1746","Greece","2031","376166178885.573"
"1846","Greece","2032","380099291146.924"
"1946","Greece","2033","384073527179.971"
"2046","Greece","2034","388089316965.983"
"2146","Greece","2035","392147094982.019"
"2246","Greece","2036","396247300247.937"
"2346","Greece","2037","400390376373.891"
"2446","Greece","2038","404576771608.328"
"2546","Greece","2039","408806938886.483"
"2646","Greece","2040","413081335879.384"
"2751","Greece","2041","417400425043.369"
"2848","Greece","2042","421764673670.119"
"2947","Greece","2043","426174553937.216"
"3048","Greece","2044","430630542959.228"
"3149","Greece","2045","435133122839.33"
"3249","Greece","2046","439682780721.465"
"3346","Greece","2047","444280008843.046"
"3447","Greece","2048","448925304588.215"
"3546","Greece","2049","453619170541.655"
"3646","Greece","2050","458362114542.965"
"1165","Guatemala","2019","1.44e+11"
"14331","Guatemala","2020","1.41e+11"
"1701","Guatemala","2021","1.53e+11"
"887","Guatemala","2022","159300540000"
"947","Guatemala","2023","164767734532.8"
"1047","Guatemala","2024","170534605241.448"
"1157","Guatemala","2025","176673851030.14"
"1247","Guatemala","2026","183210783518.255"
"1352","Guatemala","2027","190172793291.949"
"1447","Guatemala","2028","197589532230.335"
"1547","Guatemala","2029","204296967332.077"
"1691","Guatemala","2030","211232095091.098"
"1747","Guatemala","2031","218402644832.452"
"1847","Guatemala","2032","225816608263.241"
"1947","Guatemala","2033","233482248379.517"
"2047","Guatemala","2034","241408108675.541"
"2147","Guatemala","2035","249603022665.66"
"2247","Guatemala","2036","258076123729.419"
"2347","Guatemala","2037","266836855290.877"
"2447","Guatemala","2038","275894981343.476"
"2547","Guatemala","2039","285260597332.183"
"2647","Guatemala","2040","294944141405.05"
"2752","Guatemala","2041","304956406046.717"
"2849","Guatemala","2042","315308550106.83"
"2948","Guatemala","2043","326012111236.781"
"3049","Guatemala","2044","337079018748.629"
"3150","Guatemala","2045","348521606910.534"
"3250","Guatemala","2046","360352628693.52"
"3347","Guatemala","2047","372585269984.893"
"3448","Guatemala","2048","385233164284.148"
"3547","Guatemala","2049","398310407897.754"
"3647","Guatemala","2050","411831575649.738"
"1167","Guyana","2019","10240415403"
"14351","Guyana","2020","14692912354"
"1703","Guyana","2021","17640310213"
"889","Guyana","2022","28628106638.4734"
"948","Guyana","2023","39630460581.7715"
"1048","Guyana","2024","50155914607.6842"
"1158","Guyana","2025","59572186016.1308"
"1248","Guyana","2026","72188979292.4871"
"1353","Guyana","2027","87468498649.5349"
"1448","Guyana","2028","99261001637.4652"
"1548","Guyana","2029","103560899260.583"
"1693","Guyana","2030","108047064594.728"
"1748","Guyana","2031","112727566590.19"
"1848","Guyana","2032","117610823736.953"
"1948","Guyana","2033","122705619206.441"
"2048","Guyana","2034","128021116649.193"
"2148","Guyana","2035","133566876676.875"
"2248","Guyana","2036","139352874058.281"
"2348","Guyana","2037","145389515660.25"
"2448","Guyana","2038","151687659165.763"
"2548","Guyana","2039","158258632602.897"
"2648","Guyana","2040","165114254719.752"
"2753","Guyana","2041","172266856242.003"
"2850","Guyana","2042","179729302051.308"
"2949","Guyana","2043","187515014324.468"
"3050","Guyana","2044","195637996674.953"
"3151","Guyana","2045","204112859340.217"
"3251","Guyana","2046","212954845460.106"
"3348","Guyana","2047","222179858493.62"
"3449","Guyana","2048","231804490823.35"
"3548","Guyana","2049","241846053599.028"
"3648","Guyana","2050","252322607873.877"
"1170","Honduras","2019","55905485859"
"14381","Honduras","2020","50893693122"
"1706","Honduras","2021","57272757484"
"890","Honduras","2022","59563667783.36"
"949","Honduras","2023","61291014149.0774"
"1049","Honduras","2024","63252326601.8479"
"1160","Honduras","2025","65458567753.7204"
"1249","Honduras","2026","67901481502.2892"
"1356","Honduras","2027","70511614451.2372"
"1449","Honduras","2028","73205158123.2745"
"1549","Honduras","2029","75991036853.5179"
"1694","Honduras","2030","78882934346.6271"
"1749","Honduras","2031","81884885228.3586"
"1849","Honduras","2032","85001077665.2626"
"1949","Honduras","2033","88235859207.7962"
"2049","Honduras","2034","91593742855.8011"
"2149","Honduras","2035","95079413354.807"
"2249","Honduras","2036","98697733731.9467"
"2349","Honduras","2037","102453752080.6"
"2449","Honduras","2038","106352708603.231"
"2549","Honduras","2039","110400042922.25"
"2649","Honduras","2040","114601401669.09"
"2754","Honduras","2041","118962646362.099"
"2852","Honduras","2042","123489861584.222"
"2950","Honduras","2043","128189363471.901"
"3051","Honduras","2044","133067708527.019"
"3152","Honduras","2045","138131702764.193"
"3252","Honduras","2046","143388411206.173"
"3349","Honduras","2047","148845167740.596"
"3450","Honduras","2048","154509585351.849"
"3549","Honduras","2049","160389566742.308"
"3649","Honduras","2050","166493315357.78"
"1172","Croatia","2019","1.2e+11"
"14401","Croatia","2020","1.09e+11"
"1708","Croatia","2021","1.24e+11"
"892","Croatia","2022","131711560000"
"950","Croatia","2023","135267772120"
"1050","Croatia","2024","138784734195.12"
"1161","Croatia","2025","142531922018.388"
"1250","Croatia","2026","146665347756.921"
"1360","Croatia","2027","150771977494.115"
"1450","Croatia","2028","154993592863.95"
"1550","Croatia","2029","160255053092.06"
"1696","Croatia","2030","165695120469.152"
"1750","Croatia","2031","171319858048.502"
"1850","Croatia","2032","177135534701.658"
"1950","Croatia","2033","183148632105.212"
"2050","Croatia","2034","189365851964.746"
"2150","Croatia","2035","195794123484.003"
"2250","Croatia","2036","202440611087.609"
"2350","Croatia","2037","209312722405.956"
"2450","Croatia","2038","216418116531.138"
"2550","Croatia","2039","223764712553.146"
"2650","Croatia","2040","231360698385.839"
"2755","Croatia","2041","239214539892.522"
"2853","Croatia","2042","247334990321.301"
"2952","Croatia","2043","255731100060.738"
"3052","Croatia","2044","264412226726.673"
"3153","Croatia","2045","273388045591.453"
"3253","Croatia","2046","282668560367.2"
"3350","Croatia","2047","292264114355.129"
"3452","Croatia","2048","302185401973.34"
"3550","Croatia","2049","312443480675.946"
"3650","Croatia","2050","323049783276.8"
"1173","Haiti","2019","34734585908"
"14411","Haiti","2020","33586432270"
"1709","Haiti","2021","32982467647"
"893","Haiti","2022","32427702541.1775"
"952","Haiti","2023","31941287003.0598"
"1051","Haiti","2024","32388465021.1026"
"1163","Haiti","2025","32874291996.4191"
"1251","Haiti","2026","33367406376.3654"
"1364","Haiti","2027","33867917472.0109"
"1451","Haiti","2028","34375936234.0911"
"1551","Haiti","2029","34738043601.4861"
"1697","Haiti","2030","35103965315.7728"
"1751","Haiti","2031","35473741556.3109"
"1851","Haiti","2032","35847412925.6995"
"1951","Haiti","2033","36225020454.235"
"2051","Haiti","2034","36606605604.4165"
"2151","Haiti","2035","36992210275.4985"
"2251","Haiti","2036","37381876808.0917"
"2351","Haiti","2037","37775647988.812"
"2451","Haiti","2038","38173567054.9785"
"2551","Haiti","2039","38575677699.3614"
"2651","Haiti","2040","38982024074.9793"
"2756","Haiti","2041","39392650799.9475"
"2854","Haiti","2042","39807602962.3772"
"2953","Haiti","2043","40226926125.3262"
"3053","Haiti","2044","40650666331.8021"
"3154","Haiti","2045","41078870109.8177"
"3254","Haiti","2046","41511584477.5002"
"3352","Haiti","2047","41948856948.2536"
"3453","Haiti","2048","42390735535.9762"
"3552","Haiti","2049","42837268760.3324"
"3651","Haiti","2050","43288505652.0804"
"1174","Hungary","2019","3.19e+11"
"14421","Hungary","2020","3.05e+11"
"17101","Hungary","2021","3.26e+11"
"895","Hungary","2022","340924280000"
"953","Hungary","2023","339765137448"
"1052","Hungary","2024","350291061406.139"
"1164","Hungary","2025","361850666432.542"
"1252","Hungary","2026","374153589091.248"
"1365","Hungary","2027","387061887914.896"
"1452","Hungary","2028","400419393666.839"
"1552","Hungary","2029","417081043766.676"
"1699","Hungary","2030","434435993413.039"
"1752","Hungary","2031","452513091144.838"
"1852","Hungary","2032","471342385903.033"
"1952","Hungary","2033","490955176979.962"
"2052","Hungary","2034","511384066047.082"
"2152","Hungary","2035","532663011347.612"
"2252","Hungary","2036","554827384144.159"
"2352","Hungary","2037","577914027515.157"
"2452","Hungary","2038","601961317597.856"
"2552","Hungary","2039","627009227379.661"
"2652","Hungary","2040","653099393143.862"
"2757","Hungary","2041","680275183680.203"
"2855","Hungary","2042","708581772375.336"
"2954","Hungary","2043","738066212302.996"
"3054","Hungary","2044","768777514438.716"
"3155","Hungary","2045","800766729129.095"
"3255","Hungary","2046","834087030951.041"
"3353","Hungary","2047","868793807102.05"
"3454","Hungary","2048","904944749468.451"
"3553","Hungary","2049","942599950524.654"
"3652","Hungary","2050","981822003222.812"
"1179","Indonesia","2019","3.2e+12"
"14471","Indonesia","2020","3.13e+12"
"17151","Indonesia","2021","3.25e+12"
"896","Indonesia","2022","3422542500000"
"954","Indonesia","2023","3592677087675"
"1053","Indonesia","2024","3770622383827.54"
"1166","Indonesia","2025","3957720666513.06"
"1253","Indonesia","2026","4153825725538.78"
"1366","Indonesia","2027","4359523175467.46"
"1453","Indonesia","2028","4575537548811.87"
"1553","Indonesia","2029","4810102106435.27"
"16100","Indonesia","2030","5056691596890.29"
"1753","Indonesia","2031","5315922477373.5"
"1853","Indonesia","2032","5588442807709.15"
"1953","Indonesia","2033","5874933870455.28"
"2053","Indonesia","2034","6176111874064.47"
"2153","Indonesia","2035","6492729743356.95"
"2253","Indonesia","2036","6825579001782.17"
"2353","Indonesia","2037","7175491750174.39"
"2453","Indonesia","2038","7543342746948.97"
"2553","Indonesia","2039","7930051594939.78"
"2653","Indonesia","2040","8336585040344.63"
"2758","Indonesia","2041","8763959389525.97"
"2856","Indonesia","2042","9213243049708.67"
"2955","Indonesia","2043","9685559199926.46"
"3055","Indonesia","2044","10182088598894.2"
"3156","Indonesia","2045","10704072536825.6"
"3256","Indonesia","2046","11252815938575.5"
"3354","Indonesia","2047","11829690625864.4"
"3455","Indonesia","2048","12436138746741.1"
"3554","Indonesia","2049","13073676380855.8"
"3653","Indonesia","2050","13743897329557.9"
"1182","India","2019","9.15e+12"
"14501","India","2020","8.62e+12"
"17181","India","2021","9.4e+12"
"898","India","2022","1.008056e+13"
"955","India","2023","10718861059200"
"1054","India","2024","11393398985655.5"
"1168","India","2025","12114259339477.9"
"1254","India","2026","12879395959359.3"
"1368","India","2027","13697108808819"
"1454","India","2028","14554958733515.3"
"1554","India","2029","15475261498626.5"
"16101","India","2030","16453754547542.5"
"1754","India","2031","17494117222820.7"
"1854","India","2032","18600261510009.1"
"1954","India","2033","19776346747546.4"
"2054","India","2034","21026795266761.7"
"2154","India","2035","22356309020783.4"
"2254","India","2036","23769887264885.9"
"2354","India","2037","25272845354755.5"
"2454","India","2038","26870834733361.7"
"2554","India","2039","28569864181587.8"
"2654","India","2040","30376322412528.8"
"2759","India","2041","32297002094415.2"
"2857","India","2042","34339125392494.3"
"2956","India","2043","36510371125911.7"
"3056","India","2044","38818903641709.2"
"3157","India","2045","41273403514511"
