"","location","year","gdp"
"1075","Afghanistan","2019","78557606649"
"1343","Afghanistan","2020","76710638230"
"1611","Afghanistan","2021","60801742189"
"8","Afghanistan","2022","63595367648.2004"
"9","Afghanistan","2023","65387306099.3437"
"10","Afghanistan","2024","67660532122.1685"
"11","Afghanistan","2025","70177077906.3554"
"12","Afghanistan","2026","72689568046.1629"
"13","Afghanistan","2027","75341929617.9807"
"14","Afghanistan","2028","78007024808.3341"
"15","Afghanistan","2029","79955187471.0934"
"16","Afghanistan","2030","81952003928.4295"
"17","Afghanistan","2031","83998689269.7043"
"18","Afghanistan","2032","86096488930.1584"
"19","Afghanistan","2033","88246679448.7755"
"20","Afghanistan","2034","90450569245.0728"
"21","Afghanistan","2035","92709499415.2919"
"22","Afghanistan","2036","95024844548.4739"
"23","Afghanistan","2037","97398013562.9146"
"24","Afghanistan","2038","99830450563.5106"
"25","Afghanistan","2039","102323635720.516"
"26","Afghanistan","2040","104879086170.245"
"27","Afghanistan","2041","107498356938.272"
"28","Afghanistan","2042","110183041885.681"
"29","Afghanistan","2043","112934774678.956"
"30","Afghanistan","2044","115755229784.086"
"31","Afghanistan","2045","118646123485.5"
"32","Afghanistan","2046","121609214930.45"
"33","Afghanistan","2047","124646307199.474"
"34","Afghanistan","2048","127759248403.596"
"35","Afghanistan","2049","130949932808.925"
"36","Afghanistan","2050","134220301989.342"
"1078","Albania","2019","38968979796"
"1346","Albania","2020","37682192114"
"1614","Albania","2021","41039120681"
"81","Albania","2022","43027055686.7876"
"91","Albania","2023","44579041585.41"
"101","Albania","2024","46063523670.2042"
"111","Albania","2025","47643041896.8555"
"121","Albania","2026","49287203272.716"
"131","Albania","2027","50995497738.1483"
"141","Albania","2028","52763001689.7525"
"151","Albania","2029","54505995099.7332"
"161","Albania","2030","56306567228.3225"
"171","Albania","2031","58166620153.186"
"181","Albania","2032","60088118785.9589"
"191","Albania","2033","62073092947.9275"
"201","Albania","2034","64123639514.2797"
"211","Albania","2035","66241924629.1896"
"221","Albania","2036","68430185994.0759"
"231","Albania","2037","70690735231.4517"
"241","Albania","2038","73025960326.8625"
"251","Albania","2039","75438328151.4921"
"261","Albania","2040","77930387068.1013"
"272","Albania","2041","80504769623.0523"
"281","Albania","2042","83164195327.2622"
"291","Albania","2043","85911473529.0238"
"301","Albania","2044","88749506381.7283"
"311","Albania","2045","91681291909.6248"
"321","Albania","2046","94709927174.8552"
"331","Albania","2047","97838611549.1104"
"341","Albania","2048","101070650093.363"
"351","Albania","2049","104409457049.25"
"361","Albania","2050","107858559445.785"
"1081","United Arab Emirates","2019","6.61e+11"
"1349","United Arab Emirates","2020","6.28e+11"
"1617","United Arab Emirates","2021","6.56e+11"
"82","United Arab Emirates","2022","7.07496e+11"
"9.1","United Arab Emirates","2023","731437664640"
"102","United Arab Emirates","2024","760782943745.357"
"112","United Arab Emirates","2025","792378259399.102"
"122","United Arab Emirates","2026","826189039727.662"
"132","United Arab Emirates","2027","862219143750.185"
"142","United Arab Emirates","2028","900794828241.568"
"152","United Arab Emirates","2029","920193319879.037"
"162","United Arab Emirates","2030","940009555342.304"
"172","United Arab Emirates","2031","960252530686.695"
"182","United Arab Emirates","2032","980931435696.337"
"192","United Arab Emirates","2033","1002055658056.08"
"202","United Arab Emirates","2034","1023634787613.28"
"212","United Arab Emirates","2035","1045678620731.31"
"222","United Arab Emirates","2036","1068197164736.87"
"232","United Arab Emirates","2037","1091200642463.05"
"242","United Arab Emirates","2038","1114699496890.25"
"252","United Arab Emirates","2039","1138704395886.98"
"262","United Arab Emirates","2040","1163226237052.83"
"273","United Arab Emirates","2041","1188276152665.69"
"282","United Arab Emirates","2042","1213865514735.5"
"292","United Arab Emirates","2043","1240005940166.87"
"302","United Arab Emirates","2044","1266709296032.82"
"312","United Arab Emirates","2045","1293987704962.15"
"322","United Arab Emirates","2046","1321853550642.79"
"332","United Arab Emirates","2047","1350319483443.67"
"342","United Arab Emirates","2048","1379398426157.66"
"352","United Arab Emirates","2049","1409103579868.18"
"362","United Arab Emirates","2050","1439448429942.15"
"1082","Argentina","2019","9.92e+11"
"1350","Argentina","2020","8.94e+11"
"1618","Argentina","2021","9.89e+11"
"83","Argentina","2022","1038014840000"
"93","Argentina","2023","1012064469000"
"10.1","Argentina","2024","1039896241897.5"
"113","Argentina","2025","1073692869759.17"
"123","Argentina","2026","1105903655851.95"
"133","Argentina","2027","1136316006387.88"
"143","Argentina","2028","1164723906547.58"
"153","Argentina","2029","1153829402103.66"
"163","Argentina","2030","1143036801833.27"
"173","Argentina","2031","1132345152553.02"
"183","Argentina","2032","1121753509995.34"
"193","Argentina","2033","1111260938725.08"
"203","Argentina","2034","1100866512056.9"
"213","Argentina","2035","1090569311973.39"
"223","Argentina","2036","1080368429044.05"
"233","Argentina","2037","1070262962344.93"
"243","Argentina","2038","1060252019379.07"
"253","Argentina","2039","1050334715997.67"
"263","Argentina","2040","1040510176322.04"
"275","Argentina","2041","1030777532666.19"
"283","Argentina","2042","1021135925460.23"
"293","Argentina","2043","1011584503174.46"
"303","Argentina","2044","1002122422244.14"
"313","Argentina","2045","992748846995.008"
"323","Argentina","2046","983462949569.464"
"333","Argentina","2047","974263909853.459"
"343","Argentina","2048","965150915404.064"
"353","Argentina","2049","956123161377.716"
"363","Argentina","2050","947179850459.134"
"1083","Armenia","2019","40384118258"
"1351","Armenia","2020","37476461744"
"1619","Armenia","2021","39650096525"
"84","Armenia","2022","44647594691.011"
"94","Armenia","2023","47787213549.6829"
"104","Armenia","2024","50177529971.438"
"11.1","Armenia","2025","52435518820.1527"
"124","Armenia","2026","54795117167.0596"
"134","Armenia","2027","57260897439.5773"
"144","Armenia","2028","59837637824.3583"
"154","Armenia","2029","62878256360.6256"
"164","Armenia","2030","66073382351.0513"
"174","Armenia","2031","69430867011.796"
"184","Armenia","2032","72958960514.4984"
"194","Armenia","2033","76666332258.9905"
"204","Armenia","2034","80562092176.1612"
"214","Armenia","2035","84655813113.3134"
"224","Armenia","2036","88957554357.0217"
"234","Armenia","2037","93477886351.2913"
"244","Armenia","2038","98227916671.7583"
"254","Armenia","2039","103219317319.755"
"264","Armenia","2040","108464353403.307"
"276","Armenia","2041","113975913275.547"
"284","Armenia","2042","119767540204.586"
"294","Armenia","2043","125853465652.682"
"304","Armenia","2044","132248644246.467"
"314","Armenia","2045","138968790524.172"
"324","Armenia","2046","146030417550.138"
"334","Armenia","2047","153450877491.507"
"344","Armenia","2048","161248404256.797"
"354","Armenia","2049","169442158301.131"
"364","Armenia","2050","178052273708.224"
"1086","Australia","2019","1.25e+12"
"1354","Australia","2020","1.25e+12"
"1622","Australia","2021","1.27e+12"
"85","Australia","2022","1316888400000"
"95","Australia","2023","1340289506868"
"105","Australia","2024","1356868888067.96"
"115","Australia","2025","1383707754673.94"
"125","Australia","2026","1413997117423.75"
"135","Australia","2027","1446476631210.97"
"14.1","Australia","2028","1479774523261.45"
"155","Australia","2029","1517586443386.59"
"165","Australia","2030","1556364552131.07"
"175","Australia","2031","1596133538017.57"
"185","Australia","2032","1636918720421.96"
"195","Australia","2033","1678746065693.14"
"205","Australia","2034","1721642203684.82"
"215","Australia","2035","1765634444709.71"
"225","Australia","2036","1810750796926.95"
"235","Australia","2037","1857019984173.83"
"245","Australia","2038","1904471464253.12"
"255","Australia","2039","1953135447687.73"
"265","Australia","2040","2003042916954.59"
"2710","Australia","2041","2054225646209.99"
"285","Australia","2042","2106716221518.94"
"295","Australia","2043","2160548061601.48"
"305","Australia","2044","2215755439109.07"
"315","Australia","2045","2272373502444.69"
"325","Australia","2046","2330438298140.43"
"335","Australia","2047","2389986793806.95"
"345","Australia","2048","2451056901669.33"
"355","Australia","2049","2513687502704.3"
"365","Australia","2050","2577918471394.28"
"1087","Austria","2019","4.95e+11"
"1355","Austria","2020","4.62e+11"
"1623","Austria","2021","4.82e+11"
"86","Austria","2022","505372180000"
"96","Austria","2023","505852283571"
"106","Austria","2024","509732170585.99"
"116","Austria","2025","518326254982.07"
"126","Austria","2026","528381784328.722"
"136","Austria","2027","537411829022.9"
"146","Austria","2028","544145599240.557"
"15.1","Austria","2029","555120634522.145"
"166","Austria","2030","566317028571.681"
"176","Austria","2031","577739246040.338"
"186","Austria","2032","589391841628.174"
"196","Austria","2033","601279461900.354"
"206","Austria","2034","613406847140.005"
"216","Austria","2035","625778833238.441"
"226","Austria","2036","638400353623.515"
"236","Austria","2037","651276441226.861"
"246","Austria","2038","664412230490.815"
"256","Austria","2039","677812959415.817"
"266","Austria","2040","691483971649.103"
"2711","Austria","2041","705430718615.528"
"286","Austria","2042","719658761691.365"
"296","Austria","2043","734173774421.947"
"306","Austria","2044","748981544784.04"
"316","Austria","2045","764087977493.844"
"326","Austria","2046","779499096361.544"
"336","Austria","2047","795221046693.356"
"346","Austria","2048","811260097742.012"
"356","Austria","2049","827622645206.679"
"366","Austria","2050","844315213783.291"
"1089","Burundi","2019","8664576039"
"1357","Burundi","2020","8692922796"
"1625","Burundi","2021","8962403403"
"87","Burundi","2022","9126146513.17281"
"97","Burundi","2023","9430594760.85225"
"107","Burundi","2024","9991715149.12296"
"117","Burundi","2025","10585722614.7383"
"127","Burundi","2026","11189108803.7784"
"137","Burundi","2027","11853965648.8989"
"147","Burundi","2028","12501903411.2677"
"157","Burundi","2029","12605168052.4721"
"167","Burundi","2030","12709285650.6841"
"17.1","Burundi","2031","12814263251.2549"
"187","Burundi","2032","12920107957.7295"
"197","Burundi","2033","13026826932.3278"
"207","Burundi","2034","13134427396.4289"
"217","Burundi","2035","13242916631.0598"
"227","Burundi","2036","13352301977.3883"
"237","Burundi","2037","13462590837.2195"
"247","Burundi","2038","13573790673.4968"
"257","Burundi","2039","13685909010.8069"
"267","Burundi","2040","13798953435.8889"
"2712","Burundi","2041","13912931598.1477"
"287","Burundi","2042","14027851210.1717"
"297","Burundi","2043","14143720048.2545"
"307","Burundi","2044","14260545952.9214"
"317","Burundi","2045","14378336829.4595"
"327","Burundi","2046","14497100648.4531"
"337","Burundi","2047","14616845446.3227"
"347","Burundi","2048","14737579325.869"
"357","Burundi","2049","14859310456.8211"
"367","Burundi","2050","14982047076.3894"
"1090","Belgium","2019","5.97e+11"
"1358","Belgium","2020","5.66e+11"
"1626","Belgium","2021","6.05e+11"
"88","Belgium","2022","624650400000"
"98","Belgium","2023","630903150504"
"108","Belgium","2024","636278445346.294"
"118","Belgium","2025","644060130732.879"
"128","Belgium","2026","651737327491.215"
"138","Belgium","2027","659844939845.206"
"148","Belgium","2028","668449317860.787"
"158","Belgium","2029","679834996624.366"
"168","Belgium","2030","691414607339.768"
"178","Belgium","2031","703191453244.57"
"18.1","Belgium","2032","715168893840.305"
"198","Belgium","2033","727350345850.801"
"208","Belgium","2034","739739284196.849"
"218","Belgium","2035","752339242987.471"
"228","Belgium","2036","765153816528.069"
"238","Belgium","2037","778186660345.75"
"248","Belgium","2038","791441492232.113"
"258","Belgium","2039","804922093303.8"
"268","Belgium","2040","818632309081.106"
"2713","Belgium","2041","832576050584.969"
"288","Belgium","2042","846757295452.637"
"298","Belgium","2043","861180089072.345"
"308","Belgium","2044","875848545737.312"
"318","Belgium","2045","890766849819.402"
"328","Belgium","2046","905939256962.768"
"338","Belgium","2047","921370095297.832"
"348","Belgium","2048","937063766675.942"
"358","Belgium","2049","953024747925.06"
"368","Belgium","2050","969257592126.833"
"1091","Benin","2019","38794033860"
"1359","Benin","2020","40287135687"
"1627","Benin","2021","43169862200"
"89","Benin","2022","45869273683.366"
"99","Benin","2023","48392542428.688"
"109","Benin","2024","51445144005.0896"
"119","Benin","2025","54511274587.7929"
"129","Benin","2026","57787947303.2651"
"139","Benin","2027","61233842600.9588"
"149","Benin","2028","64892564696.3661"
"159","Benin","2029","68548684064.7361"
"169","Benin","2030","72410793270.2826"
"179","Benin","2031","76490498009.8511"
"189","Benin","2032","80800057858.1729"
"19.1","Benin","2033","85352423108.0738"
"209","Benin","2034","90161273686.3006"
"219","Benin","2035","95241060261.9089"
"229","Benin","2036","100607047670.743"
"239","Benin","2037","106275360786.5"
"249","Benin","2038","112263032976.22"
"259","Benin","2039","118588057285.813"
"269","Benin","2040","125269440509.434"
"2714","Benin","2041","132327260305.19"
"289","Benin","2042","139782725528.808"
"299","Benin","2043","147658239966.567"
"309","Benin","2044","155977469659.016"
"319","Benin","2045","164765414017.788"
"329","Benin","2046","174048480949.209"
"339","Benin","2047","183854566210.46"
"349","Benin","2048","194213137236.749"
"359","Benin","2049","205155321691.403"
"369","Benin","2050","216714001004.969"
"1093","Bangladesh","2019","9.05e+11"
"1361","Bangladesh","2020","9.36e+11"
"1629","Bangladesh","2021","1e+12"
"811","Bangladesh","2022","1.071e+12"
"910","Bangladesh","2023","1135527750000"
"1010","Bangladesh","2024","1203659415000"
"1110","Bangladesh","2025","1283100936390"
"1210","Bangladesh","2026","1374201102873.69"
"1310","Bangladesh","2027","1473143582280.6"
"1410","Bangladesh","2028","1576263633040.24"
"1510","Bangladesh","2029","1689928606981.92"
"1610","Bangladesh","2030","1811790005703.28"
"1710","Bangladesh","2031","1942438876532.62"
"1810","Bangladesh","2032","2082508887447.32"
"1910","Bangladesh","2033","2232679400465.16"
"2010","Bangladesh","2034","2393678766659.08"
"21.1","Bangladesh","2035","2566287858776.68"
"2210","Bangladesh","2036","2751343858598.29"
"2310","Bangladesh","2037","2949744317402.88"
"2410","Bangladesh","2038","3162451509235.72"
"2510","Bangladesh","2039","3390497098091.81"
"2610","Bangladesh","2040","3634987141651.75"
"2715","Bangladesh","2041","3897107455838.84"
"2810","Bangladesh","2042","4178129366216.53"
"2910","Bangladesh","2043","4479415874121.3"
"3010","Bangladesh","2044","4802428267437.71"
"3110","Bangladesh","2045","5148733208079.05"
"3210","Bangladesh","2046","5520010330548.85"
"3310","Bangladesh","2047","5918060388437.63"
"3410","Bangladesh","2048","6344813988366.61"
"3510","Bangladesh","2049","6802340953739.47"
"3610","Bangladesh","2050","7292860363717.82"
"1094","Bulgaria","2019","1.62e+11"
"1362","Bulgaria","2020","1.56e+11"
"1630","Bulgaria","2021","1.68e+11"
"812","Bulgaria","2022","173646480000"
"911","Bulgaria","2023","176534220962.4"
"1011","Bulgaria","2024","182114467687.021"
"1111","Bulgaria","2025","187577901717.632"
"1211","Bulgaria","2026","193092692028.13"
"1311","Bulgaria","2027","198576524481.729"
"1411","Bulgaria","2028","204216097777.01"
"1511","Bulgaria","2029","210685534138.088"
"1612","Bulgaria","2030","217359918136.916"
"1711","Bulgaria","2031","224245742384.578"
"1811","Bulgaria","2032","231349705173.955"
"1911","Bulgaria","2033","238678716995.596"
"2011","Bulgaria","2034","246239907260.003"
"2111","Bulgaria","2035","254040631232.879"
"22.1","Bulgaria","2036","262088477190.075"
"2311","Bulgaria","2037","270391273799.206"
"2411","Bulgaria","2038","278957097735.108"
"2511","Bulgaria","2039","287794281536.548"
"2611","Bulgaria","2040","296911421711.833"
"2716","Bulgaria","2041","306317387101.199"
"2811","Bulgaria","2042","316021327504.108"
"2911","Bulgaria","2043","326032682579.865"
"3011","Bulgaria","2044","336361191030.188"
"3111","Bulgaria","2045","347016900072.686"
"3211","Bulgaria","2046","358010175214.444"
"3311","Bulgaria","2047","369351710335.232"
"3411","Bulgaria","2048","381052538090.144"
"3511","Bulgaria","2049","393124040641.785"
"3611","Bulgaria","2050","405577960732.447"
"1095","Bahrain","2019","74364207032"
"1363","Bahrain","2020","70910259290"
"1631","Bahrain","2021","72803356662"
"816","Bahrain","2022","76364168836.3384"
"912","Bahrain","2023","78459601629.2075"
"1012","Bahrain","2024","81282578095.8264"
"1112","Bahrain","2025","83854358866.7783"
"1212","Bahrain","2026","86089916074.1666"
"1312","Bahrain","2027","88431561791.3839"
"1412","Bahrain","2028","90833363009.6379"
"1512","Bahrain","2029","93583436966.7862"
"1613","Bahrain","2030","96416772255.6655"
"1712","Bahrain","2031","99335889699.1589"
"1812","Bahrain","2032","102343386440.668"
"1912","Bahrain","2033","105441938254.796"
"2012","Bahrain","2034","108634301927.987"
"2112","Bahrain","2035","111923317711.245"
"2212","Bahrain","2036","115311911847.11"
"23.1","Bahrain","2037","118803099173.138"
"2412","Bahrain","2038","122399985804.209"
"2512","Bahrain","2039","126105771896.041"
"2612","Bahrain","2040","129923754492.376"
"2717","Bahrain","2041","133857330458.362"
"2812","Bahrain","2042","137909999502.751"
"2913","Bahrain","2043","142085367291.595"
"3012","Bahrain","2044","146387148656.213"
"3112","Bahrain","2045","150819170898.282"
"3212","Bahrain","2046","155385377194.993"
"3312","Bahrain","2047","160089830107.303"
"3412","Bahrain","2048","164936715194.401"
"3512","Bahrain","2049","169930344737.607"
"3612","Bahrain","2050","175075161577.016"
"1099","Belize","2019","3472746923"
"1367","Belize","2020","2995880043"
"1635","Belize","2021","3531017553"
"817","Belize","2022","3980374846.79478"
"913","Belize","2023","4139868466.90585"
"1013","Belize","2024","4263981723.54369"
"1113","Belize","2025","4372457418.59064"
"1213","Belize","2026","4483692735.31959"
"1313","Belize","2027","4597757878.50612"
"1413","Belize","2028","4714724838.93532"
"1513","Belize","2029","4754471377.61501"
"1615","Belize","2030","4794552991.48805"
"1713","Belize","2031","4834972505.33841"
"1813","Belize","2032","4875732767.76383"
"1913","Belize","2033","4916836651.37658"
"2013","Belize","2034","4958287053.00591"
"2113","Belize","2035","5000086893.9022"
"2213","Belize","2036","5042239119.94285"
"2313","Belize","2037","5084746701.83989"
"2413","Belize","2038","5127612635.34933"
"2513","Belize","2039","5170839941.4823"
"2613","Belize","2040","5214431666.71796"
"27.1","Belize","2041","5258390883.2182"
"2813","Belize","2042","5302720689.04414"
"2914","Belize","2043","5347424208.3745"
"3013","Belize","2044","5392504591.72575"
"3113","Belize","2045","5437965016.17415"
"3213","Belize","2046","5483808685.57967"
"3313","Belize","2047","5530038830.81178"
"3413","Belize","2048","5576658709.97713"
"3513","Belize","2049","5623671608.64919"
"3613","Belize","2050","5671080840.0998"
"1101","Bolivia (Plurinational State of)","2019","1e+11"
"1369","Bolivia (Plurinational State of)","2020","91668926759"
"1637","Bolivia (Plurinational State of)","2021","97271156546"
"820","Bolivia (Plurinational State of)","2022","100654247370.67"
"914","Bolivia (Plurinational State of)","2023","102466023823.342"
"1014","Bolivia (Plurinational State of)","2024","104310412252.162"
"1114","Bolivia (Plurinational State of)","2025","106500930909.457"
"1214","Bolivia (Plurinational State of)","2026","108843951389.465"
"1314","Bolivia (Plurinational State of)","2027","111347362271.423"
"1414","Bolivia (Plurinational State of)","2028","113908351603.666"
"1514","Bolivia (Plurinational State of)","2029","118015791540.74"
"1616","Bolivia (Plurinational State of)","2030","122271342328.328"
"1714","Bolivia (Plurinational State of)","2031","126680344719.887"
"1814","Bolivia (Plurinational State of)","2032","131248332051.977"
"1914","Bolivia (Plurinational State of)","2033","135981037188.651"
"2014","Bolivia (Plurinational State of)","2034","140884399716.245"
"2114","Bolivia (Plurinational State of)","2035","145964573397.616"
"2214","Bolivia (Plurinational State of)","2036","151227933895.163"
"2314","Bolivia (Plurinational State of)","2037","156681086772.342"
"2414","Bolivia (Plurinational State of)","2038","162330875783.706"
"2514","Bolivia (Plurinational State of)","2039","168184391463.875"
"2614","Bolivia (Plurinational State of)","2040","174248980026.221"
"2719","Bolivia (Plurinational State of)","2041","180532252582.429"
"2814","Bolivia (Plurinational State of)","2042","187042094694.508"
"29.1","Bolivia (Plurinational State of)","2043","193786676271.242"
"3014","Bolivia (Plurinational State of)","2044","200774461821.496"
"3114","Bolivia (Plurinational State of)","2045","208014221077.249"
"3214","Bolivia (Plurinational State of)","2046","215515039999.684"
"3314","Bolivia (Plurinational State of)","2047","223286332182.147"
"3414","Bolivia (Plurinational State of)","2048","231337850664.294"
"3514","Bolivia (Plurinational State of)","2049","239679700172.235"
"3614","Bolivia (Plurinational State of)","2050","248322349800.059"
"1102","Brazil","2019","3.11e+12"
"1370","Brazil","2020","3.01e+12"
"1638","Brazil","2021","3.16e+12"
"824","Brazil","2022","3251671600000"
"915","Brazil","2023","3351953152144"
"1015","Brazil","2024","3402467086146.81"
"1115","Brazil","2025","3466977862100.15"
"1215","Brazil","2026","3532053036571.77"
"1315","Brazil","2027","3603223905258.69"
"1415","Brazil","2028","3675828866949.65"
"1515","Brazil","2029","3684747239488.85"
"1620","Brazil","2030","3693687249969.21"
"1715","Brazil","2031","3702648950889.16"
"1815","Brazil","2032","3711632394874.49"
"1915","Brazil","2033","3720637634678.68"
"2015","Brazil","2034","3729664723183.2"
"2115","Brazil","2035","3738713713397.82"
"2215","Brazil","2036","3747784658460.93"
"2315","Brazil","2037","3756877611639.84"
"2415","Brazil","2038","3765992626331.09"
"2515","Brazil","2039","3775129756060.79"
"2615","Brazil","2040","3784289054484.9"
"2720","Brazil","2041","3793470575389.57"
"2815","Brazil","2042","3802674372691.45"
"2916","Brazil","2043","3811900500438"
"30.1","Brazil","2044","3821149012807.8"
"3115","Brazil","2045","3830419964110.9"
"3215","Brazil","2046","3839713408789.1"
"3315","Brazil","2047","3849029401416.3"
"3415","Brazil","2048","3858367996698.79"
"3515","Brazil","2049","3867729249475.62"
"3615","Brazil","2050","3877113214718.87"
"1103","Barbados","2019","4504598084"
"1371","Barbados","2020","3930802886"
"1639","Barbados","2021","3900030922"
"828","Barbados","2022","4282233952.356"
"916","Barbados","2023","4474934480.21202"
"1016","Barbados","2024","4649456924.94029"
"1116","Barbados","2025","4779641718.83862"
"1216","Barbados","2026","4889573478.37191"
"1316","Barbados","2027","4987364947.93935"
"1416","Barbados","2028","5087112246.89814"
"1516","Barbados","2029","5117121087.80416"
"1621","Barbados","2030","5147306950.66071"
"1716","Barbados","2031","5177670879.71909"
"1816","Barbados","2032","5208213925.39062"
"1916","Barbados","2033","5238937144.283"
"2016","Barbados","2034","5269841599.23685"
"2116","Barbados","2035","5300928359.36247"
"2216","Barbados","2036","5332198500.07684"
"2316","Barbados","2037","5363653103.14083"
"2416","Barbados","2038","5395293256.69659"
"2516","Barbados","2039","5427120055.30522"
"2616","Barbados","2040","5459134599.98464"
"2721","Barbados","2041","5491337998.24765"
"2816","Barbados","2042","5523731364.14027"
"2917","Barbados","2043","5556315818.28027"
"3016","Barbados","2044","5589092487.89593"
"31.1","Barbados","2045","5622062506.86506"
"3216","Barbados","2046","5655227015.75418"
"3316","Barbados","2047","5688587161.85803"
"3416","Barbados","2048","5722144099.23922"
"3516","Barbados","2049","5755898988.76816"
"3616","Barbados","2050","5789852998.16325"
"1104","Brunei Darussalam","2019","26906819939"
"1372","Brunei Darussalam","2020","27211828479"
"1640","Brunei Darussalam","2021","26778952888"
"829","Brunei Darussalam","2022","26342991534.9834"
"917","Brunei Darussalam","2023","26140677359.9947"
"1017","Brunei Darussalam","2024","27059522169.1985"
"1117","Brunei Darussalam","2025","27825306646.5868"
"1217","Brunei Darussalam","2026","28649770482.5252"
"1317","Brunei Darussalam","2027","29540205349.1221"
"1417","Brunei Darussalam","2028","30473971240.2078"
"1517","Brunei Darussalam","2029","30677227864.0011"
"1624","Brunei Darussalam","2030","30881840177.6974"
"1717","Brunei Darussalam","2031","31087817223.5364"
"1817","Brunei Darussalam","2032","31295168104.0682"
"1917","Brunei Darussalam","2033","31503901982.5554"
"2017","Brunei Darussalam","2034","31714028083.3781"
"2117","Brunei Darussalam","2035","31925555692.4416"
"2217","Brunei Darussalam","2036","32138494157.5868"
"2317","Brunei Darussalam","2037","32352852889.0032"
"2417","Brunei Darussalam","2038","32568641359.6447"
"2517","Brunei Darussalam","2039","32785869105.6485"
"2617","Brunei Darussalam","2040","33004545726.7562"
"2722","Brunei Darussalam","2041","33224680886.7382"
"2817","Brunei Darussalam","2042","33446284313.8208"
"2918","Brunei Darussalam","2043","33669365801.116"
"3017","Brunei Darussalam","2044","33893935207.0543"
"3117","Brunei Darussalam","2045","34120002455.8205"
"32.1","Brunei Darussalam","2046","34347577537.792"
"3317","Brunei Darussalam","2047","34576670509.9806"
"3417","Brunei Darussalam","2048","34807291496.4767"
"3517","Brunei Darussalam","2049","35039450688.8968"
"3617","Brunei Darussalam","2050","35273158346.834"
"1106","Botswana","2019","37789705723"
"1374","Botswana","2020","34491135830"
"1642","Botswana","2021","38585357240"
"830","Botswana","2022","40816362595.6168"
"918","Botswana","2023","42384119082.9144"
"1018","Botswana","2024","44126106377.2222"
"1118","Botswana","2025","46045150743.5676"
"1218","Botswana","2026","47898928512.5036"
"1318","Botswana","2027","49808658792.2971"
"1418","Botswana","2028","51825411386.7972"
"1518","Botswana","2029","54221479917.317"
"1628","Botswana","2030","56728327007.0285"
"1718","Botswana","2031","59351074332.9707"
"1818","Botswana","2032","62095080365.0772"
"1918","Botswana","2033","64965951313.933"
"2018","Botswana","2034","67969552584.6843"
"2118","Botswana","2035","71112020760.502"
"2218","Botswana","2036","74399776140.0824"
"2318","Botswana","2037","77839535854.7999"
"2418","Botswana","2038","81438327592.3116"
"2518","Botswana","2039","85203503954.6513"
"2618","Botswana","2040","89142757480.148"
"2723","Botswana","2041","93264136359.8601"
"2818","Botswana","2042","97576060880.6348"
"2919","Botswana","2043","102087340628.387"
"3018","Botswana","2044","106807192486.745"
"3118","Botswana","2045","111745259467.837"
"3218","Botswana","2046","116911630413.69"
"3318","Botswana","2047","122316860608.493"
"34.1","Botswana","2048","127971993343.834"
"3518","Botswana","2049","133888582480.976"
"3618","Botswana","2050","140078716056.265"
"1108","Canada","2019","1.85e+12"
"1376","Canada","2020","1.76e+12"
"1644","Canada","2021","1.84e+12"
"832","Canada","2022","1903259200000"
"919","Canada","2023","1927849308864"
"1019","Canada","2024","1958849125750.53"
"1119","Canada","2025","2005430557960.88"
"1219","Canada","2026","2041167330503.74"
"1319","Canada","2027","2075275236596.46"
"1419","Canada","2028","2109766311028.69"
"1519","Canada","2029","2154840130227.28"
"1632","Canada","2030","2200876922986.74"
"1719","Canada","2031","2247897262626.48"
"1819","Canada","2032","2295922162001.81"
"1919","Canada","2033","2344973082894.39"
"2019","Canada","2034","2395071945603.22"
"2119","Canada","2035","2446241138740.58"
"2219","Canada","2036","2498503529237.27"
"2319","Canada","2037","2551882472561.55"
"2419","Canada","2038","2606401823156.45"
"2519","Canada","2039","2662085945100.05"
"2619","Canada","2040","2718959722993.5"
"2724","Canada","2041","2777048573081.68"
"2819","Canada","2042","2836378454611.42"
"2920","Canada","2043","2896975881432.4"
"3019","Canada","2044","2958867933845.86"
"3119","Canada","2045","3022082270706.53"
"3219","Canada","2046","3086647141783.02"
"3319","Canada","2047","3152591400382.32"
"3419","Canada","2048","3219944516244.03"
"3519","Canada","2049","3288736588710.05"
"36.1","Canada","2050","3358998360175.64"
"11101","Switzerland","2019","6e+11"
"1378","Switzerland","2020","5.87e+11"
"1646","Switzerland","2021","6.18e+11"
"837","Switzerland","2022","634469700000"
"920","Switzerland","2023","639964207602"
"1020","Switzerland","2024","651477163696.76"
"1120","Switzerland","2025","659294889661.121"
"1220","Switzerland","2026","671162197675.021"
"1320","Switzerland","2027","679216144047.121"
"1420","Switzerland","2028","691442034639.969"
"1520","Switzerland","2029","704416940497.298"
"1633","Switzerland","2030","717635320389.431"
"1720","Switzerland","2031","731101743105.249"
"1820","Switzerland","2032","744820863166.932"
"1920","Switzerland","2033","758797422438.741"
"2020","Switzerland","2034","773036251765.994"
"2120","Switzerland","2035","787542272644.793"
"2220","Switzerland","2036","802320498923.087"
"2320","Switzerland","2037","817376038533.653"
"2420","Switzerland","2038","832714095259.599"
"2520","Switzerland","2039","848339970532.991"
"2620","Switzerland","2040","864259065267.24"
"2725","Switzerland","2041","880476881723.865"
"2820","Switzerland","2042","896999025414.291"
"2921","Switzerland","2043","913831207037.334"
"3020","Switzerland","2044","930979244453.042"
"3120","Switzerland","2045","948449064693.571"
