Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2024/6/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Algeria,DZA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.9282057,339.2931252,348.918426,363.2746807,377.5611987,371.333488,397.954399,473.5694058,534.2341453,684.341286,672.4534188,713.4293743,800.909964,790.96993,854.9435188,840.5858172,769.9584565,759.2412957,766.8586495,710.9958672,706.2013654,672.252513,,
East Asia & Pacific (excluding high income),EAP,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.8291035,134.2875035,147.9321221,166.8767774,180.6369026,203.7086725,223.0061505,243.7394806,275.6446685,324.5726502,347.0741437,391.8962789,444.7010255,482.6093896,513.5710542,544.737961,572.0841815,608.6148773,669.6554597,743.0070843,804.5832913,877.5946805,,
Early-demographic dividend,EAR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.7605452,190.7907349,190.9058003,203.4912891,213.6373753,230.3100249,247.7873029,265.9321906,275.9200393,300.9021536,307.1062391,321.6921124,338.9764031,360.8315991,372.650345,387.4686963,402.7090381,405.1427141,411.6162566,417.8095733,434.933393,473.3879513,,
East Asia & Pacific,EAS,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.0156006,296.9970051,316.1652901,342.2261335,364.8961394,397.5955573,427.8616727,459.7420533,501.2606194,559.4761129,595.7268484,673.9894585,735.4794629,785.9678524,824.0865332,867.1256584,895.862708,938.2081296,1008.765456,1091.145663,1157.12167,1246.18616,,
Europe & Central Asia (excluding high income),ECA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.2624601,304.3145739,333.2912349,367.2632964,410.5422312,452.1065841,514.0961233,553.4022147,593.0496519,615.4626641,634.3435674,664.0243119,708.7223666,761.3415803,779.904043,795.244918,841.9398183,863.237821,884.0733581,932.0219278,1016.854428,1136.08433,,
Europe & Central Asia,ECS,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212.290261,1301.292083,1405.968224,1487.765497,1571.302325,1657.403094,1818.882296,1922.226011,2096.875354,2216.498177,2259.487541,2333.575047,2406.271422,2517.602934,2585.907914,2636.602184,2767.8038,2890.897845,3023.825181,3233.65708,3521.023348,3820.549381,,
Ecuador,ECU,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.3177533,230.0474327,284.8316896,356.539147,398.3471144,427.2859908,460.8064566,452.4457014,485.2589851,512.4412787,566.3880502,648.981912,707.3038249,766.760936,799.9324071,841.9835361,820.8737706,880.3007189,930.1899316,922.4553681,913.1397127,971.2462474,,
"Egypt, Arab Rep.",EGY,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.8935096,328.7062401,341.5804785,333.7182628,324.9762073,347.870112,369.6231032,365.9765525,393.8256876,398.8538741,394.4844738,420.5161464,494.9054793,522.4020209,517.9419926,581.1656721,568.2484015,587.8610742,551.3840168,563.539059,523.9776573,615.4600646,,
Euro area,EMU,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2147.517167,2280.081366,2429.156393,2531.380559,2643.346634,2765.567573,2987.045909,3131.833162,3354.330247,3527.732177,3613.152861,3734.447104,3800.245981,3939.746645,4042.927989,4145.935802,4381.752773,4577.538749,4773.1768,5099.090462,5372.23513,5765.927596,,
Eritrea,ERI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.71475751,77.34539198,88.35820792,92.37275094,88.27359571,89.22907876,89.46924649,70.61752143,68.60875171,63.40764161,62.57827638,84.17503429,62.45829106,74.54399709,79.86721743,70.77898748,62.48316523,61.61903993,72.75369088,84.16587215,75.66146998,79.74720385,,
Spain,ESP,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471.305354,1560.726578,1673.402786,1910.683309,2019.822132,2152.136691,2425.919684,2596.821784,2805.623791,2930.834034,2894.685561,2926.374425,2900.921821,2933.97154,3045.051264,3185.047929,3340.996446,3542.688429,3674.162932,3959.185836,4084.519466,4367.577583,,
Estonia,EST,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.6918516,491.5310873,546.9086139,672.6954022,773.7924356,878.2357907,959.306444,1148.930297,1357.02214,1400.452373,1423.699829,1490.137322,1581.462594,1722.098348,1839.727416,1938.466804,2098.463269,2234.290796,2441.556277,2663.286271,2990.551971,3258.781031,3313.319948,
Ethiopia,ETH,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.79083168,24.20903597,24.18142069,24.36388002,24.32821349,25.91911727,31.27844908,39.03399063,36.65973492,42.36683118,55.2210841,49.78651011,54.08655019,51.39118676,60.04663217,62.35116488,66.55804009,68.65189668,69.93469358,73.52858483,82.72004392,81.73697651,,
European Union,EUU,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814.793748,1938.789368,2078.556147,2177.240875,2280.974143,2388.833683,2582.965654,2721.06683,2935.027556,3094.153671,3184.199969,3307.857156,3376.537117,3508.660042,3606.88936,3704.114937,3924.030215,4108.688879,4293.934831,4598.76835,4859.324959,5226.492271,,
Fragile and conflict affected situations,FCS,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.41101263,91.93263498,95.1535385,125.2094082,136.2007262,137.055961,144.232391,153.4083701,153.3380688,167.0106465,162.6086811,161.3446513,163.3873947,178.8558541,184.7227498,186.4037838,201.5472714,201.3756255,194.4876308,192.3232003,197.6231742,212.899729,,
Finland,FIN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,2016,2182,2306,2515,2656,2854,3059,3344,3479,3561,3774,3918,4069,4084,4099,4214,4342,4485,4752,5038,5613,,
Fiji,FJI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.4060463,185.3366653,197.5427893,201.0796386,236.0304667,243.1683744,260.0019324,267.594713,253.1711551,277.5723313,278.2625081,267.41678,296.8894609,313.2879403,361.7284602,390.8157167,393.5536972,408.626207,559.5978132,586.7159241,551.6879711,612.3770387,,
France,FRA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2516.312911,2685.141408,2876.459911,2858.232272,2973.376356,3135.555899,3392.749522,3540.80955,3706.475669,3936.053059,4053.091788,4211.189236,4281.725594,4531.500376,4642.596992,4682.919842,4930.04366,5069.786886,5226.19721,5617.516485,5860.995121,6330.466961,,
Faroe Islands,FRO,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.4345077,185.4898319,176.6552358,222.1841645,278.8220736,434.8306999,272.5392951,285.1327581,310.2885652,332.4870768,360.7214703,378.2468596,353.2632433,340.2939661,326.6739413,365.2643199,390.7682971,378.7953689,369.594373,366.3584467,348.4035731,353.0963223,,
Gabon,GAB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.4503631,427.8024345,445.6127911,480.5046765,455.5850102,407.5973928,423.4237508,457.002496,384.77039,519.5625222,348.6724678,380.1651123,354.1552165,410.1574779,372.8788119,375.0656749,427.3024885,402.599089,400.6338943,417.7204681,500.5798156,411.0040192,,
United Kingdom,GBR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895.530762,2052.589073,2230.400482,2450.897973,2673.062329,2748.61276,3009.656072,3077.968512,3331.495531,3538.694098,3646.110552,3711.936674,3827.542293,3960.322882,4087.614259,4190.535654,4320.893645,4438.516187,4606.094824,4921.893131,5581.509204,6159.79634,6265.54315,
Georgia,GEO,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,241,287,338,372,423,454,515,615,680,677,659,775,821,902,886,1016,948,1026,1026,1228,1413,1463,
Ghana,GHA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.52685176,81.8076914,76.9760605,78.44260366,80.59470172,112.9354969,120.6574258,126.8125316,138.0744369,160.1587294,163.9160099,209.1030486,198.8837976,235.043484,215.9363056,228.138699,163.1298595,183.9160648,199.7652425,239.4922921,223.0445183,247.9073421,,
Gibraltar,GIB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.07951113,57.07627629,66.71153852,60.79300451,62.49218084,61.23678689,53.14526036,54.63080627,53.32399665,56.79400761,56.25928398,65.41505519,60.07453604,61.76969182,85.01086897,103.9275213,110.3727051,93.3202014,94.61101359,108.4567457,106.4749177,109.3664246,,
"Gambia, The",GMB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.8112378,179.7897323,191.1047287,171.7244896,107.8337149,104.7895889,105.2149936,98.39384763,97.13187148,96.84253325,92.85490661,89.55047569,86.79455918,76.73297825,57.20888733,60.77246716,61.30698743,64.64225249,68.90580353,68.58003252,80.32461701,72.76535965,,
Guinea-Bissau,GNB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.19518707,50.92592355,46.63798786,43.18172534,50.84305361,56.57699467,63.90092112,66.08229956,74.50381263,64.02223183,75.7997913,91.43645008,82.95198458,98.91366382,143.5441415,138.6674809,149.2718203,142.7008457,142.6053316,145.6756289,182.2586468,174.1371135,,
Equatorial Guinea,GNQ,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.39331754,149.3396724,393.7367983,385.0557489,369.1946384,313.0936942,332.1549448,378.1646048,371.0547302,571.7622585,460.8598105,422.4272059,491.5998629,493.9009879,512.1318352,488.201159,508.1632843,538.9302158,518.8044007,536.2659278,622.459158,547.4501216,,
Greece,GRC,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1417.775773,1678.136214,1864.497566,2021.425269,2063.539026,2194.105554,2360.787854,2465.39571,2728.051868,2859.163619,2679.171336,2356.136482,2214.806296,2185.091264,2094.479563,2192.190722,2322.725935,2324.130451,2403.162222,2553.477996,2695.573184,2860.611494,,
Grenada,GRD,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.491223,409.712737,471.3797805,448.2091769,460.9987986,512.8139749,500.9813147,555.7277225,584.004348,549.9673339,548.4756051,599.476623,602.6424203,618.6525276,574.6795055,605.7977775,612.9649711,692.4220525,722.9369652,791.1519364,772.4730371,843.4757052,,
Greenland,GRL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.6167104,312.5490326,319.2204645,333.2555823,348.0165105,353.7340632,389.3827595,401.7573218,407.7018242,412.2826002,405.5839834,408.2988825,430.2083827,419.2552476,445.0183336,478.8206221,484.8736658,495.488663,513.7183108,541.6532542,555.6801526,665.3437144,,
Guam,GUM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.1699954,159.2604291,173.3162164,179.763008,193.5227614,213.3699704,240.101136,282.8133054,291.9867175,315.279392,332.0937978,379.6629838,394.5760645,425.788817,439.3828383,457.867502,461.2931442,526.6561998,621.4461855,655.1600104,1070.331855,1133.619403,,
High income,HIC,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2245.24164,2415.754703,2601.465963,2773.531102,2930.793137,3097.830298,3325.476638,3506.279599,3695.091036,3887.122449,3998.510646,4168.733738,4311.640694,4464.032099,4642.378477,4810.606505,5003.681871,5189.944259,5400.848244,5667.242927,6190.968426,6497.976766,,
"Hong Kong SAR, China",HKG,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.240653,155.0141427,167.5454361,192.1038744,203.3585631,237.5563419,267.1964128,292.8395517,323.7978755,325.3966612,324.5134132,339.6873902,343.0610068,344.793115,345.7522385,353.9197587,388.8546187,381.7033158,411.5829436,427.3838484,479.1780658,560.7978654,,
Heavily indebted poor countries (HIPC),HPC,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.42415012,56.37915431,60.51881625,65.00338624,69.83898493,76.59798705,85.79063536,89.86093849,91.94623894,98.98404841,100.3651175,104.6084838,104.709285,112.7889391,117.1276199,120.4401836,127.2652559,126.5399069,126.9847771,133.6631404,135.8044649,144.5407713,,
Croatia,HRV,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811,836,784,862,955,1057,1217,1445,1604,1633,1599,1613,1644,1420,1475,1553,1692,1798,1943,2143,2288,2703,,
Haiti,HTI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.33600924,83.0681676,76.67656255,81.947738,79.17012187,79.78551606,86.6547189,96.06014964,101.8630481,99.586927,122.073166,168.306978,155.884467,122.8465136,135.8046252,148.9456648,150.0136432,121.7715984,141.3016973,126.4254626,100.5543238,109.7033245,,
Hungary,HUN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803,901,1033,1255,1261,1365,1429,1374,1468,1495,1617,1720,1722,1773,1808,1834,1949,1987,2099,2176,2485,2706,,
IBRD only,IBD,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.8956599,230.5565904,243.5644733,259.8874527,278.6547753,301.4890338,330.2445042,358.7536549,393.4827703,435.4095761,450.0176799,478.6849313,515.4560867,552.6396461,574.8072745,595.2488831,617.5916637,642.9418265,682.426148,724.2624771,777.0916997,845.359972,,
IDA & IBRD total,IBT,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.4055453,195.0502374,204.8912373,220.0411858,235.1071495,254.0759569,277.8156621,300.1762866,326.9671206,359.6782127,369.3397967,390.9080998,418.7411605,449.6372071,466.7262301,482.4454989,501.3485627,518.9482701,547.3983765,579.5815764,618.8243327,672.2478494,,
IDA total,IDA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.63670972,65.89477489,68.5795786,80.66929846,84.73665117,92.44776644,101.4531137,105.7952375,109.0921562,114.8145802,114.3897091,117.1140059,120.981663,131.2144237,136.4953575,141.8446728,148.0449014,149.3991697,150.1844524,157.2277634,163.7847184,182.7275719,,
IDA blend,IDB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.44214737,83.79621231,83.03756246,110.1548592,112.1549858,123.1042445,133.4664548,136.8217805,139.1580676,141.2764587,136.8159855,137.5156473,142.1522509,153.4944843,156.6423554,163.4057694,167.149817,171.7875368,168.8611861,174.2414024,188.1286871,220.2212514,,
Indonesia,IDN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.35726941,112.727056,110.3233279,132.0351147,132.5725838,170.4266002,189.2848255,219.9615882,212.9841888,223.3713373,235.2882113,269.7274806,281.0857661,287.1933514,303.3696982,298.8378674,316.7318132,317.7721968,334.6382556,355.74793,415.6324598,483.0068905,,
IDA only,IDX,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.06919169,56.746358,61.38098055,65.96339945,71.0518804,77.13735889,85.4611314,90.28023617,94.02409606,101.5175958,102.7722231,106.5285072,109.9989332,119.3997599,125.8427763,130.4851708,137.7299406,137.4865711,140.2738942,148.2221574,150.9280986,162.965911,,
Isle of Man,IMN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,95,98,100,108,113,118,126,130,138,141,145,161,188,188,195,202,179,188,204,216,236,,
Not classified,INX,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795.209064,2100.439002,2369.66886,2563.444661,2825.203677,3128.888391,3376.193097,3701.915659,4059.450616,4377.50873,4557.976886,4791.451799,4927.180328,4931.944172,4885.84227,5093.679329,5375.688508,5582.931932,5544.285487,6056.008947,6706.690218,7196.312827,7875.468798,
"Iran, Islamic Rep.",IRN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.2229787,544.8286013,541.7434869,640.6374822,674.4286595,736.3287745,771.271874,807.7635453,850.3747981,1048.580577,1139.223231,1157.452691,1025.934134,884.2091927,997.6384381,1041.712599,1171.778096,1187.975064,1165.536153,920.9448498,822.2566652,951.153882,,
Iraq,IRQ,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.5229313,358.7154138,282.3822234,252.3668983,343.3432345,354.304033,437.4715211,391.9504172,359.5236075,384.6346373,407.7502881,372.4808704,308.8512589,411.7036081,413.4655836,422.0410574,457.4907779,533.1003802,513.2384807,,
Iceland,ISL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2648,2788,3063,3178,3319,3336,3393,3461,3645,3670,3323,3355,3434,3628,3782,3967,4327,4593,4789,5111,5218,5697,5824,
Israel,ISR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748,1865,1863,1746,1829,1826,1824,1948,1975,2007,2099,2219,2350,2521,2557,2636,2840,2968,3055,3089,3262,3665,,
Italy,ITA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049,2170,2264,2294,2421,2517,2741,2788,3040,3103,3139,3212,3213,3216,3210,3265,3482,3605,3733,3959,4138,4372,4675,
Jamaica,JAM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.1855727,343.0305863,325.4158934,304.4500606,358.8515741,351.6237053,343.6121515,450.6682784,478.689195,420.9335655,430.0937504,439.866989,411.883223,431.2112331,455.7704654,511.6186756,543.5259175,613.9111216,620.87999,651.0250452,642.8283804,757.5181623,,
Jordan,JOR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.9851268,626.0539637,643.0529352,630.4841999,678.4910894,724.2002681,685.6146791,736.6308635,803.4023514,902.6376328,809.8498551,825.7018609,805.8989788,739.5910516,681.7959454,689.2275186,631.8564708,684.5848168,685.2635941,696.324978,683.2173783,738.5231805,,
Japan,JPN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920,2024,2107,2204,2325,2463,2584,2724,2853,3004,3202,3793,4006,4198,4237,4393,4330,4427,4546,4668,4625,4676,,
Kazakhstan,KAZ,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,303,351,401,479,526,518,455,534,617,516,531,657,641,723,695,802,747,727,756,992,1114,,
Kenya,KEN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.08202121,80.63602528,82.03441798,87.4492765,94.32850586,99.30499556,119.5665858,130.0571184,130.0952423,130.8343698,142.2366692,143.4872683,144.0524064,155.2255142,168.0746427,179.3206053,191.4002345,171.9114808,187.3864308,209.499089,212.3850889,236.9848455,,
Kyrgyz Republic,KGZ,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,84,91,125,144,177,207,191,197,213,213,233,307,331,316,303,303,316,268,251,269,302,,
Cambodia,KHM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.44188397,81.98044144,89.89772607,93.81044331,106.5581933,118.2670127,118.6411445,105.8706569,152.2670003,173.5604983,167.1826834,195.5037223,208.2163081,216.7391149,214.361602,211.3238695,226.8218453,224.5089115,261.9660068,318.6978042,320.7580911,360.3346672,,
Kiribati,KIR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,182,181,166,191,188,190,194,234,223,151,144,152,174,183,161,205,225,270,257,342,346,,
St. Kitts and Nevis,KNA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.6553166,710.241088,736.1738861,766.4676667,771.5152107,915.9066982,1023.339874,1014.972284,1268.334524,1225.660144,1220.776803,1248.721276,1161.580836,1227.577548,1257.311027,1362.009758,1516.598544,1545.612217,1500.357554,1686.296802,1593.723562,1793.167946,,
"Korea, Rep.",KOR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.1074617,853.0451069,864.8211798,953.4054843,1022.016761,1152.577812,1314.089819,1453.966289,1592.267653,1694.635095,1875.052571,1955.010914,2047.405161,2120.166357,2270.735404,2498.494045,2714.146364,2878.052758,3218.802587,3546.031156,3731.29981,4366.951254,4946.783359,
Kuwait,KWT,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306.984989,1881.888696,1877.548803,1933.475651,1823.78984,1711.967085,1623.539051,1762.691179,1738.446017,2168.57227,2014.275949,1837.515717,1902.984456,1878.024611,2005.228132,1953.487224,2066.43326,2327.001147,2600.132291,2642.882324,2940.724475,2908.251613,,
