"","location","region","gdp_dif","gdp_dif_lower","gdp_dif_upper","gdp_dif002","gdp_dif002_lower","gdp_dif002_upper","gdp_dif003","gdp_dif003_lower","gdp_dif003_upper","gdp_dif005","gdp_dif005_lower","gdp_dif005_upper","gdp_dif_prop","gdp_dif_prop_lower","gdp_dif_prop_upper","gdp_dif_prop002","gdp_dif_prop002_lower","gdp_dif_prop002_upper","gdp_dif_prop003","gdp_dif_prop003_lower","gdp_dif_prop003_upper","gdp_dif_prop005","gdp_dif_prop005_lower","gdp_dif_prop005_upper","gdp_dif_perc","gdp_dif_perc_lower","gdp_dif_perc_upper","gdp_dif_perc002","gdp_dif_perc002_lower","gdp_dif_perc002_upper","gdp_dif_perc003","gdp_dif_perc003_lower","gdp_dif_perc003_upper","gdp_dif_perc005","gdp_dif_perc005_lower","gdp_dif_perc005_upper","inc","dea","pop","gdp_pc","le","gdp_sq","gdp_sq002","gdp_sq003","gdp_sq005","pop_m","ni"
"11","Austria","Europe and central Asia",15007201993.7294,14812527804.9234,15211781444.4719,10001698891.0055,9862365228.84761,10148409677.6913,8250445900.21175,8131149079.22406,8376187252.5607,5731488850.52576,5642024305.8954,5825983476.56503,0.000777015909086677,0.000766936419128855,0.000787608255878941,0.000713711567316258,0.000703768851835386,0.000724180707274259,0.000682119086123692,0.000672256026660749,0.000692514957739555,0.000620368808732349,0.000610685284185141,0.000630596782670083,1662.18824006068,1640.62624953027,1684.84733116403,1107.78186927875,1092.34936062189,1124.0314636016,913.814191100977,900.600950351288,927.741224084946,634.81609492319,624.907058312028,645.282260182846,0.0020411954027846,0.000238565648918741,8901106,51903.662308931,81.19268293,19313892827972.1,14013642694085.1,12095316005738.7,9238841105240.9,9015733.9,0
"12","Azerbaijan",NA,4720725416.87433,4362591495.26824,5078859338.48043,3230596065.47201,2977726573.65082,3483465557.29319,2699427246.8833,2484577521.38843,2914276972.37816,1921460710.6732,1763057277.88711,2079864143.45929,0.000880684494744905,0.000813872095389234,0.000947496894100576,0.00081565772078535,0.000751813479916171,0.000879501961654529,0.000782869124633233,0.000720559900808049,0.000845178348458418,0.000718007286771895,0.000658815434261807,0.000777199139281982,438.046390323922,404.814363938458,471.278416709387,299.774043204503,276.309732461207,323.238353947799,250.4857319624,230.549358120639,270.422105804161,178.296523125662,163.597923690322,192.995122561002,0.0027102318800104,0.000171723970469601,10273528,13529.918836061,66.868,5360291279162.03,3960725170800.14,3448120716407.04,2676101964524.54,10776770.5,1
"13","Bahamas",NA,861272745.649871,826881433.587097,895664057.712645,580918270.056773,556801100.568023,605035439.545523,481978105.171723,461553643.056838,502402567.286609,338453076.840948,323485802.194863,353420351.487034,0.00167320451547415,0.00160639211611848,0.00174001691482982,0.00153783743055389,0.00147399318968471,0.00160168167142307,0.00147037809196925,0.00140806886814406,0.00153268731579443,0.00133849782807285,0.00127930597556276,0.00139768968058293,1977.17974872717,1898.22937431196,2056.13012314238,1333.58433205176,1278.21978075182,1388.94888335171,1106.45246083617,1059.56506880367,1153.33985286867,776.969401161526,742.609795016613,811.329007306438,0.0053398516344589,0.00036044100324185,405779,26176.7723884183,72.677,514744454538.964,377750117479.935,327791952154.442,252860385532.526,435606.7,1
"14","Bahrain","Middle East and north Africa",5549251391.77515,5290079611.78996,5819603704.05614,3635455390.84972,3460235016.58337,3818772844.73588,2971806771.63912,2826148908.24998,3124424720.26131,2025656986.96854,1922798033.25169,2133756993.86542,0.0015743365893005,0.00150080890289047,0.00165103622086824,0.00144348206176785,0.00137390963137953,0.00151626949218431,0.00137768749120473,0.00131016257057332,0.0014484390086845,0.00124813949965319,0.00118476138388487,0.00131474697040899,3390.51535256808,3232.16500277232,3555.69685195908,2221.21263681107,2114.15542727226,2333.21704928298,1815.73256872852,1726.73764181368,1908.98001083358,1237.64822107953,1174.80283219646,1303.69582049805,0.0085170880520534,0.000411624988547952,1494033,47462.3112675557,79.174,3524818917053.04,2518531741501.06,2157097883672,1622941175670.98,1635156.43333333,0
"15","Bangladesh","South Asia",50871768279.707,41852230265.4388,63055432857.7579,33090075488.9389,27247618914.2677,40985138493.1243,26954825504.8148,22204564770.0121,33375401406.5635,18249340167.3151,15043582251.0963,22584531053.9229,0.000534877847218474,0.000440044283552054,0.000662979788651074,0.00051416132970289,0.00042337987342702,0.000636836664598302,0.000502852873423548,0.000414234890733216,0.000622631242630635,0.000478630111511115,0.00039455187882709,0.000592330271541851,266.112201018338,218.930646409337,329.845424906049,173.095473540619,142.533355670224,214.394855580388,141.001741942846,116.152943045215,174.588024527429,95.4630091164695,78.6935646118787,118.140561473737,0.0029704295694777,0.000237007039379478,166426993,5624.08767428731,71.968,95109132943634.8,64357378856282.6,53603801289430.1,38128274273632.5,189258158.2,0
"16","Barbados","Latin America and Caribbean",133861646.029935,110508490.741147,161340580.017086,93271291.6057601,76545369.3799006,112963614.531824,78794351.7439909,64469701.5123122,95664736.2502806,57552501.2691557,46805827.3797208,70217198.4738595,0.000853263154362933,0.0007044050793503,0.00102841983730977,0.000807452548957214,0.000662655706301544,0.000977929617171812,0.000784893682573596,0.000642201633929659,0.000952944538104419,0.000741183513817739,0.000602783664296454,0.000904284414189046,475.892451014841,392.869489330758,573.582996695834,331.589405091127,272.126964880524,401.597716668026,280.122337425821,229.196675663382,340.098356475114,204.605289889296,166.399716230381,249.629641321218,0.0067988328461341,0.00105618687267025,280427,14017.2054973309,77.393,156882018572.429,115513031355.484,100388566621.7,77649462240.0737,279200.866666667,0
"17","Belarus",NA,3829913233.5261,3415027902.65572,4244798564.39647,2621580024.92646,2330173917.8484,2912986132.00452,2191508757.88938,1944470741.35482,2438546774.42393,1562214777.14618,1380741318.16952,1743688236.12284,0.000616762448359165,0.000549950049003494,0.000683574847714836,0.000574362659202603,0.000510518418333424,0.000638206900071782,0.000552753829656342,0.000490444605831158,0.000615063053481527,0.000509553227228723,0.000450361374718636,0.000568745079738811,425.27460853708,379.205628402188,471.343588671973,291.100959961638,258.743146466516,323.45877345676,243.345729338867,215.914560701456,270.776897976279,173.46875432737,153.317892017857,193.619616636884,0.0017863716096379,7.64958678841112e-05,9661044,18631.5267790934,72.45721951,6209705606615.97,4564328796314.93,3964710220554.93,3065851992818.3,9005741.6,1
"18","Belgium","Europe and central Asia",28030766371.3235,27680310159.7593,28384361100.7378,18621167222.599,18367058795.5819,18877870693.6595,15336071193.344,15117113167.0688,15557413560.7436,10620452725.0997,10454216725.4853,10788737009.1899,0.00121439499771641,0.0011992119568889,0.00122971401058004,0.00110690184619803,0.00109179682707451,0.00112216112305461,0.00105388688700355,0.00103884020459145,0.00106909742010553,0.000951433736413673,0.00093654147689014,0.000966509491594357,2340.06778341729,2310.81095613986,2369.58662081643,1554.53450433694,1533.32099430726,1575.96465414314,1280.28772557758,1262.0086454975,1298.76585550795,886.617901847209,872.740168288708,900.666630534762,0.0028345095850975,0.000133753464122087,11541273,49041.3839097299,80.69512195,23082083197010.4,16822780887536.4,14551913855715.7,11162577401482.9,11934122.5,0
"19","Belize","Latin America and Caribbean",167755433.647061,158277148.19028,178137320.4336,113685031.505851,106980202.723241,121029280.189786,94635784.8084511,88929778.6395755,100886113.452009,67035486.4445937,62808652.2205735,71665870.2808464,0.00112979593844218,0.00106596177116867,0.00119971566187407,0.00104352863696873,0.00098198420365197,0.00111094238279957,0.00100126425721395,0.000940893647513808,0.00106739390023748,0.000919947646033703,0.000861941559991858,0.000983491761789676,351.987397364767,332.099892341044,373.770854569603,238.535929889846,224.467740373359,253.945761474178,198.566465884978,186.594023520128,211.681015226784,140.655035081345,131.786217271632,150.370587775462,0.0037780821490304,0.000355569168782438,392426,7634.25472063523,72.854,148482949831.073,108942895746.576,94516291904.5751,72868805886.523,473055.4,0
"20","Benin","Sub-Saharan Africa",1150988068.10413,831592009.374199,1550181572.21783,762416105.589389,549828288.911774,1029060363.03316,627134100.631728,451790743.038347,847478885.818433,433431597.522774,311509235.332999,587253135.288236,0.000351574829938243,0.000254013770755515,0.000473510401826838,0.000337848169657279,0.000243644487141356,0.000456005792071828,0.000330464839636652,0.000238068628858001,0.000446574303351267,0.000314894860278314,0.00022631635002207,0.000426648622392775,62.3835955623682,45.0723174490839,84.0198981460894,41.3229809233968,29.8007134519816,55.7751094696114,33.9906912863321,24.4870748651203,45.9333867358219,23.4920085039193,16.8838119955196,31.8291415000487,0.0018833292157971,0.000124420255219726,12466819,3231.54893698224,60.088,3273806797563.72,2256682658256.82,1897733209140.39,1376432746916.52,18620039.4666667,0
