"","location","region","gdp_dif","gdp_dif_lower","gdp_dif_upper","gdp_dif002","gdp_dif002_lower","gdp_dif002_upper","gdp_dif003","gdp_dif003_lower","gdp_dif003_upper","gdp_dif005","gdp_dif005_lower","gdp_dif005_upper","gdp_dif_prop","gdp_dif_prop_lower","gdp_dif_prop_upper","gdp_dif_prop002","gdp_dif_prop002_lower","gdp_dif_prop002_upper","gdp_dif_prop003","gdp_dif_prop003_lower","gdp_dif_prop003_upper","gdp_dif_prop005","gdp_dif_prop005_lower","gdp_dif_prop005_upper","gdp_dif_perc","gdp_dif_perc_lower","gdp_dif_perc_upper","gdp_dif_perc002","gdp_dif_perc002_lower","gdp_dif_perc002_upper","gdp_dif_perc003","gdp_dif_perc003_lower","gdp_dif_perc003_upper","gdp_dif_perc005","gdp_dif_perc005_lower","gdp_dif_perc005_upper","inc","dea","pop","gdp_pc","le","gdp_sq","gdp_sq002","gdp_sq003","gdp_sq005","pop_m","ni"
"31","Cabo Verde",NA,258832210.824153,241047672.607864,276616749.040443,167041865.232721,155206316.070676,178877414.394765,135584711.75087,125819447.956751,145349975.544989,91230501.0612441,84429742.3521135,98031259.7703748,0.000972372789519773,0.000905560390164102,0.00103918518887544,0.000901070236213083,0.000837225995343904,0.000964914477082262,0.000865125441551928,0.000802816217726743,0.000927434665377112,0.000794044105106747,0.00073485225259666,0.000853235957616835,390.957790560038,364.094813401855,417.820767718221,252.311404189103,234.434185060448,270.188623317758,204.796378206005,190.046259026371,219.54649738564,137.800759082574,127.528430184298,148.07308798085,0.0031268930718104,0.000269166287024039,579933,6101.72956013884,74.808,266186192799.557,185381625670.764,156722603727.441,114893493288.99,662046.433333333,1
"32","Cambodia","East Asia and Pacific",4188939944.11345,3569150850.79832,5107788884.20023,2723931120.33567,2322853819.2488,3318860231.3616,2218211595.14215,1892246089.21301,2701866436.87276,1500386096.22051,1280537415.68252,1826790085.64456,0.000642473382997938,0.000547414012169056,0.000783400680805394,0.00061630497841174,0.000525558947595321,0.000750911088746192,0.000601979384645885,0.000513518700775718,0.000733233880224039,0.000571242756347529,0.000487539657147767,0.00069551471212685,222.967613961542,189.977669694124,271.875824271442,144.988572431151,123.6401525372,176.65527716587,118.070288242183,100.719896004424,143.814120209305,79.8620921661747,68.1600538495277,97.2358238692707,0.0025443768593013,0.000212098989160765,16296280,4302.57698192471,70.416,6520020992257.81,4419777895280.72,3684863056310.5,2626529753854.27,18639568.2,0
"33","Cameroon","Sub-Saharan Africa",2281213433.39983,1732119227.77783,3020579863.76688,1521738073.82223,1150485006.6019,2021950202.70947,1256227405.76071,947514915.512543,1672316251.74262,874525305.905601,656270822.868556,1168908146.83719,0.000405409726151095,0.000307826515271698,0.000536807489145015,0.000383401878848671,0.000289864675601147,0.000509430315238221,0.000371966355033132,0.000280557220648521,0.000495169407840368,0.000348685662147941,0.00026166449944331,0.000466060282552926,59.8071998221271,45.4114460552978,79.1913728220344,39.8958254959887,30.1625817535422,53.0100244165275,32.9348593070444,24.841259067131,43.843574989255,22.9276704029631,17.2056326102881,30.645586286687,0.0016218936425649,0.0001751288901388,26137129,3715.15018749764,60.833,5626933164769.78,3969041775152.23,3377260842983.54,2508062134010.42,38398524.0333333,0
"34","Canada","North America",128887978596.51,126187673452.171,131665695701.13,85045431230.0897,83194325211.1759,86953185632.8438,69793690244.1861,68242674152.475,71393775011.0547,47978240554.1436,46863535434.706,49130635355.4464,0.00170523906816135,0.00166951296027894,0.00174198936697646,0.00155403510912274,0.00152020985005248,0.00158889550407379,0.00147918897488778,0.00144631715087753,0.00151310074739554,0.00133404385715007,0.00130304927502401,0.00136608640785501,3032.42967472041,2968.89787338672,3097.78279661549,2000.91810089495,1957.36594898806,2045.80305545771,1642.08066345177,1605.58891865377,1679.72687826525,1128.81466511881,1102.58828683625,1155.92779258435,0.0048652294592893,0.000172609349371905,37758232,46612.3519766498,81.6604878,75583524329806.6,54725553322986.4,47183755036763.4,35964515182161.9,42270289.2666667,0
"35","Central African Republic",NA,175904324.37246,160147965.458176,191660683.286745,115622011.769283,104999306.239635,126244717.298931,94735550.8953678,85911676.237803,103559425.552933,64965192.4427233,58734940.6917243,71195444.1937222,0.000745895040364145,0.000679082641008475,0.000812707439719816,0.000694907671927328,0.000631063431058148,0.000758751912796507,0.000668969004436276,0.000606659780611091,0.00073127822826146,0.000617215843443653,0.000558023990933566,0.00067640769595374,21.3072124306807,19.398651696211,23.2157731651505,14.00524276603,12.7185191785557,15.2919663535043,11.4752750670932,10.4064430616199,12.5441070725664,7.86920481298795,7.11453719450422,8.62387243147169,0.0023883566605742,0.000223930295657934,5272026,859.181160525384,54.604,235829861915.403,166384710430.1,141614260551.876,105255224947.339,8255623.53333333,1
"36","Chad",NA,359368589.561924,304243190.428494,414493988.695354,254358112.126232,214852873.066638,293863351.185825,216017594.504868,182217805.356204,249817383.653532,158559583.04695,133319842.508497,183799323.585402,0.000435557439930349,0.000368745040574678,0.000502369839286019,0.000411067011975798,0.000347222771106619,0.000474911252844977,0.000398224041782635,0.000335914817957451,0.00046053326560782,0.000371851502969188,0.000312659650459101,0.000431043355479275,13.8150078713187,11.6958526500283,15.9341630926091,9.77814818329345,8.25947013401843,11.2968262325685,8.30424487589742,7.00489828106308,9.60359147073175,6.09541832951199,5.12514094763556,7.06569571138841,0.0012954116740551,0.000107511651534814,16379185,1513.32728441617,52.777,825077375832.203,618775296279.934,542452418336.858,426405653280.6,26012912.4,1
"37","Chile","Latin America and Caribbean",34410469693.8171,34131061971.97,34688947367.301,22689800117.5275,22494277946.0643,22885070900.9759,18611317767.7996,18445789266.2612,18776815162.3642,12776578047.2175,12655159120.9608,12898255942.7331,0.00174079905769493,0.00172666403706801,0.00175488702789421,0.0015824081859405,0.00156877228421137,0.00159602655563099,0.00150410447502502,0.00149072701497548,0.00151747942111295,0.00135243454482518,0.00133958203066542,0.00136531447156525,1693.83241230425,1680.07875361479,1707.54028998355,1116.89027234285,1107.26582390331,1126.50234637509,916.129699806371,907.981669757358,924.276198635354,628.918529949635,622.941764314328,634.908043173929,0.0043645162702474,0.000153174673059475,19206688,23064.8823992976,79.377,19767054412001.8,14338778274230.1,12373686852763.3,9447095311269.95,20215169.1,0
"38","China","East Asia and Pacific",1634931126026.7,1518948322924.62,1770821828800.92,1073516649987.36,997577396627.693,1162556689499.28,878767096149.666,816658590760.924,951620394106.646,600973865495.234,558518826097.013,650818706937.346,0.000880222120600541,0.000817778738567798,0.000953383613865713,0.000845403922784793,0.000785601084436299,0.00091552374690599,0.000826248568000136,0.000767851907653016,0.000894747870460124,0.000785023315096713,0.000729566334877633,0.000850133239031778,1161.36596092124,1078.97809917544,1257.89530952517,762.567716725431,708.624610165326,825.816907717063,624.228248394823,580.109751356068,675.979260435136,426.899078302841,396.741332302561,462.306136898066,0.0027955560897662,0.000122153168482859,1423998019,16151.707862734,78.077,1857407451781887,1269826908835666,1063562625320667,765549065789461,1398147047.56667,0
"39","Colombia","Latin America and Caribbean",49889158440.295,48560107454.0303,51313268939.067,32971018356.2219,32075524467.5484,33930814012.7504,27078577735.1596,26335106144.6664,27875566708.7441,18640608703.419,18116417411.7418,19202758883.2966,0.00145225694976617,0.00141356871385002,0.00149371233674272,0.00133190928748972,0.00129573458962845,0.00137068154302672,0.00127187062113399,0.00123695003989651,0.0013093048937455,0.00115449791793744,0.00112203236037594,0.00118931444257796,900.467665207424,876.479137920966,926.17195639849,595.105967848085,578.942871168346,612.429670651065,488.751152206702,475.331961581535,503.136297650648,336.451163378526,326.989843057729,346.597617554059,0.0031035817541674,0.000143810244079106,50617028,13434.2142727147,74.769,34352845375143.6,24754702640720.5,21290355548126.8,16146073902602.8,54918019.6,0
"40","Comoros",NA,75850172.0218237,66918722.7978152,84781621.2458321,50828895.3593301,44750892.9853277,56906897.7333325,42044675.9772467,36972954.1244957,47116397.8299977,29365679.4478345,25753817.6035498,32977541.2921192,0.000567403100797566,0.000500590701441895,0.000634215500153237,0.000533914276229285,0.000470070035360106,0.000597758517098464,0.000516544716406839,0.000454235492581655,0.000578853940232024,0.000481250125744763,0.000422058273234675,0.00054044197825485,73.5225533646259,64.8651840443998,82.179922684852,49.2691060798925,43.3776197195934,55.1605924401916,40.7544485508367,35.8383629226836,45.6705341789897,28.4645331281609,24.9635086991633,31.9655575571586,0.0018961326482301,0.000248688423032037,798326,3254.01957345746,64.166,133679516229.653,95200479969.0016,81396004337.6605,61019577714.1655,1031658.56666667,1
"41","Congo","Sub-Saharan Africa",347857682.646208,271198530.385206,457832271.918695,245178193.992311,189353890.201981,325284970.727545,208146978.935788,159996123.364434,277252036.907969,153254174.944807,116706499.278394,205721135.897745,0.000589230103854816,0.000459378493550975,0.0007755141559001,0.000536202829204111,0.000414115505110095,0.00071139573532855,0.000511619220163327,0.000393265817661084,0.000681477442703158,0.000466517740673243,0.000355263746549469,0.000626231289048489,44.0286081091992,34.3258016418892,57.9481744566042,31.0323881251968,23.9666640743265,41.171563011134,26.3453194276531,20.2508294800789,35.0919985082332,19.3974960058773,14.7716292520439,26.0382786526904,0.0022000655041527,0.000270680261319271,5635288,3793.4292041507,63.785,590359658086.85,457248974900.469,406839639193.657,328506638833.589,7949498.5,0
"42","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00227112910832992,0.00220431670897425,0.00233794150768559,0.00210964741091444,0.00204580317004526,0.00217349165178362,0.00202840613980445,0.00196609691597926,0.00209071536362963,0.00186816895047611,0.00180897709796602,0.0019273608029862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0089513714076351,0.00159731845505394,17041,NA,NA,NA,NA,NA,NA,17366.9,1
"43","Costa Rica","Latin America and Caribbean",6372785337.50406,6140728069.43109,6619983397.38799,4241547312.52222,4084556987.92473,4408844251.84102,3496701093.63464,3366074994.39323,3635934955.83958,2426400563.29994,2333866848.06435,2525085222.60812,0.00114297670756085,0.00110135659356349,0.00118731236452057,0.00107004675654414,0.0010304416371698,0.00111225200243857,0.00103254884676607,0.000993975967781707,0.00107366353172219,0.000957059232788291,0.000920560623346006,0.000995983994739801,1147.23084869662,1105.4558252966,1191.73152226676,763.564699801666,735.303251504449,793.681548167725,629.477245950986,605.961893909747,654.542170225878,436.801403168365,420.143454243263,454.566647006909,0.0038949316221847,0.000205712504414849,5105359,19783.133761994,79.277,5575603855570.96,3963889696017.46,3386475230286.93,2535266867684.75,5504614.33333333,0
"44","Côte d'Ivoire","Sub-Saharan Africa",4021977366.08615,3202542685.47504,5126384469.57004,2611518731.55754,2079646800.37556,3328450215.17447,2125192411.1129,1692277327.78461,2708783912.7579,1435636887.80763,1142802853.51937,1830472859.2155,0.000320710801216958,0.000255369420835326,0.000408775763992393,0.00030528579169615,0.000243110115286198,0.000389094876778743,0.000297025113857316,0.000236519226840339,0.000378590120073151,0.000279675104668625,0.00022262837517481,0.00035659273792829,104.940216774158,83.5597749694164,133.756072831374,68.1389567505468,54.2615152152054,86.8449161468801,55.4498775128627,44.1543881169384,70.6767704353802,37.4582033916605,29.8176663522975,47.7601441184174,0.0017768652606739,0.000140455600491386,26477574,5174.19005230615,59.032,12540822918419,8554340891687.4,7154924994435.96,5133230894858,38564676.6333333,0
"45","Croatia","Europe and central Asia",5020760127.84392,4876263040.896,5168808992.69897,3362091201.80884,3262900470.24524,3463773082.92021,2780207977.93851,2697043654.30464,2865488414.42116,1941046737.72718,1881204024.92052,2002459333.0223,0.000804166936997795,0.000781023074941611,0.000827879681511566,0.000756961632590773,0.000734629228858875,0.00077985490886167,0.000732408656586335,0.000710500126349774,0.000754874648488016,0.00068245917915677,0.000661418877619071,0.000704051440981475,1346.27640067806,1307.53067031626,1385.97451168642,901.517683910207,874.920487933945,928.782861578747,745.490382804408,723.190539068453,768.357645161636,520.476053242045,504.42971166174,536.943346170799,0.004024782515933,0.000366223170902415,4114639,26490.7808437144,77.72439024,6243430184518.62,4441560915447.94,3795979133966.97,2844194637583.29,3720291.56666667,0
"46","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00129663524128147,0.0012298228419258,0.00136344764063714,0.00119246808158506,0.00112862384071589,0.00125631232245424,0.00114046222664049,0.00107815300281531,0.00120277145046568,0.0010385950307915,0.000979403178281418,0.00109778688330159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003956171411422,0.000180522249708839,11309236,NA,77.567,NA,NA,NA,NA,10773510.9666667,1
"47","Cyprus","Europe and central Asia",3350934592.68521,3242027336.80784,3485696391.65462,2152673419.72884,2079605822.72471,2243095669.36361,1741457597.32454,1680909216.38345,1816393025.23718,1161277602.71032,1118723081.60501,1213955632.42259,0.00129751706872408,0.00125534703540941,0.00134969825267093,0.00120820103927598,0.00116719140640334,0.0012589510764071,0.00116142216102374,0.00112104091283996,0.00121139849507703,0.00106553988835641,0.00102649363484925,0.0011138750510836,2502.18289490904,2420.86054580002,2602.81114023633,1607.42696110179,1552.86651345983,1674.94633520393,1300.36719360228,1255.15499416516,1356.32237289912,867.139860051486,835.363890731408,906.475174196764,0.004077016781685,0.000381258964581042,1233778,28826.8612821756,81.391,2582574575285.07,1781717901036.43,1499418261306.06,1089849019637.91,1330370.5,0
"48","Czech Republic","Europe and central Asia",32514738465.5851,31731440701.9429,33273987534.4491,21377675076.7472,20844502661.4138,21894272718.5752,17508665574.7191,17063829430.3054,17939609159.3542,11982725004.2885,11666165227.0417,12289342619.2881,0.00159834973564993,0.00155984461973833,0.00163567267305555,0.00147745557721858,0.00144060692291798,0.00151315871445668,0.00141587646421833,0.00137990381829502,0.00145072565796681,0.00129311937917352,0.00125895773543404,0.00132620811147857,3093.15636058142,3018.64053870564,3165.38440845909,2033.67748776673,1982.95631559674,2082.82188680205,1665.61512850725,1623.29746536609,1706.61117992181,1139.92742409241,1109.81280731542,1169.0962340186,0.0042984779978034,0.000422403559199336,10537911,39191.828437344,78.17560976,20342693304456.2,14469250653879.1,12365955658698.8,9266526507357.04,10517180.6666667,0
"49","Democratic People's Republic of Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000924844451775295,0.000858032052419625,0.000991656851130966,0.000855672542398399,0.00079182830152922,0.000919516783267578,0.00082084842920461,0.000758539205379425,0.000883157653029794,0.000752066317324783,0.000692874464814696,0.000811258169834871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002843127912021,0.000173074462790403,25813233,NA,73.274,NA,NA,NA,NA,26335967.7,1
"50","Democratic Republic of the Congo","Sub-Saharan Africa",3719242115.46309,3103884329.77605,4580241786.90617,2412811445.05245,2001017222.89581,2989051846.9916,1963146332.68709,1622502730.0447,2439851068.53878,1326528522.15322,1088189249.77766,1660107912.75529,0.000564473606395309,0.000471080055309715,0.000695148505892713,0.000521365029432159,0.000432383726232968,0.000645880185696462,0.00049965437852825,0.000412954745014462,0.000620983901736755,0.000456766241096527,0.000374698398806972,0.000571628305355239,25.1256500701131,20.968549265406,30.9422051056724,16.2999487991126,13.5180386126837,20.1927888578948,13.2621986577446,10.9609524110883,16.4826172290383,8.96147398338871,7.35135316582315,11.21499735688,0.0015709712764547,0.000173352216568237,91331950,1061.46113865958,59.739,6588868059241.82,4627873579630.66,3929008564819.56,2904173738778.76,150376657.866667,0
"51","Denmark","Europe and central Asia",13962594600.9191,13765185541.7059,14173521956.3338,9310319982.87233,9168188786.96231,9462339662.36276,7682967160.2632,7560902628.51614,7813588849.23144,5342465057.73185,5250359558.9752,5441121840.23354,0.000995175077872717,0.000981104872334962,0.00101020879140161,0.000917803038432949,0.000903791871931443,0.00093278900282457,0.000878995286275561,0.000865030089524229,0.000893939492920393,0.000802769777207047,0.000788929815706613,0.000817594148064508,2245.78538719275,2214.03352493849,2279.71157255362,1497.49965284009,1474.63884709716,1521.95095179443,1235.75136799181,1216.11814440212,1256.76095028793,859.298024555713,844.483501245399,875.166275895988,0.0025286571515307,0.000234200128212761,5810778,55414.2663856716,81.60243902,14030289655932.2,10144137241873.5,8740623846593.22,6655040099191.41,6186738.4,0
"52","Djibouti",NA,155221317.353206,129241454.067091,181201180.639321,101892409.76681,84774933.1427108,119009886.39091,83386310.6089213,69334453.4678731,97438167.7499696,56991273.0577925,47303106.3926904,66679439.7228946,0.00039918257187513,0.000332370172519459,0.000465994971230801,0.000380035194132218,0.000316190953263039,0.000443879435001398,0.000369754420325684,0.0003074451965005,0.000432063644150869,0.000348199937698267,0.00028900808518818,0.000407391790208354,118.211328476711,98.4259394266571,137.996717526764,77.597828221107,64.5617344267256,90.6339220154884,63.5042062645439,52.802785038821,74.2056274902668,43.4026344745583,36.0244529753028,50.7808159738139,0.0013024028727835,0.00018471424541661,1082344,4793.60973036299,62.694,388847931471.721,268113088840.295,225518089913.499,163673989818.971,1313083.26666667,1
"53","Dominica",NA,59191128.2069227,56956406.7718009,61425849.6420446,39995579.4890698,38436427.1889104,41554731.7892291,33217958.3995933,31900944.8214306,34534971.977756,23381970.1334507,22421796.8285234,24342143.438378,0.00176966186206471,0.00170284946270904,0.00183647426142038,0.00163774084824273,0.00157389660737355,0.00170158508911191,0.00157157468932354,0.00150926546549835,0.00163388391314872,0.00144142950072874,0.00138223764821865,0.00150062135323883,791.896227408033,761.998715274215,821.793739541851,535.086075732009,514.226753366426,555.945398097592,444.410788165352,426.79095026758,462.030626063124,312.818736505877,299.972932736572,325.664540275181,0.0063849276638399,0.000870968414995186,71764,10288.8720389053,73.649,33447705166.6033,24421189428.0981,21136735419.1047,16221376155.8436,74746.0666666667,1
"54","Dominican Republic","Latin America and Caribbean",15719904971.9899,13524302118.7179,18447074018.1199,10241913521.0927,8811260305.35251,12020890851.1232,8349179024.94005,7182195583.07041,9801059375.0351,5660126116.66274,4867010479.5346,6647861568.27016,0.00106321708340102,0.000914717301365292,0.00124766938920912,0.00100526852582901,0.0008648464605384,0.00117987944344318,0.000974556173006482,0.000838340275171116,0.00114402660278471,0.000910788018665405,0.000783165381850663,0.00106972751866819,1270.58946064646,1093.12592953075,1491.01778089319,827.820995097629,712.1858878245,971.610022467277,674.837341131614,580.513815345007,792.188169539131,457.489825961148,393.384834779299,537.325312050629,0.0042030852155881,0.000267017225578394,10939347,16820.0167706537,72.889,14785226100492.2,10188236533762.5,8567160371251.91,6214537302496.17,12282317.0333333,0
"55","Ecuador","Latin America and Caribbean",7057418065.07602,6821106098.85413,7332602426.80206,4653128648.14881,4481898354.5949,4852543558.21503,3818440490.95757,3670956149.40339,3990214310.92846,2626573665.31327,2514706040.52694,2756894026.71019,0.00102135164731721,0.000987152509083372,0.00106117641022245,0.000914112344623037,0.000880473961301457,0.000953287627486953,0.000862857962530732,0.000829530734108557,0.000901673915972247,0.000766682155969013,0.00073402862224675,0.000804721940256021,346.934813894583,335.317980760103,360.462570709015,228.742623249381,220.325132677126,238.545638186811,187.710282837501,180.460116825277,196.154492563217,129.119436790239,123.620148916373,135.525840649414,0.0036462824152458,0.000248130205985802,17487163,10407.6344459075,72.153,6909880728751.75,5090324701902.67,4425340735986.51,3425896435522.92,20202210.5333333,0
"56","Egypt","Middle East and north Africa",75673651695.8198,70141752028.0591,82611620095.3079,49798635000.2434,46149203963.3173,54380343772.6024,40806815663.6443,37810868590.7804,44570180103.1391,27959192446.022,25896347713.5252,30553498247.6409,0.000868029314046031,0.000804574584871873,0.000947612627599979,0.000819470201733262,0.000759416347083896,0.000894865316718839,0.000793942786211294,0.000735653244925418,0.000867163300971602,0.000741375576829367,0.000686676475400855,0.00081016708301683,563.955405418796,522.729104718939,615.660387190308,371.122692793432,343.925427776403,405.267727033524,304.111454326868,281.784257102638,332.157804286892,208.364963996438,192.991681336477,227.698942829828,0.0034772684843168,0.000259036361604772,106538719,12108.2739881639,70.99,87178682184236.6,60769305454810,51397677984297.8,37712589030238.6,134218120.366667,0
"57","El Salvador","Latin America and Caribbean",2989558542.87433,2728601481.67532,3310956101.27211,1982266956.85808,1805983291.52103,2199452748.84661,1631134878.82353,1484537816.90951,1811779098.24396,1127821598.50122,1024053199.84448,1255740326.84042,0.00121279940490097,0.00110693475499096,0.00134318346059726,0.00111480966745655,0.00101566926981611,0.00123695306479532,0.00106592576993251,0.000970126465951437,0.00118397445564786,0.000970389388593698,0.000881105983255764,0.0010804519878095,450.253062699968,410.950699373419,498.658281376088,298.54634241622,271.996516050997,331.256378568827,245.6628509977,223.584080783639,272.869414069347,169.859570107671,154.231162556318,189.125223676721,0.0030964901845862,0.000418990255342397,6280922,8310.13221355081,71.061,2465006604384.37,1778121427113.78,1530251847581.1,1162236120631.61,6577580.4,0
"58","Equatorial Guinea",NA,250077894.662993,223710123.909541,276445665.416444,189165931.14727,168779610.099277,209552252.195262,165675743.108169,147605681.387686,183745804.828653,128667432.786933,114265906.629836,143068958.94403,0.000633663889316923,0.000566851489961252,0.000700476288672594,0.000592414651176021,0.000528570410306842,0.0006562588920452,0.000571283436626497,0.000508974212801313,0.000633592660451682,0.000528837264974345,0.000469645412464258,0.000588029117484433,113.628937356928,101.648103244327,125.609771469529,85.9521141177418,76.6890962871484,95.2151319483353,75.2787792802328,67.06820987329,83.4893486871757,58.4631587678938,51.9194771851845,65.0068403506031,0.0020025045276844,0.000188151531341841,1578373,15214.0216843547,60.708,394653851796.055,319313391003.667,290006207928.075,243302507801.099,2200829.3,1
"59","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000458710916416302,0.000391898517060631,0.000525523315771973,0.000434028942663269,0.000370184701794089,0.000497873183532448,0.000421028645387731,0.000358719421562546,0.000483337869212915,0.00039423332644566,0.000335041473935573,0.000453425178955748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0014847560891103,0.000188691473375632,3523653,NA,67.133,NA,NA,NA,NA,4724573.33333333,1
"60","Estonia","Europe and central Asia",2395395640.84534,2306452907.52814,2487744906.33124,1585749019.18985,1525478486.49697,1648304777.61591,1303638301.93769,1253439227.67109,1355731909.60442,899472805.155327,863829392.505165,936450582.269602,0.000958704058069942,0.000923106698738963,0.000995664806462164,0.000898855405777952,0.000864692058700626,0.000934314094979936,0.000867764843759534,0.000834349906676847,0.00090244087410522,0.000804578492790047,0.000772695457456913,0.000837655117238067,1901.15819813093,1830.56685041082,1974.4532146936,1258.56442944304,1210.72940153327,1308.21317679153,1034.66108181264,994.819487399935,1076.00631413964,713.886285988816,685.597111117768,743.234508433043,0.0027419793640405,0.00023291546577321,1329086,35895.036650751,78.59512195,2498576719981.49,1764186997148.22,1502294442224.42,1117942889619.4,1258462.5,0
"61","Eswatini","Sub-Saharan Africa",321831753.9895,284373293.635008,370838587.209099,214220435.967711,187863073.805208,248726141.951163,176654618.830106,154284712.238562,205950406.991064,122723964.800985,106243357.446715,144323115.48464,0.000683007005834548,0.00060351083886922,0.000787011691537015,0.00062860493424597,0.000551262322957686,0.000729857912015598,0.00060164005272507,0.000525453922578453,0.000701413948536604,0.00054923003370419,0.000475473905083918,0.00064589332418053,230.257199381057,203.457233040156,265.319544932104,153.265788800081,134.408195292362,177.953182520326,126.389013157712,110.384277831462,147.348927933004,87.8038791440579,76.0126918343778,103.257170759248,0.002645589492834,0.000526210621578345,1174222,8335.82861929005,59.692,471198320427.566,340787073561.035,293621772735.984,223447293974.974,1403491.26666667,0
"62","Ethiopia",NA,11492344564.0699,9424452730.90948,13560236397.2303,7299166847.24316,5980973445.90407,8617360248.58224,5871118154.16436,4807512322.11876,6934723986.20997,3872588066.99018,3164731951.33605,4580444182.6443,0.000371311062907058,0.000304498663551387,0.000438123462262729,0.00035352154385413,0.000289677302984951,0.000417365784723309,0.000343947733408297,0.000281638509583112,0.000406256957233481,0.000323830869896181,0.000264639017386093,0.000383022722406268,69.3424468291774,56.8652122065989,81.8196814517559,44.0416736707213,36.0879654144699,51.9953819269726,35.4251211459313,29.0075419962068,41.8427002956559,23.366401053283,19.0953426292331,27.6374594773328,0.001142543700874,0.000132766218616629,115638360,2282.97945422263,65.371,30950719523663.9,20647021303615.2,17069797483429.9,11958674811427.7,165733184.933333,1
"63","Fiji","East Asia and Pacific",1254894863.71041,1070562416.98162,1500684675.03192,844346769.640111,717343375.834997,1013671624.24419,700219927.895429,593566829.175857,842403021.083766,492151414.197775,415208906.954131,594710588.29828,0.00227544407202173,0.0019412023874633,0.00272112361483316,0.00214073864776719,0.00181873697346448,0.00257004124394224,0.00207223232510184,0.00175660292077563,0.00249300926967323,0.00193564755775695,0.00163303016819479,0.00233901613325278,1230.83269984479,1050.03476239419,1471.90957872268,828.156719845492,703.588571064963,994.234830426762,686.793459165474,582.185395781036,826.250241978213,482.714585410296,407.247423449407,583.307223728009,0.008346109311504,0.00195440481106671,918091,10989.6786887139,67.924,551494488104.661,394418426798.98,337906092581.109,254256727794.023,1014502.53333333,0
"64","Finland","Europe and central Asia",19012652911.629,18602327816.9458,19411166384.8849,12600142527.4105,12316530037.776,12878373854.6198,10363576357.688,10124996633.2135,10598775916.3795,7156370348.09091,6983616431.95317,7328273387.7776,0.0018109765674711,0.00177189264083706,0.00184893542388332,0.00165441772716334,0.00161717897930985,0.00169094992027035,0.00157666567071408,0.00154036927569323,0.00161244782324108,0.00142542596457285,0.00139101635389499,0.00145966609528713,3428.13071447511,3354.14587571845,3499.98582507702,2271.90470502725,2220.76714462241,2322.07199956362,1868.63425050315,1825.61645150773,1911.04257904778,1290.34980591498,1259.20091739794,1321.34527472203,0.0037654239824406,0.00010760017143461,5525215,47418.9692165825,81.93170732,10498563732483.2,7616058701821.76,6573096979395.93,5020513534868.45,5536510.93333333,0
"65","France","Europe and central Asia",92092066648.5605,90541350713.4004,93722713272.7012,61368954389.9975,60265137034.3603,62531780112.4642,50622656890.5629,49680180037.2202,51616478480.2392,35168668773.0411,34465731871.0542,35911402954.7768,0.000778466434668566,0.000765358027515161,0.000792250506520742,0.000712854486515469,0.000700032675192774,0.000726361732019901,0.000680312927681477,0.000667647073560945,0.000693668798684601,0.000617078197379673,0.000604744291904062,0.000630110395810483,1397.55663820311,1374.02352152954,1422.30275474785,931.313550760295,914.562408898949,948.960182730325,768.231539974787,753.928844523632,783.313424988206,533.707281085304,523.039759230694,544.978752384415,0.0021592696628246,0.000198440234186621,64457760,44370.1425553727,82.17560976,118299341560910,86089034369380.8,74410840703977.4,56992240079749.1,65659854.1,0
"66","Gabon","Sub-Saharan Africa",977026346.654396,802051512.71159,1239473373.93331,653772942.786561,535340552.767215,831383480.613309,540449602.238875,441942566.288098,688166857.676326,377115064.872476,307478731.75415,481522458.559031,0.000722396801633543,0.000593023360641419,0.000916445707022563,0.000666315183174807,0.000545610739039783,0.000847333072262399,0.000638321628857845,0.000521975587743976,0.000812789550955729,0.000583554666729142,0.0004757981463715,0.000745116554603918,323.492896229421,265.558823117427,410.38896535998,216.463868617933,177.25096818191,275.270621863825,178.942571705424,146.326945250916,227.851675280934,124.862594509436,101.806042185763,159.431826226763,0.0028065368700476,0.00037671379551986,2267995,14053.9572922339,66.531,1352478782360.42,981176715306.882,846672864909.664,646237767210.788,3023523.26666667,0
