measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),40,Turkmenistan,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,941.2030058551046,1165.8442635404563,775.3523715491884
2,DALYs (Disability-Adjusted Life Years),28,Solomon Islands,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,3556.1052280717045,4371.481128159199,2870.8526287552704
2,DALYs (Disability-Adjusted Life Years),111,Dominican Republic,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,1563.162192249476,1937.7785707779365,1255.3782938969716
2,DALYs (Disability-Adjusted Life Years),207,Ghana,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,1502.187371260191,1819.9419808727573,1224.0311282642185
2,DALYs (Disability-Adjusted Life Years),123,Peru,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,716.9690137369349,885.4289118203407,596.2309091316318
2,DALYs (Disability-Adjusted Life Years),52,Romania,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,481.2997241800672,613.5945263858755,380.59554161451234
2,DALYs (Disability-Adjusted Life Years),17,Sri Lanka,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,1900.2023192446868,2391.615309876623,1451.1812532031488
2,DALYs (Disability-Adjusted Life Years),99,Uruguay,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,730.2285146506795,904.0975681641108,591.8630505113565
2,DALYs (Disability-Adjusted Life Years),106,Bahamas,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,1756.3374092227778,2176.438351638299,1414.467560495438
2,DALYs (Disability-Adjusted Life Years),82,Greece,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,525.265295544788,695.884140851584,392.90355487727453
2,DALYs (Disability-Adjusted Life Years),76,Belgium,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,479.9544083863167,642.4636337193286,358.4519293182295
2,DALYs (Disability-Adjusted Life Years),94,Switzerland,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,566.4141769310684,764.4487047180153,416.472482293785
2,DALYs (Disability-Adjusted Life Years),147,Libya,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,1422.1969012447732,1856.526674824392,1087.4577368964112
2,DALYs (Disability-Adjusted Life Years),135,Brazil,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,1102.3313218617652,1295.8213346149928,941.3485918859819
2,DALYs (Disability-Adjusted Life Years),154,Tunisia,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,1098.14952096867,1451.7383019921356,824.084449862128
2,DALYs (Disability-Adjusted Life Years),88,Malta,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,703.7960750342726,918.9483845928461,555.5444442410459
2,DALYs (Disability-Adjusted Life Years),142,Iran (Islamic Republic of),3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,992.5617826912843,1205.6603865599322,822.5124916141554
